Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sweden,5071,660,31536.3,12317.7,1998.9,2002.5,2000.3,2004.7,175.9,486.6,216.2,355.4,13.0,57.1,33.7,61.0,5.0,34.6,15.0,22.4,6254.2,5303.4,950.9,463231.7,392206.9,71024.8,472125.7,399737.2,72388.5
Germany,2460,363,36364.3,21923.4,2004.9,2004.6,2006.9,2007.0,633.7,836.5,692.3,772.0,48.0,83.5,53.8,74.3,11.0,41.6,15.7,23.5,8959.9,8481.3,478.6,672692.5,636737.1,35955.4,685608.2,648962.4,36645.8
Russian Federation,1783,518,6749.4,6020.1,1999.7,2002.6,2004.0,2005.4,166.9,307.5,203.3,203.1,19.0,42.4,38.2,50.2,24.0,59.0,34.2,42.1,1979.3,1216.3,763.0,148189.8,90897.6,57292.2,151035.0,92642.8,58392.2
Estonia,1689,464,5303.8,2825.8,1997.6,2000.7,2002.0,2002.8,141.5,290.6,395.5,262.8,16.0,52.9,172.8,118.2,12.0,45.2,48.5,37.6,1511.5,869.4,642.1,111534.3,64835.7,46698.5,113675.7,66080.6,47595.1
Netherlands,869,342,9459.6,13023.5,2005.2,2005.4,2006.7,2007.0,1188.6,1200.6,1250.7,1263.7,113.0,131.7,134.4,140.7,22.0,38.0,36.7,38.4,2622.8,2408.0,214.8,196250.5,180097.5,16153.0,200018.5,183555.4,16463.1
Poland,740,247,4544.8,4775.1,2003.0,2002.9,2004.0,2003.8,474.4,592.3,463.0,496.9,43.0,63.6,46.5,55.5,15.0,62.3,38.0,38.0,1340.3,1147.5,192.8,100614.0,86136.6,14477.3,102545.8,87790.5,14755.3
Denmark,515,325,5912.3,6983.8,2003.1,2004.0,2006.2,2007.5,792.8,872.8,830.3,866.6,72.0,107.2,77.2,85.6,9.0,28.1,15.3,15.3,1351.7,1260.8,90.9,101379.7,94556.8,6822.9,103326.2,96372.3,6953.9
Belgium,481,147,10273.0,9058.5,2003.8,2004.4,2003.5,2003.9,1278.1,1248.5,1274.8,1282.8,99.0,120.0,94.2,99.0,21.0,29.6,24.0,24.1,2577.8,2441.9,135.9,193348.9,183131.9,10217.0,197061.2,186648.0,10413.1
United Kingdom of Great Britain and Northern Ireland,458,189,6404.2,6146.6,2003.4,2003.4,2007.2,2006.8,1248.6,1311.5,1309.8,1350.6,112.5,130.8,104.0,118.3,23.0,42.7,30.9,40.4,1578.1,1464.0,114.1,118278.9,109672.3,8606.5,120549.8,111778.0,8771.8
Latvia,346,154,1153.4,1439.1,2002.4,2002.0,2006.5,2005.8,353.3,471.3,445.1,476.5,31.0,44.8,43.3,47.1,21.5,33.7,52.8,67.5,309.9,243.4,66.5,23273.9,18280.4,4993.4,23720.7,18631.4,5089.3
Lithuania,284,120,1296.7,1561.0,2003.2,2003.1,2005.7,2005.4,394.1,485.7,512.9,500.2,40.0,65.1,69.3,70.7,17.0,48.5,37.0,41.0,373.7,327.5,46.2,28045.9,24576.9,3469.1,28584.4,25048.7,3535.7
Norway,142,82,1164.9,1737.2,2002.7,2002.8,2005.6,2005.5,986.4,1030.2,1178.8,1186.9,99.0,107.3,109.1,109.3,20.5,39.7,34.4,34.7,332.9,298.7,34.2,24919.7,22349.9,2569.8,25398.2,22779.0,2619.2
France,119,67,1186.5,1703.3,2002.8,2003.9,2006.0,2006.8,1485.7,1539.6,1544.3,1550.6,138.0,169.6,158.3,157.0,29.0,47.7,38.3,32.6,284.1,269.3,14.7,21366.5,20254.8,1111.7,21776.7,20643.7,1133.1
Spain,93,46,1766.0,1856.7,2000.0,2003.4,2001.4,2003.9,1960.1,2522.6,2211.6,2368.4,157.0,248.7,222.1,236.0,22.0,41.5,30.2,36.4,531.9,504.9,27.0,40236.9,38175.5,2061.3,41009.4,38908.5,2100.9
Morocco,27,21,976.0,1528.2,2010.7,2010.6,2010.1,2010.0,2667.3,2748.9,2782.7,2793.2,242.0,250.6,241.9,241.3,49.0,100.8,126.4,129.8,210.8,169.4,41.4,16061.1,12863.6,3197.4,16369.4,13110.6,3258.8
Portugal,21,18,184.1,251.5,2006.3,2005.5,2007.7,2007.5,2035.8,2203.5,2310.2,2281.5,209.0,221.6,227.0,225.8,57.0,60.9,52.5,56.1,51.8,47.8,4.0,3910.0,3605.7,304.3,3985.0,3674.9,310.1
Åland Islands,19,3,73.0,7.3,2003.6,1991.0,2005.3,2005.2,84.5,71.8,84.2,84.2,6.0,6.3,6.0,6.0,0.0,0.0,0.0,0.0,11.1,11.1,0.0,831.7,831.7,0.0,847.7,847.7,0.0
Algeria,18,13,411.3,566.7,2010.7,2010.7,2010.8,2010.5,3230.9,3461.5,3355.7,3378.5,283.5,300.7,302.6,304.0,46.0,42.5,46.3,48.6,113.7,107.0,6.7,8647.1,8133.9,513.1,8813.1,8290.1,523.0
United States of America,17,17,2487.8,4190.5,2011.2,2011.2,2011.5,2011.6,5408.5,5638.4,5519.0,5522.2,494.0,509.6,526.5,527.5,44.0,166.4,291.6,315.3,324.3,297.7,26.6,24757.2,22760.9,1996.4,25232.6,23197.9,2034.7
Ireland,13,10,59.9,84.2,1996.8,1998.7,1998.4,1998.8,1708.2,1764.6,1776.3,1796.0,179.0,189.2,202.1,202.4,22.0,27.8,26.2,25.7,22.8,21.8,1.0,1716.6,1640.8,75.8,1749.6,1672.3,77.3
Egypt,13,9,1170.5,1916.4,2003.9,2005.6,2006.5,2007.1,4678.5,4717.6,4791.0,4808.2,403.0,417.0,420.9,421.6,152.0,122.4,113.2,107.2,220.4,206.5,13.8,16831.9,15788.0,1043.9,17155.1,16091.1,1064.0
