Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,4873,772,16147.5,22057.8,2001.1,2003.4,2004.0,2004.2,483.1,830.6,735.1,732.5,53.0,93.1,199.9,197.6,32.0,54.4,61.7,61.8,4708.2,4087.4,620.9,354564.1,307947.4,46616.7,361371.7,313860.0,47511.7
Ferry-RoPax,3233,30,44342.4,6383.3,1997.2,1996.4,2001.9,2002.9,169.0,2251.3,320.7,334.7,13.0,287.0,533.7,527.9,2.0,5.1,6.8,6.6,8833.7,8247.6,586.1,649478.3,607630.5,41847.8,661948.3,619297.0,42651.3
Ro-Ro,1976,45,26823.0,15117.6,2003.6,2001.2,2005.4,2004.6,586.0,626.4,608.3,622.7,34.0,48.7,48.7,50.8,10.0,16.5,14.5,14.9,7422.5,6855.3,567.1,557309.7,514729.5,42580.3,568010.1,524612.3,43397.8
Container,1444,111,11301.8,13473.1,2006.5,2006.1,2006.6,2006.7,484.9,632.3,567.8,578.9,43.0,51.9,70.6,70.9,18.0,21.0,24.5,24.5,3201.0,2869.6,331.3,239750.1,214872.7,24877.4,244353.3,218998.3,25355.0
Chemical tanker,1424,294,10293.1,15544.5,2005.1,2006.7,2006.6,2006.6,596.9,799.3,750.7,759.0,60.0,84.8,155.5,158.1,22.0,36.3,35.4,35.8,3413.7,2682.8,730.9,255543.7,200674.5,54869.2,260450.2,204527.5,55922.7
Cruise,599,75,5549.9,597.3,2003.6,1998.9,2006.4,2005.5,123.9,244.3,192.7,188.1,14.0,18.5,21.2,20.8,6.0,7.6,8.5,8.5,1368.7,1143.5,225.2,102767.0,85857.9,16909.1,104740.1,87506.4,17233.7
Bulk carrier,403,207,7161.7,12311.7,2007.9,2010.0,2011.4,2011.5,338.8,728.6,728.9,725.8,40.0,91.8,291.1,292.7,55.0,94.6,118.3,117.3,966.5,839.5,127.0,73087.1,63547.3,9539.8,74490.4,64767.4,9723.0
Service - tug,351,57,75.1,35.3,1981.0,1983.9,1985.9,1985.3,139.3,419.2,232.1,261.6,23.0,147.7,111.6,144.8,18.0,262.6,211.9,385.1,168.0,127.6,40.4,12617.4,9583.0,3034.4,12859.7,9767.0,3092.7
Oil tanker,280,56,5742.7,9691.5,1996.1,2005.5,2008.1,2008.1,165.8,912.1,587.9,587.0,24.0,100.2,182.3,182.0,22.0,31.5,32.6,32.9,995.2,632.3,362.9,74931.6,47683.8,27247.8,76370.3,48599.4,27771.0
Vehicle,221,22,2578.3,945.1,2005.7,2003.5,2010.7,2011.3,444.6,403.9,508.6,522.9,27.0,30.2,39.4,39.7,10.0,12.1,11.3,11.0,303.4,278.6,24.8,21176.0,19317.3,1858.7,21582.6,19688.2,1894.4
Liquefied gas tanker,178,32,1203.0,1196.7,2006.2,2008.7,2012.4,2011.9,600.6,937.6,800.1,777.8,60.0,88.9,148.2,158.0,21.0,35.0,38.8,39.5,373.0,290.7,82.3,27224.3,21048.8,6175.5,27747.0,21452.9,6294.1
Offshore,121,24,290.9,319.8,2007.6,2003.9,1995.5,1992.5,95.8,477.8,301.7,349.4,12.0,184.4,169.9,176.7,13.0,119.4,398.3,472.9,108.9,87.2,21.7,8177.2,6549.6,1627.6,8334.2,6675.4,1658.9
Miscellaneous - fishing,120,27,25.8,14.3,1979.9,1983.3,1981.8,1982.0,278.1,818.1,662.6,642.4,45.5,189.2,349.2,426.7,15.0,55.0,171.6,169.9,64.1,43.0,21.2,4813.9,3225.3,1588.6,4906.3,3287.3,1619.1
Service - other,71,36,345.4,291.0,1991.9,1993.0,1994.5,1993.5,340.3,1561.1,919.3,1382.9,39.0,398.3,1129.3,1465.5,54.0,564.3,321.3,328.2,208.6,146.0,62.7,15290.0,10663.3,4626.7,15583.6,10868.0,4715.6
Ferry-pax only,9,1,1.6,0.3,1969.0,1969.0,1969.0,1969.0,207.3,207.3,455.9,455.9,56.0,56.0,282.2,282.2,58.0,58.0,90.4,90.4,4.6,3.0,1.6,345.7,228.4,117.3,352.3,232.8,119.6
Refrigerated bulk,5,5,13.8,12.8,1992.6,1992.6,1995.5,1996.1,554.3,498.4,479.1,475.6,56.0,44.0,54.4,54.2,0.0,26.4,7.3,6.0,7.1,5.9,1.2,533.4,444.7,88.7,543.7,453.3,90.4
Yacht,1,1,0.2,0.3,1958.0,1958.0,1958.0,1958.0,702.2,702.2,702.2,702.2,316.0,316.0,316.0,316.0,234.0,234.0,234.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
