Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,4855,770,16855.9,23325.5,2001.1,2003.4,2005.3,2005.5,505.1,799.7,768.4,776.1,54.0,82.9,221.9,223.3,22.0,37.9,39.3,39.7,4794.2,4315.3,478.9,361235.3,325245.8,35989.5,368171.0,331490.5,36680.5
Ferry-RoPax,3231,30,35664.3,5294.3,1997.2,1996.8,2000.1,2001.2,167.8,794.9,258.3,277.9,12.0,168.7,47.2,62.7,3.0,25.0,15.7,15.6,6790.5,5870.0,920.5,502578.1,435333.5,67244.7,512227.6,443691.9,68535.8
Ro-Ro,1976,45,28983.0,16319.6,2003.6,2001.2,2005.7,2004.8,586.0,882.2,657.0,671.9,34.0,59.2,56.1,58.8,10.0,20.4,15.8,16.1,7719.2,7278.1,441.2,579772.9,546614.4,33158.5,590904.6,557109.4,33795.1
Container,1445,111,14661.3,17247.9,2006.5,2006.1,2006.1,2006.3,746.2,735.9,737.0,741.9,59.0,61.3,80.5,80.7,13.0,20.7,19.6,19.4,3780.3,3484.5,295.7,283388.0,261183.0,22204.9,288829.0,266197.8,22631.3
Chemical tanker,1422,291,12472.8,19112.0,2005.1,2006.8,2007.3,2007.4,680.9,979.5,914.6,938.8,63.0,94.7,164.7,171.0,20.0,38.8,46.1,47.4,3595.2,2969.3,625.9,269771.3,222620.0,47151.3,274951.0,226894.3,48056.6
Cruise,600,75,6443.7,689.6,2003.6,1998.9,2006.0,2005.0,97.7,279.5,222.8,216.7,10.0,21.1,26.3,25.9,4.0,20.7,15.0,14.8,1846.0,1364.0,481.9,138606.1,102417.3,36188.7,141267.3,104383.8,36883.5
Bulk carrier,401,203,18103.7,31407.2,2007.8,2010.0,2010.6,2010.6,641.8,2282.3,1875.4,1888.7,71.0,213.9,485.8,483.3,36.0,67.9,101.9,103.2,1930.0,1815.8,114.2,146940.4,138314.0,8626.5,149761.7,140969.6,8792.1
Service - tug,345,53,60.8,28.1,1980.8,1983.2,1985.2,1984.4,151.8,368.5,189.9,210.9,23.0,149.6,93.0,119.6,20.0,209.9,178.5,262.2,140.0,111.0,29.0,10508.9,8332.4,2176.5,10710.6,8492.4,2218.3
Oil tanker,281,56,3048.2,4997.0,1996.0,2005.2,2007.4,2007.5,154.3,517.1,314.2,305.0,22.0,79.1,104.6,104.9,26.0,43.2,36.5,36.8,762.7,437.8,325.0,57308.6,32907.3,24401.3,58408.9,33539.2,24869.8
Vehicle,221,22,3458.1,1180.3,2005.7,2003.5,2006.6,2006.9,895.3,955.6,682.1,653.0,63.0,68.1,69.2,68.4,15.0,17.2,17.6,16.7,475.0,436.6,38.4,34920.3,32037.2,2883.1,35590.8,32652.3,2938.4
Liquefied gas tanker,177,32,1204.8,1197.9,2006.1,2008.7,2012.1,2011.6,639.1,931.0,820.9,798.8,54.0,80.9,122.0,127.0,17.0,31.0,36.7,37.2,359.8,295.7,64.1,26208.5,21397.1,4811.3,26711.7,21807.9,4903.7
Miscellaneous - fishing,116,27,30.1,17.2,1980.0,1983.3,1982.4,1983.3,300.6,948.3,801.8,798.4,45.5,213.1,632.2,746.4,17.0,193.1,563.1,549.4,88.9,48.8,40.1,6675.4,3663.3,3012.1,6803.5,3733.6,3069.9
Offshore,114,22,261.4,228.1,2007.9,2003.3,2007.4,2004.5,95.0,531.1,289.4,271.1,13.0,181.4,186.4,176.0,10.0,80.2,66.0,64.2,114.2,95.7,18.5,8571.6,7184.4,1387.1,8736.1,7322.4,1413.8
Service - other,69,34,230.7,153.5,1992.0,1993.0,1994.6,1997.0,442.4,699.0,615.3,731.7,48.0,246.2,258.4,370.9,19.0,155.5,202.9,285.9,128.4,106.6,21.9,9530.3,7892.6,1637.7,9713.3,8044.1,1669.1
Ferry-pax only,9,1,0.9,0.2,1969.0,1969.0,1969.0,1969.0,189.7,189.7,242.1,242.1,31.0,31.0,148.3,148.3,25.0,25.0,22.6,22.6,2.1,1.7,0.4,159.5,127.6,31.9,162.6,130.0,32.5
Refrigerated bulk,5,5,13.0,12.9,2000.6,2000.6,1999.2,1999.8,173.6,332.8,393.8,387.6,24.0,44.0,101.8,101.4,39.0,64.6,32.6,32.0,14.3,6.7,7.6,1072.2,503.8,568.4,1092.8,513.5,579.3
Yacht,1,1,0.0,0.1,1958.0,1958.0,1958.0,1958.0,120.8,120.8,120.8,120.8,15.0,15.0,15.0,15.0,152.0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
