Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Manila,3795,312,11423.7,11676.6,1995.7,2000.0,1995.9,1997.9,457.2,555.0,489.9,480.3,43.0,107.6,64.0,72.9,40.0,110.1,76.6,89.2,3798.1,2620.4,1177.7,290316.0,201134.9,89181.1,295890.0,204996.7,90893.4
Laguna,2240,221,2560.3,2670.0,1991.3,1998.9,1996.1,1999.0,180.7,427.5,342.4,418.1,14.0,56.6,90.1,85.5,13.0,60.8,40.0,47.8,937.1,663.8,273.3,71297.0,50644.6,20652.4,72665.9,51617.0,21048.9
Cebu,1710,260,4107.7,4033.4,1996.3,2000.1,1996.7,1999.9,325.2,550.4,361.4,382.6,28.0,77.3,67.2,75.2,13.0,101.3,36.8,39.1,1379.0,990.8,388.2,105312.0,76018.2,29293.7,107333.9,77477.8,29856.2
Davao,1633,335,8445.4,11416.9,2001.9,2002.7,2003.5,2003.9,564.0,685.5,604.7,610.6,54.0,81.3,162.0,162.4,25.0,65.6,57.7,58.5,2159.7,1707.7,452.0,165343.2,131084.9,34258.2,168517.7,133601.8,34916.0
Cagayan De Oro,1148,151,2556.0,2523.5,1993.4,1998.7,1993.8,1996.8,234.7,330.1,331.5,322.7,23.0,52.9,73.5,84.7,16.5,60.7,42.9,62.5,761.9,595.6,166.3,58244.6,45662.0,12582.5,59362.9,46538.7,12824.1
Iloilo,1041,197,2439.9,2728.9,1995.8,1999.0,1996.6,1998.7,351.9,706.6,502.1,542.0,33.0,91.7,126.7,152.7,20.0,98.2,64.4,86.2,737.9,539.3,198.6,56313.3,41276.8,15036.6,57394.5,42069.3,15325.3
Batangas City,948,242,2619.4,2758.0,2000.5,2003.8,2002.8,2004.8,327.8,991.4,395.3,400.6,33.0,161.4,437.0,252.4,21.0,83.2,89.5,87.6,1357.2,806.0,551.2,102778.5,61148.0,41630.5,104751.9,62322.0,42429.8
Gen Santos,818,146,2654.0,3499.0,1999.5,2001.1,2001.6,2001.8,306.7,627.7,463.4,472.0,33.0,75.0,82.1,83.6,19.0,105.8,34.2,35.3,722.5,555.2,167.3,55287.3,42617.1,12670.2,56348.8,43435.4,12913.5
Zamboanga,725,117,1444.5,1613.5,1995.3,1998.5,1994.5,1995.2,401.7,548.4,491.3,506.8,37.0,149.4,93.8,105.9,31.0,74.4,51.5,60.7,558.3,421.3,137.0,42542.0,32191.3,10350.7,43358.8,32809.4,10549.4
Tagbilaran,633,115,671.6,786.2,1994.8,1998.2,1999.1,2002.0,184.7,359.5,341.6,339.1,16.0,52.1,114.0,130.8,20.0,32.7,32.5,38.1,173.4,115.5,57.9,13185.1,8805.9,4379.2,13438.2,8974.9,4463.3
Bugo,631,118,1396.3,1780.1,2002.4,2001.9,2005.9,2006.0,200.6,333.7,282.0,285.7,25.0,75.8,48.2,48.8,14.0,62.9,22.8,24.7,549.9,363.8,186.1,41815.5,27827.3,13988.2,42618.4,28361.6,14256.7
"Lapu-Lapu, Cebu",583,158,563.6,653.2,1998.4,1999.4,1997.2,1999.8,286.3,524.3,420.1,438.7,34.0,121.6,349.2,249.5,16.0,137.6,220.6,172.2,430.7,244.9,185.8,32505.9,18542.8,13963.0,33130.0,18898.9,14231.1
Bauan/Batangas,578,220,1306.0,1842.9,2003.7,2001.1,2006.6,2007.4,316.4,513.1,447.7,463.6,40.0,168.1,167.1,173.1,32.0,146.3,139.0,113.2,792.6,383.6,409.1,59981.5,29166.7,30814.8,61133.1,29726.7,31406.4
Nasipit Port,522,52,614.2,354.5,1990.9,1997.2,1991.5,1994.7,205.4,371.3,282.5,265.9,14.0,140.7,62.1,99.6,16.0,88.2,27.4,42.7,285.0,200.8,84.2,21734.0,15357.2,6376.7,22151.2,15652.1,6499.2
Pulupandan,502,135,1655.4,1520.9,1995.5,1999.8,1994.3,1996.8,352.2,670.5,538.2,582.4,31.0,106.8,240.9,359.9,31.0,66.0,42.7,67.1,502.3,406.7,95.6,38383.0,31161.4,7221.6,39120.0,31759.7,7360.3
Dumaguete,490,96,780.7,629.4,1992.1,1999.0,1993.2,1995.5,258.0,476.0,390.7,379.7,19.5,61.4,95.5,100.2,18.0,52.1,31.1,38.9,280.4,214.3,66.0,21337.5,16349.2,4988.3,21747.2,16663.1,5084.1
Ormoc,440,86,281.2,397.0,2006.6,2005.4,2005.4,2006.5,129.3,394.0,308.7,315.0,15.0,67.3,148.7,111.3,16.0,68.9,75.0,75.0,115.5,67.4,48.2,8746.4,5112.1,3634.3,8914.4,5210.2,3704.1
Mactan Island Apt,379,128,509.8,587.5,1991.9,1997.1,1997.0,1998.4,309.6,570.3,415.9,464.8,29.0,110.9,147.2,163.0,13.0,50.1,43.3,61.5,241.3,162.6,78.7,18321.7,12364.9,5956.8,18673.5,12602.3,6071.2
Baybay,376,28,91.8,94.2,1984.6,1998.8,1996.9,2000.6,122.6,493.7,275.4,354.3,12.0,78.6,484.4,691.6,4.0,49.4,28.2,43.1,51.2,42.6,8.7,3859.9,3207.5,652.4,3934.0,3269.1,664.9
Iligan,373,43,372.3,207.8,1987.5,1997.5,1988.8,1993.4,183.9,308.2,251.5,251.3,17.0,165.9,48.6,61.1,5.0,52.4,11.4,21.2,163.6,139.9,23.7,12470.7,10690.7,1780.0,12710.1,10896.0,1814.2
Culasi,354,66,275.0,294.7,1993.6,1999.4,1993.7,1996.0,278.6,381.3,399.3,394.8,26.0,46.2,142.2,138.5,12.0,88.9,41.6,36.8,165.2,108.4,56.8,12492.9,8195.7,4297.2,12732.7,8353.0,4379.7
Surigao City,348,60,283.1,329.1,1997.6,2003.0,2004.6,2008.4,120.8,331.7,236.1,358.0,11.0,120.9,166.5,225.4,14.0,54.4,68.7,92.1,109.6,70.0,39.5,8275.2,5300.2,2975.0,8434.1,5401.9,3032.2
Limay,334,75,769.6,1193.6,2006.6,2004.1,2007.8,2007.7,459.4,662.7,729.5,760.6,41.5,174.4,240.9,291.1,54.0,168.3,126.2,123.5,700.5,339.2,361.2,52869.9,25703.2,27166.7,53885.0,26196.7,27688.3
Lucanin,321,127,1152.0,1702.1,2004.7,2004.0,2006.8,2006.7,537.7,735.8,679.1,682.6,52.0,124.9,170.2,197.7,39.0,195.4,140.0,127.6,684.6,365.5,319.1,51827.7,27727.6,24100.1,52822.8,28260.0,24562.8
Danao,321,116,389.8,464.4,2001.3,1999.1,1998.0,2001.0,340.5,627.9,450.3,431.2,33.0,138.6,204.2,192.2,13.0,170.8,136.4,116.1,280.3,154.0,126.3,21135.8,11638.2,9497.6,21541.6,11861.7,9680.0
Port Romblon,315,103,557.2,445.8,1998.8,1998.7,1999.0,1998.8,362.7,515.5,730.7,648.1,38.0,66.5,237.5,228.7,10.0,49.0,77.7,84.1,301.2,227.5,73.7,22694.8,17128.0,5566.8,23130.5,17456.9,5673.7
Nasugbu,309,163,914.3,1185.7,2000.3,1999.8,2003.1,2003.7,471.2,669.4,559.7,560.1,48.0,92.4,130.6,119.1,16.0,38.2,70.4,73.8,343.9,239.9,104.0,26153.5,18237.7,7915.8,26655.6,18587.8,8067.8
Subic Bay,307,162,2111.5,2849.1,2004.0,2004.4,2007.5,2007.6,355.3,719.7,487.3,530.3,38.0,87.8,166.1,191.9,27.0,145.5,117.7,134.9,497.5,324.2,173.3,38036.3,24834.7,13201.6,38766.6,25311.5,13455.1
Bogo,304,91,255.6,342.1,2005.7,1999.1,2001.2,2002.5,207.0,528.0,433.0,462.2,20.5,74.6,218.2,222.8,16.5,38.5,125.8,135.4,124.9,81.0,43.9,9433.5,6126.2,3307.4,9614.6,6243.8,3370.9
