Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Manila,3814,322,12558.6,13570.9,1995.8,2000.5,1996.8,1998.7,473.5,562.8,549.2,564.5,49.0,116.8,165.8,198.4,19.0,81.8,39.6,47.0,4153.3,3411.6,741.7,317075.6,260962.8,56112.8,323163.4,265973.3,57190.1
Laguna,2268,239,2402.7,2603.0,1991.5,1999.7,1996.0,1999.0,170.2,452.1,304.1,362.6,15.0,65.6,64.4,80.5,12.0,87.6,63.5,80.4,884.9,577.9,307.0,67329.9,44160.5,23169.3,68622.6,45008.4,23614.2
Cebu,1686,241,3298.6,3067.8,1996.0,1999.1,1994.7,1997.7,208.8,483.7,306.2,314.0,22.0,72.1,76.1,94.8,14.0,69.7,49.4,57.4,1112.6,795.0,317.6,84990.9,60998.9,23992.0,86622.7,62170.1,24452.6
Davao,1312,277,5169.8,7143.7,2001.4,2002.6,2003.4,2003.9,591.9,756.1,621.8,633.7,62.0,124.3,137.9,142.0,26.0,78.8,67.2,71.0,1596.2,1227.6,368.6,121836.2,93989.9,27846.2,124175.4,95794.5,28380.9
Cagayan De Oro,1152,154,3012.3,3018.5,1993.3,1998.4,1993.8,1996.7,301.5,393.0,399.0,399.8,27.0,56.8,67.3,80.8,22.0,58.1,50.2,53.6,874.5,568.6,306.0,66854.7,43665.2,23189.6,68138.3,44503.5,23634.8
Iloilo,1018,174,2075.9,2001.4,1995.5,1997.9,1995.2,1997.3,334.6,573.2,476.3,476.8,30.0,95.6,137.2,180.0,25.0,67.1,60.1,80.0,770.9,529.5,241.3,58727.1,40482.7,18244.4,59854.6,41260.0,18594.6
Batangas City,963,252,3075.7,3223.7,2001.0,2004.0,2004.3,2005.6,316.0,875.3,447.5,414.1,36.0,140.3,300.7,195.1,22.0,95.8,70.7,74.1,1393.7,970.2,423.5,105691.6,73666.5,32025.1,107720.9,75080.9,32640.0
Gen Santos,902,156,3249.2,4546.2,2000.2,2000.9,2002.6,2003.5,410.8,807.7,464.8,509.5,44.0,152.5,373.3,462.5,28.0,158.2,54.5,53.6,959.6,657.5,302.1,73168.4,50356.5,22811.9,74573.2,51323.3,23249.9
Zamboanga,733,118,1366.4,1473.4,1995.3,1998.5,1994.5,1995.6,320.2,538.2,456.0,444.4,31.0,63.5,51.7,54.8,26.0,76.8,101.6,114.9,528.0,321.9,206.2,40258.0,24662.3,15595.7,41030.9,25135.8,15895.1
Tagbilaran,611,97,445.4,498.6,1994.4,1996.4,1996.1,2000.3,131.6,367.1,283.7,282.6,16.0,40.8,61.5,61.0,12.0,73.4,97.2,85.1,150.6,92.2,58.4,11418.5,7007.6,4410.9,11637.8,7142.2,4495.6
"Lapu-Lapu, Cebu",583,164,590.4,705.1,1998.5,1999.9,1998.4,2000.9,298.0,610.3,436.7,467.8,31.0,171.7,283.6,278.9,21.0,82.3,109.0,123.9,485.8,290.3,195.5,36674.1,21959.7,14714.4,37378.2,22381.3,14996.9
Bugo,581,117,1593.5,2061.5,2001.6,2002.3,2005.2,2005.2,311.8,384.0,393.1,401.9,36.0,64.9,55.5,57.9,21.0,64.7,39.6,40.8,583.3,387.8,195.5,44424.5,29698.7,14725.8,45277.5,30268.9,15008.5
Bauan/Batangas,570,225,1324.7,1879.1,2003.8,2001.6,2007.4,2008.0,333.4,460.4,408.5,425.6,39.0,74.7,133.4,147.5,30.0,90.3,72.7,77.4,551.4,319.0,232.4,41811.4,24288.8,17522.7,42614.2,24755.1,17859.1
Nasipit Port,532,61,876.3,649.3,1991.4,1999.9,1992.7,1994.8,428.1,623.1,399.1,476.5,33.0,251.2,98.4,159.2,21.0,94.3,43.5,55.5,362.7,270.3,92.3,27684.1,20710.5,6973.6,28215.6,21108.1,7107.5
Dumaguete,498,106,957.1,832.1,1992.3,1999.8,1995.1,1997.8,322.6,582.2,455.2,458.4,25.0,83.1,107.5,113.6,19.5,109.5,50.5,66.5,352.7,256.9,95.9,26802.9,19551.4,7251.5,27317.5,19926.8,7390.7
