Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
China,2358,1076,73960.5,109122.5,2006.8,2007.4,2008.1,2008.5,1173.3,1570.7,1326.6,1413.3,106.0,167.5,188.0,199.3,39.0,101.0,118.0,124.3,10089.5,8315.4,1774.1,776381.2,640967.6,135413.6,791287.7,653274.2,138013.5
Japan,915,339,21874.4,28631.6,2003.1,2006.4,2005.3,2006.5,1900.0,2020.4,2054.5,2076.5,139.0,187.4,185.1,196.2,44.0,92.2,78.8,85.0,4891.0,4138.2,752.8,374514.2,317603.0,56911.2,381704.8,323700.9,58003.9
"Taiwan, Province of China",910,344,14903.5,18790.3,2005.1,2006.1,2005.3,2006.1,721.3,1031.7,840.8,876.9,71.5,127.5,130.7,140.9,25.0,67.4,55.2,60.6,3051.4,2548.8,502.6,235020.0,196572.0,38448.0,239532.4,200346.2,39186.2
Indonesia,878,571,33988.4,51153.9,2007.2,2007.9,2008.4,2008.6,1356.6,1601.4,1551.3,1545.5,115.0,156.0,232.9,245.8,55.0,112.2,143.8,163.7,3920.0,3259.3,660.7,302603.7,251832.7,50771.1,308413.7,256667.8,51745.9
Singapore,668,395,25930.3,36143.7,2007.3,2007.7,2008.0,2008.3,1425.7,1604.1,1518.6,1542.6,118.0,171.5,154.3,162.7,33.0,89.5,65.2,70.9,3644.0,3176.4,467.7,281342.6,245491.0,35851.6,286744.4,250204.5,36540.0
Malaysia,545,307,10801.9,16038.3,2005.7,2006.9,2007.9,2008.2,1008.6,1351.1,1409.2,1457.4,103.0,151.2,199.8,210.9,40.0,89.7,122.5,125.6,1805.9,1393.6,412.2,138187.9,106768.4,31419.5,140841.1,108818.3,32022.8
Viet Nam,483,299,10507.0,15039.1,2005.2,2005.4,2005.2,2005.2,1266.4,1494.8,1528.1,1637.0,141.0,184.8,307.6,338.1,102.0,134.6,136.7,153.0,1530.1,1231.9,298.2,117644.4,94958.1,22686.3,119903.1,96781.3,23121.8
"Korea, Republic of",442,280,15242.7,22545.3,2004.7,2006.9,2007.8,2008.2,1703.9,1986.9,1926.5,1923.7,133.0,184.7,213.3,218.3,44.0,132.9,166.2,192.5,2411.3,2000.9,410.4,185541.4,154248.6,31292.8,189103.8,157210.1,31893.6
Thailand,430,264,14653.3,15488.4,2007.6,2006.6,2007.8,2008.6,1589.3,1943.4,1738.1,1814.2,133.0,242.6,193.2,229.1,47.5,143.5,88.2,112.5,2204.8,1945.7,259.1,169678.4,150015.8,19662.6,172936.2,152896.1,20040.1
Hong Kong,317,229,8992.3,11999.8,2007.3,2007.4,2007.9,2007.8,864.9,1317.3,1225.0,1345.5,84.0,124.1,186.9,209.8,37.0,94.8,149.8,155.6,1255.7,973.9,281.8,94948.0,74175.4,20772.7,96771.0,75599.5,21171.5
Australia,157,143,18206.0,30438.9,2010.2,2009.9,2010.6,2010.7,2867.7,3059.5,3078.0,3012.1,239.0,278.4,328.3,325.5,48.0,115.8,100.4,98.3,1624.2,1492.9,131.3,124021.5,113880.3,10141.2,126402.7,116066.8,10335.9
Papua New Guinea,92,65,1558.3,2077.7,1998.1,1999.3,2004.0,2004.1,2027.5,2145.7,2226.8,2243.7,218.0,375.4,340.2,338.3,91.0,372.7,196.2,179.3,1009.1,579.0,430.2,76380.0,44053.0,32327.0,77846.5,44898.8,32947.7
Russian Federation,90,87,6944.7,11910.3,2008.8,2009.1,2009.6,2009.6,2304.0,2702.3,2836.2,2843.4,204.5,294.8,375.7,374.5,125.5,180.2,228.8,231.2,738.6,633.2,105.4,57122.8,48981.2,8141.6,58219.6,49921.6,8297.9
United States of America,62,55,12278.7,20742.4,2010.3,2012.1,2012.9,2013.0,6340.5,7030.2,6844.8,7073.8,597.0,683.8,738.9,736.8,145.5,179.2,186.9,194.2,1198.4,1136.6,61.8,92598.7,87815.5,4783.2,94376.6,89501.6,4875.1
United Arab Emirates,56,33,11320.5,18976.7,2005.0,2005.6,2007.8,2007.8,4916.8,4529.3,4855.5,4962.6,305.0,351.7,399.5,411.3,76.0,87.8,97.7,98.8,1420.4,1203.6,216.8,109429.0,92807.7,16621.2,111530.0,94589.6,16940.4
Brunei Darussalam,52,24,1217.1,1003.5,2006.4,2005.2,1998.0,1991.8,754.3,1176.7,1044.0,1273.9,58.5,86.8,88.1,103.6,26.0,217.6,178.7,234.5,181.6,107.2,74.4,12907.8,8016.2,4891.6,13155.6,8170.1,4985.5
Palau,42,7,345.2,461.6,2003.6,2001.1,2004.0,2003.9,631.1,649.1,673.2,673.1,45.0,65.6,47.8,47.9,15.0,134.2,15.7,15.1,80.5,60.3,20.2,6157.6,4638.8,1518.7,6275.8,4727.9,1547.9
India,15,13,841.3,1362.1,2008.7,2009.0,2011.0,2011.5,3344.5,3509.4,3335.3,3352.0,283.0,304.8,384.2,386.0,30.0,79.2,52.4,49.4,112.9,103.6,9.2,8712.3,8005.3,707.0,8879.6,8159.0,720.6
Denmark,14,1,17.3,22.6,1997.0,1997.0,1997.0,1997.0,171.0,171.0,193.5,193.5,49.5,49.5,69.3,69.3,30.0,30.0,31.9,31.9,8.2,5.3,2.9,612.5,397.4,215.1,624.2,405.0,219.3
Turkey,12,12,3122.2,5546.6,2012.2,2012.2,2012.3,2012.2,7433.4,7536.9,7526.3,7527.0,642.0,656.2,655.6,655.0,259.0,245.4,243.1,242.2,279.8,261.8,18.0,21677.8,20281.3,1396.5,22094.0,20670.7,1423.3
Saudi Arabia,11,11,8054.0,14949.6,2005.9,2005.9,2005.0,2004.9,5332.2,5523.1,5538.9,5540.6,420.0,432.3,442.4,443.7,39.0,61.6,66.3,67.1,540.1,482.9,57.2,41838.1,37406.0,4432.1,42641.4,38124.2,4517.1
Canada,11,8,1447.9,2494.3,2005.3,2009.5,2011.0,2011.4,5945.4,5586.0,5260.0,6076.2,511.0,516.4,570.8,586.2,8.0,93.6,122.0,129.3,140.7,135.8,4.9,10873.6,10494.9,378.7,11082.4,10696.4,386.0
Qatar,9,9,3080.8,4875.1,2007.8,2007.8,2008.3,2008.6,5035.2,5103.6,5120.5,5133.8,379.0,397.8,417.6,429.6,56.0,60.4,63.8,66.2,292.5,260.1,32.4,22661.0,20151.8,2509.3,23096.1,20538.7,2557.5
Solomon Islands,9,8,135.9,210.1,2003.8,2004.6,2003.5,2003.9,2728.1,4931.3,3593.6,3565.3,363.0,710.8,810.9,814.5,62.0,60.5,62.1,66.1,45.8,43.8,2.0,3490.8,3339.4,151.4,3557.8,3403.5,154.4
Kuwait,8,8,6669.4,12425.5,2008.0,2008.0,2007.8,2007.7,5403.6,5581.8,5593.9,5600.5,436.5,439.2,452.0,456.8,70.0,97.0,103.7,107.6,489.8,406.0,83.8,37939.4,31447.6,6491.8,38667.8,32051.4,6616.4
Brazil,8,5,11989.1,23567.5,2009.6,2010.6,2009.2,2009.2,10946.6,10703.6,10846.7,10847.7,1012.0,1000.2,1030.0,1030.2,31.0,178.2,96.6,95.8,460.6,454.6,6.0,35680.9,35213.8,467.1,36366.0,35889.9,476.1
Angola,7,4,81.1,104.0,1989.4,1996.2,1993.8,2000.5,989.7,604.8,733.4,842.7,97.0,92.5,105.6,99.4,35.0,41.1,45.9,39.9,13.1,11.0,2.2,1014.4,848.6,165.7,1033.9,864.9,168.9
Marshall Islands,6,6,98.7,125.1,1985.5,1985.5,1986.9,1987.0,3377.8,3836.1,3958.9,3943.6,326.5,470.2,597.7,596.3,280.5,369.7,266.0,275.1,93.9,62.4,31.4,7109.4,4750.1,2359.3,7245.9,4841.3,2404.6
Sri Lanka,6,2,254.7,214.4,1996.7,2002.0,2000.3,2006.3,2958.2,2997.4,2542.2,2847.3,164.5,279.0,257.6,345.8,0.5,85.5,67.9,131.7,36.2,35.6,0.6,2795.5,2751.4,44.1,2849.2,2804.3,44.9
Northern Mariana Islands,5,4,92.5,124.4,2007.0,2006.8,2006.2,2006.2,1552.5,1627.0,1626.9,1622.7,147.0,149.5,151.2,150.8,11.0,9.5,9.7,9.8,20.8,20.0,0.8,1592.9,1534.3,58.5,1623.4,1563.8,59.6
New Zealand,5,5,335.2,474.8,1997.4,1997.4,2006.5,2010.1,5099.8,5218.8,6038.0,6376.8,513.0,665.2,682.0,614.4,59.0,351.0,211.1,119.9,95.7,82.7,13.0,7336.1,6359.5,976.6,7476.9,6481.6,995.3
Oman,5,4,1316.6,2421.0,2007.4,2007.5,2008.7,2008.9,4446.0,4478.2,4539.0,4542.1,371.0,369.6,423.9,419.4,84.0,108.2,129.3,127.6,149.1,121.3,27.8,11548.5,9392.9,2155.6,11770.2,9573.3,2197.0
Bangladesh,5,3,34.1,42.1,2009.2,2010.0,2006.3,2006.3,229.3,267.3,304.2,303.4,30.0,25.0,37.3,37.3,24.0,1123.3,78.6,89.8,6.9,4.6,2.3,529.9,355.5,174.4,540.1,362.3,177.8
Micronesia (Federated States of),5,5,41.2,30.7,1997.8,1997.8,2000.7,1993.8,6174.0,5308.8,4655.4,4117.0,746.0,643.0,778.6,679.9,179.0,232.2,248.1,289.6,22.1,13.9,8.2,1666.3,1051.6,614.7,1698.3,1071.8,626.5
Panama,4,3,667.4,1177.8,2007.0,2008.7,2011.2,2011.2,5535.6,6901.2,6485.1,6663.6,494.5,577.2,722.8,726.6,77.0,147.0,172.2,172.3,60.6,58.2,2.4,4689.7,4506.9,182.8,4779.8,4593.5,186.3
Cambodia,4,4,32.6,42.2,2006.0,2006.0,2004.7,2005.4,1178.5,913.3,1109.1,1131.3,101.5,84.0,106.6,105.0,26.0,34.0,37.8,34.4,7.0,6.1,0.9,541.1,472.4,68.7,551.5,481.4,70.0
Iraq,4,1,73.0,89.6,2005.0,2005.0,2005.0,2005.0,310.6,310.6,332.8,332.8,79.0,79.0,78.7,78.7,46.5,46.5,48.0,48.0,10.5,7.2,3.3,812.7,555.7,257.0,828.3,566.4,261.9
Chile,4,4,806.0,1330.9,2005.8,2005.8,2009.6,2009.6,9908.0,9898.0,10063.4,10054.9,884.0,816.2,914.6,917.5,84.0,101.8,115.9,113.0,83.5,82.3,1.2,6445.2,6353.9,91.3,6569.0,6475.9,93.1
Tuvalu,4,4,54.5,63.8,1992.0,1992.0,1992.1,1991.8,3569.8,3667.5,3628.6,3629.5,348.0,404.2,428.1,443.0,26.5,143.0,156.5,148.8,39.6,31.8,7.8,3000.4,2415.5,584.9,3058.0,2461.9,596.1
Ecuador,3,3,231.6,358.7,1993.3,1993.3,2016.7,2016.8,1161.6,3600.2,8708.8,9030.3,751.0,643.0,754.2,752.6,65.0,114.0,66.7,65.9,27.3,26.6,0.7,2108.1,2052.0,56.1,2148.6,2091.4,57.2
Pakistan,3,3,195.8,302.4,2007.0,2007.0,2007.9,2007.6,4485.9,4428.8,4440.8,4436.4,390.0,394.3,392.1,393.2,25.0,29.7,34.3,32.5,32.2,31.0,1.2,2479.6,2386.1,93.5,2527.2,2431.9,95.3
New Caledonia,2,2,343.7,565.5,2012.5,2012.5,2011.7,2011.5,5797.2,5797.2,6061.5,6550.4,478.0,478.0,624.7,659.8,111.5,111.5,151.9,161.5,36.9,35.2,1.7,2855.5,2726.9,128.6,2910.3,2779.3,131.1
Uruguay,2,2,375.5,662.1,2012.5,2012.5,2015.0,2015.0,5417.8,5417.8,10491.6,10573.8,452.0,452.0,882.9,882.9,55.5,55.5,104.0,104.0,25.8,24.7,1.0,1995.1,1916.6,78.5,2033.4,1953.4,80.1
Nigeria,2,1,0.4,0.4,1980.0,1980.0,1980.0,1980.0,62.8,62.8,62.8,62.8,46.5,46.5,67.0,67.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,4.0,4.0,0.0,4.0,4.0,0.0
South Africa,2,2,317.3,520.9,2007.0,2007.0,2013.5,2014.6,6848.2,6848.2,7220.9,7298.1,523.5,523.5,631.7,649.8,212.5,212.5,301.9,316.8,47.5,43.0,4.5,3653.6,3309.8,343.8,3723.7,3373.4,350.4
Iran (Islamic Republic of),2,2,442.7,804.0,1998.0,1998.0,1997.2,1997.1,4974.6,4974.6,4991.0,4992.5,340.0,340.0,380.5,384.1,45.5,45.5,15.1,12.4,53.4,51.6,1.8,4124.6,3990.8,133.9,4203.8,4067.4,136.4
Mozambique,2,2,19.8,21.9,1988.5,1988.5,1985.7,1991.2,2222.7,2222.7,639.0,418.8,197.5,197.5,238.0,158.6,129.0,129.0,98.0,158.8,7.9,6.9,1.0,595.8,519.1,76.7,607.2,529.0,78.2
Mexico,2,2,345.7,577.6,1997.5,1997.5,2007.1,2008.0,10757.5,10757.5,10140.0,10087.6,1442.5,1442.5,1094.8,1059.9,6.0,6.0,3.9,3.7,64.3,63.9,0.3,4924.3,4898.0,26.2,5018.8,4992.1,26.7
Guam,2,2,120.0,53.2,1999.5,1999.5,1998.5,1998.8,3344.5,3344.5,1940.9,2077.1,271.0,271.0,156.2,187.5,75.5,75.5,86.9,83.8,16.8,15.2,1.7,1283.1,1156.7,126.3,1307.7,1179.0,128.7
Cyprus,1,1,0.1,0.1,1979.0,1979.0,1979.0,1979.0,46.9,46.9,46.9,46.9,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,17.8,17.8,0.0,18.1,18.1,0.0
Peru,1,1,228.6,375.6,2011.0,2011.0,2011.0,2011.0,9824.9,9824.9,9824.9,9824.9,798.0,798.0,798.0,798.0,331.0,331.0,331.0,331.0,25.7,24.4,1.2,1987.4,1891.6,95.8,2025.6,1927.9,97.7
Puerto Rico,1,1,0.7,0.6,2012.0,2012.0,2012.0,2012.0,536.9,536.9,536.9,536.9,53.0,53.0,53.0,53.0,12.0,12.0,12.0,12.0,1.1,1.0,0.2,85.8,71.8,14.0,87.4,73.2,14.2
