Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Davao,1278,417,43024.0,58532.6,2002.7,2006.3,2005.8,2006.5,1851.5,2105.5,2050.8,2092.6,125.5,219.2,245.3,263.6,19.0,77.0,73.5,90.3,8537.0,7928.5,608.4,656310.0,609919.8,46390.2,668911.1,621630.2,47280.9
Manila South Harbor,1134,357,29206.5,31945.1,2004.7,2005.2,2005.5,2006.1,904.0,1344.1,1092.3,1160.9,96.0,145.7,157.6,185.0,15.0,68.0,56.4,68.4,5240.1,4658.0,582.0,404233.2,359626.6,44606.6,411994.4,366531.4,45463.0
Manila,919,418,27381.0,37253.6,2006.8,2006.1,2007.6,2007.7,1102.8,1461.3,1319.8,1360.0,93.0,167.1,183.4,201.6,21.0,85.1,83.3,92.4,4029.5,3569.1,460.5,310992.6,275693.1,35299.5,316963.6,280986.4,35977.3
Batangas City,652,415,26350.8,27348.6,2007.2,2007.1,2007.7,2007.7,1396.2,1616.7,1518.8,1572.1,112.0,179.5,194.0,245.8,18.0,53.4,42.7,58.8,3087.4,2716.5,370.9,237622.7,209194.1,28428.6,242185.0,213210.6,28974.4
Subic Bay,497,352,25890.8,34869.2,2006.6,2007.5,2012.2,2012.3,1311.6,1821.8,2277.5,2256.1,118.0,224.9,919.9,845.7,30.0,88.2,66.8,72.0,3036.6,2780.1,256.5,232033.5,212391.0,19642.5,236488.5,216468.9,20019.6
Taganito,306,198,13592.7,23575.4,2010.2,2009.7,2011.1,2011.1,1629.9,1656.9,1687.5,1689.3,148.0,167.2,194.5,195.0,60.0,104.0,125.2,124.9,1335.6,1127.6,208.0,103243.2,87237.0,16006.1,105225.4,88912.0,16313.5
Bauan/Batangas,274,225,11254.2,12164.8,2007.5,2007.6,2008.4,2009.0,1429.4,1707.8,1897.1,2004.6,123.0,187.1,295.5,350.7,22.0,66.2,50.6,61.7,1323.8,1173.5,150.3,101464.0,89971.9,11492.2,103412.1,91699.3,11712.8
Lucanin,232,206,11751.2,19567.4,2008.4,2008.3,2008.3,2008.2,1341.7,1729.0,1977.7,2013.3,141.5,188.3,314.2,319.3,41.5,83.4,141.1,139.8,1307.2,1064.4,242.8,101010.4,82287.6,18722.8,102949.8,83867.6,19082.3
Gen Santos,191,124,4399.8,6341.7,2001.5,2001.5,2003.4,2003.8,1659.6,2110.6,1751.2,1763.9,139.0,294.4,265.7,266.2,47.0,181.7,105.8,106.0,1064.8,812.3,252.5,81229.2,62201.8,19027.4,82788.8,63396.1,19392.7
Surigao City,182,122,10065.5,17522.8,2010.3,2010.3,2010.6,2010.6,1727.1,1829.1,1818.9,1817.1,362.0,381.4,437.4,437.6,69.5,131.6,151.2,151.5,1056.8,933.0,123.9,81786.1,72205.0,9581.1,83356.4,73591.4,9765.0
Cebu,180,86,3302.6,4469.5,2004.2,2005.6,2006.0,2007.2,1070.0,1485.4,1285.2,1346.0,88.0,153.4,150.2,165.4,22.0,82.8,71.8,82.7,605.8,536.0,69.9,46605.3,41301.7,5303.5,47500.1,42094.7,5405.4
Limay,153,98,11724.1,21577.8,2008.5,2008.9,2007.5,2007.4,1306.7,1954.6,2672.0,2762.7,111.0,201.9,334.8,337.1,45.0,88.0,75.1,73.7,984.3,814.5,169.8,75949.5,62953.0,12996.5,77407.7,64161.7,13246.0
Laguna,149,111,4707.2,7707.3,2005.9,2007.1,2008.5,2008.8,1312.1,1661.2,1722.8,1738.0,117.0,186.5,254.6,260.4,41.0,106.3,107.2,111.5,594.6,522.2,72.4,45870.0,40326.0,5544.0,46750.7,41100.3,5650.5
Masinloc,127,115,4762.5,8186.0,2006.8,2007.4,2008.2,2008.3,1342.1,1670.2,1694.9,1721.1,129.0,194.3,257.0,262.5,33.0,83.8,125.1,132.1,504.3,431.9,72.3,38909.1,33368.0,5541.1,39656.1,34008.6,5647.5
Mariveles,127,120,8325.9,14480.0,2006.1,2006.1,2004.8,2005.7,1374.2,1945.3,2521.9,2614.5,121.0,193.9,389.8,385.9,44.0,82.4,228.1,246.2,849.9,722.3,127.6,63685.3,53863.1,9822.3,64908.1,54897.2,10010.8
Villanueva,118,110,11749.2,22148.9,2010.1,2010.3,2010.4,2010.3,1838.2,1819.2,1898.3,1902.1,186.5,233.4,264.5,264.8,60.5,85.6,84.5,84.1,793.4,718.7,74.7,61411.5,55647.7,5763.9,62590.6,56716.1,5874.5
Toledo,113,74,4535.2,7758.3,2009.2,2009.1,2014.8,2015.2,1608.7,2180.7,2649.7,2791.1,142.0,301.1,636.2,670.3,56.0,112.2,64.4,61.2,484.8,429.2,55.6,37374.2,33159.2,4214.9,38091.8,33795.9,4295.9
Bugo,111,48,2335.7,2959.4,2007.4,2005.2,2009.7,2009.6,1502.6,1327.4,1496.9,1487.5,114.0,111.4,116.3,116.1,22.0,69.4,30.5,31.3,487.1,448.3,38.8,37486.8,34561.1,2925.7,38206.5,35224.6,2981.9
