Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Norway,396,118,2000.1,697.5,1983.2,1988.5,1998.7,1995.5,669.0,1884.8,877.2,1017.8,97.0,309.3,317.7,437.7,19.0,75.9,80.9,119.7,849.1,668.9,180.2,64168.4,50592.4,13576.0,65400.4,51563.7,13836.7
Iceland,13,10,542.0,83.7,1998.4,1995.2,2003.9,2001.7,984.0,1572.9,1063.2,1165.7,66.0,166.6,102.9,151.9,8.0,20.2,12.0,22.6,125.4,119.4,6.0,9678.1,9216.7,461.4,9864.0,9393.7,470.3
Russian Federation,10,9,43.9,46.5,1990.9,1990.2,1993.8,1994.8,1656.8,1513.4,1561.3,1462.5,157.5,210.4,212.4,181.0,62.0,74.6,93.7,97.4,31.6,23.3,8.3,2387.1,1761.7,625.4,2433.0,1795.5,637.4
Denmark,6,5,103.9,66.0,1995.2,1994.2,1993.3,1998.8,2750.2,3666.8,3189.1,2194.7,424.0,529.6,658.1,477.0,25.5,26.5,24.8,29.3,24.7,24.3,0.4,1868.1,1840.3,27.8,1904.0,1875.6,28.3
United Kingdom of Great Britain and Northern Ireland,3,3,34.8,13.5,1987.3,1987.3,1989.1,1989.3,2695.1,2814.1,2883.0,3016.4,373.0,479.7,548.7,609.2,18.0,29.7,38.7,45.2,20.8,20.4,0.4,1559.7,1528.8,30.9,1589.6,1558.2,31.4
Netherlands,3,3,20.9,25.7,1971.0,1971.0,1991.7,1991.7,1598.2,1643.5,1587.4,1586.5,356.0,624.0,205.2,195.9,31.0,90.7,34.8,34.6,31.7,27.1,4.5,2384.5,2045.8,338.7,2430.3,2085.0,345.3
Belgium,3,3,63.2,97.1,2009.0,2009.0,2008.9,2008.9,1741.3,1721.7,1734.8,1733.9,169.0,164.7,167.9,167.7,47.0,51.0,51.9,52.2,9.3,8.8,0.5,705.1,669.0,36.1,718.6,681.9,36.8
Faroe Islands,2,2,12.3,7.0,1986.5,1986.5,1982.4,1989.3,1418.1,1418.1,1454.8,1229.7,129.0,129.0,146.2,117.3,85.0,85.0,62.7,100.1,8.5,6.0,2.4,638.2,457.4,180.9,650.5,466.1,184.3
Poland,2,2,29.1,29.9,1999.0,1999.0,2001.2,2006.9,1811.7,1811.7,1805.6,1790.7,165.5,165.5,162.6,155.1,21.5,21.5,24.0,30.5,6.5,6.3,0.3,495.0,474.0,21.0,504.5,483.1,21.4
Greenland,1,1,0.4,2.3,1965.0,1965.0,1965.0,1965.0,2308.1,2308.1,2308.1,2308.1,269.0,269.0,269.0,269.0,2.0,2.0,2.0,2.0,4.4,4.4,0.0,331.5,331.1,0.4,337.9,337.4,0.4
Sweden,1,1,15.5,7.9,1989.0,1989.0,1989.0,1989.0,1610.3,1610.3,1610.3,1610.3,175.0,175.0,175.0,175.0,95.0,95.0,95.0,95.0,6.4,6.2,0.2,485.6,472.9,12.7,494.9,482.0,13.0
Ireland,1,1,24.6,39.0,1997.0,1997.0,1997.0,1997.0,1665.3,1665.3,1665.3,1665.3,140.0,140.0,140.0,140.0,47.0,47.0,47.0,47.0,2.6,2.6,0.1,204.0,197.5,6.5,207.9,201.3,6.6
Germany,1,1,2.0,2.9,2003.0,2003.0,2003.0,2003.0,1542.7,1542.7,1542.7,1542.7,186.0,186.0,186.0,186.0,51.0,51.0,51.0,51.0,1.7,1.2,0.4,124.0,90.3,33.7,126.4,92.0,34.4
Morocco,1,1,32.3,50.9,2008.0,2008.0,2008.0,2008.0,2994.2,2994.2,2994.2,2994.2,380.0,380.0,380.0,380.0,44.0,44.0,44.0,44.0,3.4,3.3,0.1,259.9,253.9,6.0,264.9,258.7,6.1
