Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,148,37,1362.8,152.7,1972.2,1985.4,2003.7,1997.1,328.1,608.6,646.7,639.1,40.0,62.9,71.6,86.1,11.0,9.8,11.6,15.6,413.7,348.7,65.0,31633.3,26714.1,4919.2,32240.6,27227.0,5013.6
General cargo,81,16,192.4,236.7,1988.3,1990.9,1993.8,1999.1,575.7,926.0,901.7,878.8,60.0,108.0,135.4,142.8,28.0,116.9,150.6,147.3,71.0,48.2,22.8,5349.8,3637.9,1711.9,5452.5,3707.8,1744.7
Miscellaneous - fishing,66,45,466.9,258.8,1990.5,1992.5,1994.6,1996.0,2193.1,2692.2,3165.3,3259.8,407.5,510.5,889.9,927.9,53.5,182.9,294.5,283.9,173.1,141.6,31.6,13008.6,10638.4,2370.2,13258.4,10842.7,2415.7
Service - other,66,22,394.4,136.6,1988.8,1991.1,1996.2,1995.0,1118.0,1701.2,1877.3,1857.2,153.5,304.5,559.8,608.7,15.0,35.1,34.1,40.1,171.8,159.8,12.1,12962.7,12057.5,905.2,13211.6,12289.0,922.6
Oil tanker,27,3,63.9,81.9,1993.6,1995.3,1995.7,1997.5,875.3,1154.1,1263.0,1229.5,114.0,145.7,183.0,191.3,28.0,43.7,197.3,183.2,46.4,24.6,21.9,3484.8,1843.6,1641.2,3551.7,1879.0,1672.7
Ferry-pax only,20,4,43.2,6.5,1989.9,1985.5,1989.8,1989.4,472.8,472.6,696.0,659.9,38.5,48.8,209.6,202.3,8.0,326.2,15.2,15.6,22.7,19.0,3.7,1704.3,1426.9,277.4,1737.0,1454.3,282.7
Refrigerated bulk,16,10,100.7,114.4,1989.6,1988.8,1992.6,1992.6,1465.7,1421.0,1548.1,1602.8,476.5,488.6,611.2,597.8,64.0,143.2,163.7,164.7,179.6,144.2,35.4,13521.9,10866.2,2655.6,13781.5,11074.9,2706.6
Offshore,15,2,16.8,15.8,1997.7,1989.5,2013.1,2008.8,249.5,226.9,381.1,376.3,97.0,75.0,153.9,147.1,15.0,13.2,30.2,92.2,14.9,8.0,6.8,1115.5,603.8,511.7,1136.9,615.4,521.5
Bulk carrier,7,6,152.8,234.1,2006.9,2006.5,2006.6,2006.6,1641.3,1556.0,1530.7,1536.4,171.0,177.8,186.3,186.3,47.0,198.2,184.7,187.3,26.4,23.4,3.1,2017.3,1786.2,231.1,2056.1,1820.5,235.6
Chemical tanker,3,1,14.4,20.6,2007.0,2007.0,2007.0,2007.0,1187.1,1187.1,987.7,987.7,94.0,94.0,102.5,102.5,11.0,11.0,16.8,16.8,6.0,5.5,0.5,457.2,423.0,34.2,466.0,431.1,34.8
