Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Oil tanker,825,455,186604.3,353422.7,2007.9,2008.1,2009.6,2009.7,1847.6,2848.0,3380.9,3443.8,173.0,308.6,826.3,835.7,127.0,214.7,370.5,373.5,21852.7,11318.6,10534.1,1689623.7,873908.5,815715.3,1722064.5,890687.5,831377.0
Chemical tanker,376,219,14011.8,22755.3,2009.4,2009.7,2010.3,2010.3,1184.3,1573.3,1542.4,1530.4,156.5,172.6,250.5,250.0,76.0,138.7,145.1,147.4,3053.2,1902.3,1151.0,235653.3,146880.7,88772.6,240177.8,149700.8,90477.0
Bulk carrier,292,216,19037.7,32074.4,2007.4,2009.1,2008.6,2008.8,1766.3,2487.4,2478.3,2493.7,278.5,347.7,470.0,476.7,185.0,514.6,472.3,460.6,2215.6,1791.7,423.9,171055.3,138586.2,32469.0,174339.5,141247.1,33092.4
General cargo,237,102,2820.8,3961.9,2003.9,2006.3,2008.1,2008.1,708.4,1455.0,1403.7,1432.7,81.0,187.7,274.9,282.7,52.0,193.1,223.9,236.0,624.8,489.1,135.7,47765.2,37565.9,10199.3,48682.3,38287.1,10395.2
Container,186,31,2956.7,3797.1,2005.8,2006.6,2004.5,2004.4,611.6,943.7,816.1,823.5,53.5,76.0,114.9,116.0,55.0,57.4,70.9,71.1,657.1,522.6,134.4,50500.2,40277.5,10222.7,51469.8,41050.8,10419.0
Liquefied gas tanker,64,25,1525.6,1817.0,2005.9,2007.1,2006.4,2006.2,953.1,1151.6,1177.5,1184.8,168.5,211.3,276.6,279.1,29.0,56.0,91.8,90.0,325.1,254.5,70.6,24796.2,19478.3,5317.9,25272.3,19852.3,5420.0
Service - tug,24,12,16.7,12.4,2001.5,2002.0,2007.9,2008.5,206.6,765.1,1168.5,1012.0,60.5,426.7,747.5,782.9,23.0,259.0,517.6,513.9,49.7,31.7,18.1,3734.3,2378.3,1356.1,3806.0,2423.9,1382.1
Vehicle,16,16,719.9,207.9,2006.3,2006.3,2009.4,2009.0,137.4,816.6,917.8,794.1,14.5,56.1,402.2,379.3,19.0,25.8,30.9,30.4,48.0,43.8,4.1,3715.5,3395.0,320.5,3786.8,3460.2,326.6
Offshore,11,10,212.7,348.4,1993.5,1993.0,1999.5,1997.9,1578.6,1829.7,3049.1,3002.3,659.0,954.4,671.8,666.6,47.0,324.2,46.7,43.8,58.1,48.5,9.6,4379.3,3658.8,720.5,4463.4,3729.1,734.3
Service - other,10,6,109.7,136.5,2002.1,2006.8,2006.1,2006.2,763.8,2503.2,1297.4,2104.2,201.0,417.1,497.7,513.6,90.0,341.4,332.6,380.9,55.2,47.2,8.0,4234.2,3632.0,602.2,4315.5,3701.7,613.8
Ro-Ro,9,7,16.3,17.1,1994.0,1998.3,1992.7,1992.7,847.6,1390.5,805.4,858.8,100.0,111.0,116.8,113.8,225.0,1045.6,698.5,934.9,101.2,7.9,93.3,7596.9,593.0,7003.9,7742.8,604.4,7138.4
Miscellaneous - fishing,5,4,2.9,2.2,1987.6,1984.2,1990.1,1987.8,778.1,875.8,884.0,960.7,92.0,145.0,282.2,216.3,13.0,163.0,217.7,151.9,5.2,3.0,2.1,387.0,227.7,159.3,394.5,232.1,162.4
Ferry-RoPax,1,1,0.0,0.0,1974.0,1974.0,1974.0,1974.0,55.5,55.5,55.5,55.5,8.0,8.0,8.0,8.0,163.0,163.0,163.0,163.0,0.7,0.0,0.7,54.9,1.6,53.3,56.0,1.6,54.4
Cruise,1,1,4.7,0.5,1992.0,1992.0,1992.0,1992.0,315.6,315.6,315.6,315.6,63.0,63.0,63.0,63.0,6.0,6.0,6.0,6.0,2.5,2.3,0.3,196.8,176.4,20.4,200.6,179.8,20.8
