Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Puerto La Cruz,394,67,3304.8,5791.6,2006.2,2005.4,2003.0,2003.1,237.3,374.7,371.8,373.2,31.0,293.1,244.7,248.6,33.0,242.1,188.6,189.5,2360.4,903.1,1457.3,182086.0,69562.4,112523.6,185582.0,70898.0,114684.0
Amuay (Bahia De Amuay),250,66,2941.3,5005.8,2004.9,2006.7,2004.0,2004.0,276.3,366.3,383.2,381.9,59.0,178.9,215.7,218.3,59.0,119.8,106.8,107.3,1676.1,898.6,777.5,129601.3,69461.6,60139.7,132089.6,70795.3,61294.3
Punta Cardon,240,71,2162.7,3562.9,2006.6,2005.7,2005.3,2005.2,280.2,365.6,361.6,360.4,63.0,195.0,215.6,215.6,56.0,103.2,86.0,86.0,1422.3,872.9,549.5,109694.1,67329.7,42364.4,111800.2,68622.4,43177.8
La Salina,191,27,579.6,836.4,2010.0,2004.4,2004.3,2003.7,152.1,305.4,344.6,331.3,54.0,120.4,133.2,137.8,26.0,126.7,105.3,114.8,404.2,227.5,176.6,31041.0,17483.3,13557.7,31637.0,17819.0,13818.0
Punta De Piedras,190,9,125.0,44.7,2006.1,2001.1,2002.1,2002.6,204.5,879.0,263.7,258.4,11.0,202.1,314.3,279.8,12.5,95.8,41.0,43.2,104.4,63.5,40.8,7841.3,4774.3,3067.0,7991.8,4866.0,3125.8
Jose Terminal,188,33,1166.3,1792.7,2008.7,2008.3,2005.4,2005.0,223.9,330.0,193.5,176.3,35.0,67.6,106.2,111.9,33.0,85.3,69.2,67.3,479.5,258.3,221.2,36865.1,19888.7,16976.3,37572.9,20270.6,17302.3
Bajo Grande,182,33,1175.6,1986.2,2005.3,2003.1,2005.9,2005.7,176.5,321.5,229.9,226.9,25.5,130.5,99.7,101.8,102.0,323.4,183.3,182.4,1196.5,336.5,860.0,92453.5,26006.9,66446.6,94228.7,26506.3,67722.4
El Guamache,171,29,623.2,890.1,2008.3,2006.8,2001.3,2001.1,179.8,224.8,340.0,333.2,29.0,41.3,138.3,58.6,46.0,52.5,105.8,110.0,314.8,143.9,170.9,24082.9,10963.1,13119.8,24545.3,11173.6,13371.7
El Palito,153,69,1636.5,2832.7,2006.6,2006.8,2006.1,2006.1,253.9,339.3,306.7,305.7,24.0,112.1,124.2,119.3,83.0,121.9,145.5,144.8,1075.0,414.3,660.7,83250.9,32077.0,51173.8,84849.3,32692.9,52156.4
Guanta,148,33,331.2,175.2,2010.9,2007.6,2003.1,2007.2,171.1,664.1,608.9,317.2,39.5,137.2,674.8,189.3,34.5,172.7,80.8,158.0,192.4,133.3,59.1,14524.6,10042.5,4482.1,14803.5,10235.4,4568.1
Petrozuata,123,40,1292.0,2262.3,2010.1,2008.8,2006.0,2005.9,170.3,479.4,308.3,305.5,70.0,131.2,234.0,243.7,31.0,128.9,165.6,142.3,588.1,331.9,256.1,45296.1,25644.1,19651.9,46165.7,26136.5,20029.2
Puerto Miranda,121,20,290.1,502.1,2012.9,2008.4,2007.4,2007.3,114.3,362.5,431.7,439.9,45.0,159.8,227.6,231.7,47.0,325.1,650.4,676.9,414.4,105.3,309.1,32003.7,8092.8,23910.9,32618.2,8248.2,24370.0
Punta Guaranao,120,65,823.6,1430.3,2007.4,2007.3,2005.7,2005.5,149.9,447.2,388.7,423.7,21.0,197.0,208.7,202.6,84.5,149.5,202.6,214.0,466.1,268.4,197.7,35681.7,20585.0,15096.7,36366.8,20980.2,15386.6
Puerto Cabello,108,42,522.5,828.8,2009.1,2007.5,2002.4,2002.1,283.4,670.5,723.9,751.9,37.0,239.5,1065.4,1108.1,36.0,291.8,328.9,337.1,244.9,170.6,74.4,18699.0,13050.9,5648.1,19058.0,13301.5,5756.6
La Guaira,98,27,417.4,651.1,2008.0,2006.2,1998.3,1998.3,208.2,652.3,737.7,857.5,24.0,192.5,204.9,211.9,36.0,372.3,616.9,627.2,150.3,53.6,96.7,11392.7,4067.6,7325.1,11611.4,4145.7,7465.7
Maracaibo,89,30,138.3,203.1,2006.9,2001.6,2005.3,2005.6,199.4,305.6,294.9,291.4,19.0,342.0,83.9,67.3,22.0,138.9,168.6,172.5,90.2,38.6,51.7,6859.1,2932.6,3926.5,6990.8,2988.9,4001.9
Cabimas,71,11,2.6,1.6,2007.4,2000.5,2002.7,1996.5,87.3,217.4,138.9,155.5,30.0,179.5,147.2,165.3,20.0,53.5,205.8,182.6,17.2,9.5,7.7,1293.0,715.4,577.6,1317.9,729.2,588.7
Bachaquero,61,9,20.3,24.6,2006.9,2002.9,2010.7,2010.6,197.6,1028.1,493.6,548.7,14.0,817.2,254.4,257.7,41.0,40.1,144.5,142.6,37.9,13.5,24.4,2847.3,1013.6,1833.8,2902.0,1033.0,1869.0
Catia La Mar,57,20,330.7,548.5,2000.6,2002.4,2000.1,2000.0,190.5,323.8,252.8,252.0,22.0,52.0,50.1,49.6,58.0,117.2,99.8,97.9,191.2,59.9,131.3,14787.4,4631.7,10155.7,15071.3,4720.6,10350.6
Sucre,43,17,28.9,32.6,1993.9,1996.2,1995.5,1995.9,311.4,1663.8,300.4,251.1,48.0,416.1,1058.4,739.6,42.0,337.9,388.3,452.1,116.1,39.4,76.7,8783.3,2962.5,5820.8,8951.9,3019.4,5932.6
Palua,28,10,64.9,114.8,2012.6,2006.6,2008.6,2008.6,285.8,440.8,325.7,326.2,305.0,285.2,156.4,117.2,49.0,346.8,653.8,665.5,45.5,25.0,20.4,3465.2,1892.2,1573.1,3531.8,1928.5,1603.3
Lagunillas,28,6,3.5,4.7,1995.1,1992.5,2002.7,2001.5,123.5,614.9,427.2,399.7,73.5,170.0,107.7,112.4,17.5,585.2,304.5,305.9,30.7,8.8,21.9,2304.9,663.1,1641.8,2349.1,675.9,1673.3
Las Piedras,23,17,63.5,110.8,2008.3,2008.3,2001.2,2001.1,153.7,330.1,173.3,170.5,27.0,41.2,39.6,39.5,75.0,144.9,133.9,112.7,64.6,16.2,48.3,4960.7,1251.2,3709.5,5056.0,1275.2,3780.7
Matanzas,21,5,14.0,20.4,2015.1,2012.4,2010.1,2010.6,95.8,247.8,334.3,342.3,31.0,63.0,93.2,63.5,124.0,117.6,56.9,48.9,10.7,6.2,4.4,807.9,471.9,336.0,823.4,481.0,342.5
Chichiriviche,21,15,111.5,177.0,1999.2,2003.9,2007.3,2007.3,262.8,385.2,536.3,541.2,55.0,98.0,297.6,308.2,56.0,232.9,578.3,574.2,39.1,15.4,23.7,2975.3,1177.1,1798.2,3032.5,1199.7,1832.7
Guiria,20,14,75.8,134.1,2005.6,2003.2,1996.9,1996.5,266.2,641.4,775.7,805.0,65.0,406.5,1107.9,1114.9,68.5,89.1,222.5,227.1,65.7,35.1,30.6,5038.0,2681.2,2356.8,5134.7,2732.7,2402.0
Puerto Ordaz,17,11,144.7,267.5,2013.5,2012.5,2011.3,2011.3,307.0,276.2,343.9,345.1,50.0,60.8,47.1,46.8,138.0,267.2,305.5,306.0,30.9,11.9,19.0,2386.5,914.7,1471.8,2432.3,932.3,1500.0
Independencia,16,8,31.5,45.2,1993.5,1995.2,2001.1,2000.0,440.9,589.9,435.6,456.2,59.5,92.6,66.6,58.2,60.0,173.0,368.5,384.9,36.1,7.0,29.1,2761.6,524.4,2237.1,2814.6,534.5,2280.1
Pertigalete,15,7,25.7,43.6,2014.1,2012.0,2010.1,2010.0,118.4,235.2,694.1,743.2,70.0,71.1,106.4,101.5,22.0,30.9,86.4,86.8,7.3,6.3,1.1,554.7,474.5,80.2,565.3,483.6,81.7
El Tabiazo,15,8,39.3,61.8,2004.9,2006.0,2007.4,2007.3,226.8,234.6,324.3,342.0,59.0,276.7,121.0,124.2,65.0,72.2,64.0,64.0,33.9,20.9,13.0,2556.9,1577.0,979.9,2606.0,1607.3,998.7
Punta De Palmas,13,8,57.0,87.5,2007.0,2005.8,2007.7,2009.1,233.9,309.7,262.3,251.0,47.0,94.6,95.2,95.9,111.0,215.2,234.7,189.7,73.4,19.8,53.5,5643.6,1531.7,4111.9,5752.0,1561.2,4190.8
San Lorenzo,9,5,5.7,4.8,2005.4,2001.8,2009.8,2010.3,102.1,387.5,216.6,304.9,22.0,123.8,301.8,351.4,75.0,294.0,872.9,993.8,10.5,1.1,9.4,791.1,82.8,708.3,806.3,84.4,721.9
Carupano,8,5,2.5,1.7,2005.4,2008.0,2004.5,2006.4,264.9,226.2,433.2,346.3,75.5,100.2,238.1,220.2,28.5,113.0,698.2,536.5,5.4,1.9,3.5,404.7,138.9,265.8,412.5,141.6,270.9
Isla De Margarita,7,3,2.0,1.8,2009.3,2005.0,2002.8,2006.2,303.6,1063.3,420.8,337.5,20.0,141.7,181.3,124.8,22.0,156.0,206.2,137.5,5.2,3.6,1.6,388.8,270.4,118.4,396.3,275.6,120.7
