Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Oil tanker,819,462,200374.6,379422.9,2007.9,2008.1,2009.7,2009.7,1874.2,3146.0,3665.1,3732.9,253.0,416.7,863.3,868.9,38.0,76.4,61.8,61.6,19867.8,17551.0,2316.8,1533476.5,1356511.3,176965.2,1562919.2,1382556.3,180362.9
Chemical tanker,366,216,16487.8,26823.0,2009.3,2009.4,2009.7,2009.7,1871.6,1930.1,1865.1,1855.2,178.5,216.2,319.8,319.9,38.0,72.9,54.1,54.0,2851.7,2425.5,426.2,219562.3,187085.6,32476.7,223777.9,190677.7,33100.3
Bulk carrier,299,221,17156.4,29376.9,2007.5,2009.1,2009.3,2009.5,1024.4,2091.3,2162.3,2204.2,184.0,311.3,541.7,556.3,55.0,77.1,69.4,65.6,1625.4,1535.5,90.0,125548.6,118666.1,6882.4,127959.1,120944.5,7014.6
General cargo,234,102,2653.0,3833.1,2003.9,2006.2,2007.1,2007.2,735.0,1255.9,1305.6,1360.4,81.0,160.6,279.5,291.9,35.0,77.7,72.7,75.3,548.0,483.0,65.0,42000.1,37112.4,4887.7,42806.5,37825.0,4981.6
Container,184,30,3524.6,4481.0,2005.6,2006.4,2005.4,2005.3,892.8,871.6,988.8,987.4,79.0,82.4,105.8,106.3,16.0,24.1,26.2,26.4,654.2,600.1,54.1,50325.9,46233.7,4092.2,51292.2,47121.3,4170.8
Liquefied gas tanker,67,27,1719.7,1960.9,2005.8,2007.6,2007.8,2007.7,670.4,1435.3,1199.0,1186.2,79.0,177.6,292.4,294.5,29.0,39.5,49.6,48.7,305.0,267.6,37.4,23135.9,20309.2,2826.7,23580.1,20699.2,2880.9
Service - tug,28,16,8.5,7.2,2003.2,2003.3,2008.7,2008.7,271.4,446.9,537.3,548.5,83.5,449.2,822.7,830.1,31.0,259.4,461.1,482.5,18.8,14.1,4.7,1411.7,1059.8,351.8,1438.8,1080.2,358.6
Vehicle,16,16,347.2,115.0,2006.3,2006.3,2006.6,2006.5,420.3,442.7,442.7,439.3,32.0,37.6,37.3,36.9,10.0,10.3,10.4,10.4,23.5,21.7,1.8,1815.6,1678.4,137.2,1850.5,1710.7,139.8
Ro-Ro,10,8,18.7,17.0,1992.1,1995.4,1995.8,1995.6,698.3,1194.5,867.5,770.6,203.0,234.1,261.2,264.6,77.5,101.1,148.7,118.3,27.5,20.4,7.1,2068.5,1532.2,536.3,2108.3,1561.6,546.6
Service - other,8,6,21.3,21.9,2004.4,2007.5,1998.4,1999.2,298.4,510.2,385.2,583.6,37.0,313.3,474.3,674.4,392.5,535.2,466.6,285.9,17.1,8.2,8.9,1294.6,626.4,668.2,1319.5,638.5,681.0
Offshore,7,7,159.7,281.2,1993.9,1993.9,1997.0,1997.1,542.9,1812.3,2517.6,2509.2,782.0,984.6,446.3,430.3,181.0,314.3,307.8,265.5,33.9,26.4,7.5,2557.8,1991.4,566.4,2606.9,2029.7,577.2
Miscellaneous - fishing,6,4,5.8,4.2,1984.8,1984.2,1985.0,1985.1,942.8,1322.9,1381.5,1726.0,130.5,257.0,395.8,435.0,22.5,60.8,57.1,38.2,5.3,4.5,0.8,396.8,337.5,59.3,404.4,344.0,60.4
Ferry-RoPax,1,1,0.5,0.1,1974.0,1974.0,1974.0,1974.0,595.7,595.7,595.7,595.7,122.0,122.0,122.0,122.0,19.0,19.0,19.0,19.0,0.5,0.4,0.1,38.2,31.8,6.4,38.9,32.4,6.5
Cruise,1,1,2.4,0.3,1992.0,1992.0,1992.0,1992.0,161.9,161.9,161.9,161.9,18.0,18.0,18.0,18.0,9.0,9.0,9.0,9.0,0.9,0.5,0.4,72.0,41.4,30.6,73.4,42.2,31.2
