Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Petrozuata,424,301,156368.7,297812.6,2008.5,2008.4,2010.0,2010.0,2170.2,3512.9,4436.4,4497.0,192.0,353.6,875.2,882.6,163.0,243.0,403.4,405.6,16487.8,8674.9,7812.9,1275117.6,669927.2,605190.4,1299599.8,682789.8,616810.1
Puerto Cabello,278,188,10111.5,15293.6,2007.7,2009.0,2009.9,2009.9,711.3,2063.3,1755.3,1945.1,84.0,272.0,380.5,383.9,207.0,607.1,741.7,786.6,1788.2,1194.0,594.1,137543.9,92205.2,45338.6,140184.7,93975.6,46209.1
Amuay (Bahia De Amuay),185,137,15744.8,28719.7,2006.8,2007.4,2009.9,2009.9,1203.9,1711.1,1915.4,1943.3,153.0,246.2,770.8,798.3,146.0,204.6,283.7,287.6,2612.6,1321.5,1291.1,201672.1,101875.2,99796.9,205544.2,103831.2,101713.0
Jose Terminal,143,88,5634.1,8537.1,2009.6,2010.0,2010.7,2010.8,1491.1,1603.1,1699.4,1691.0,213.0,229.5,319.1,320.9,44.0,98.4,100.8,109.0,918.8,754.3,164.5,70857.8,58177.3,12680.5,72218.2,59294.3,12924.0
Puerto La Cruz,140,99,7945.4,14173.0,2006.6,2007.6,2006.4,2006.3,866.5,1457.8,1343.5,1341.1,131.5,177.8,295.1,297.3,95.5,149.0,134.4,134.3,1416.1,730.9,685.1,109381.6,56397.6,52984.0,111481.7,57480.4,54001.3
La Guaira,138,39,2775.1,3643.3,2006.4,2006.4,2005.8,2005.9,977.4,1359.1,1103.4,1129.1,106.0,160.1,187.4,206.2,53.5,176.0,96.4,104.4,585.9,500.9,85.0,45033.0,38599.6,6433.4,45897.6,39340.7,6556.9
Punta Cardon,118,96,4071.9,7065.9,2006.3,2006.9,2007.9,2007.9,695.2,1078.3,992.2,989.6,118.0,177.9,245.5,234.5,117.0,174.2,162.1,160.7,1255.2,584.3,670.9,96778.8,45055.6,51723.3,98637.0,45920.6,52716.3
El Palito,114,87,4673.9,7819.4,2008.6,2008.5,2008.7,2008.7,896.7,1458.0,1318.6,1304.5,146.5,159.6,233.9,233.8,102.0,156.1,186.5,184.6,1084.0,568.8,515.2,83874.1,43968.7,39905.4,85484.5,44812.9,40671.6
Guanta,100,32,516.6,705.2,2010.3,2005.7,2007.9,2008.3,291.2,817.8,637.5,588.6,47.0,83.9,143.6,137.8,27.0,298.6,179.2,200.9,180.1,93.2,86.9,13692.1,7155.7,6536.4,13955.0,7293.1,6661.9
Punta Guaranao,71,45,1424.5,2273.2,2005.4,2006.1,2006.4,2006.1,545.0,1257.2,993.3,1002.6,73.0,183.7,292.5,295.6,16.0,100.1,202.3,212.9,389.0,220.0,169.1,29973.1,16941.3,13031.8,30548.6,17266.6,13282.0
Matanzas,46,40,1923.4,3143.2,2008.7,2008.4,2007.8,2007.6,2452.1,2212.3,2477.1,2546.7,269.0,276.6,319.7,322.0,118.5,170.2,157.9,159.5,265.4,229.5,35.9,20408.5,17676.1,2732.4,20800.3,18015.5,2784.8
Palua,44,32,2960.7,5186.2,2004.8,2003.8,2006.3,2006.2,1619.6,2599.3,2901.2,2957.4,299.5,372.3,492.3,497.1,103.0,143.7,131.4,129.5,309.4,285.6,23.8,23902.8,22089.1,1813.7,24361.8,22513.2,1848.6
Bajo Grande,33,27,2305.9,4127.9,2006.2,2006.2,2006.1,2006.0,994.9,1466.0,1610.2,1615.6,161.0,207.8,361.9,362.3,93.0,97.0,94.6,93.3,373.0,243.8,129.2,28764.0,18780.0,9984.0,29316.3,19140.6,10175.7
Puerto Ordaz,28,23,3166.1,5783.0,2010.4,2009.9,2011.3,2011.3,2207.3,2803.0,2550.5,2561.7,356.0,502.5,724.6,730.5,84.5,104.9,122.3,123.2,287.2,273.0,14.2,22239.0,21142.1,1096.8,22665.9,21548.1,1117.9
Puerto Miranda,24,22,2158.3,3833.1,2007.1,2007.3,2009.4,2009.6,1456.9,1677.6,1805.1,1833.6,168.0,230.1,290.8,290.2,151.0,204.4,245.6,246.3,396.2,185.5,210.7,30599.2,14323.7,16275.5,31186.7,14598.7,16588.0
Maracaibo,23,19,239.6,346.2,2003.5,2003.6,2007.1,2006.8,536.2,1152.7,1575.8,1629.9,52.0,126.9,259.3,262.5,46.0,95.3,190.3,211.2,52.3,48.0,4.3,4018.3,3690.5,327.8,4095.4,3761.4,334.1
El Guamache,23,7,68.7,77.1,1998.3,2003.7,2005.0,2005.3,365.9,1262.6,684.8,686.3,63.0,68.6,89.7,89.1,31.0,123.4,121.3,96.9,32.4,15.6,16.9,2458.6,1192.1,1266.5,2505.8,1215.0,1290.8
Pertigalete,21,7,387.7,671.3,1989.0,1995.3,1999.5,1999.6,925.6,1648.5,2069.6,2141.4,175.0,168.5,263.1,265.5,46.0,74.1,109.3,109.8,45.1,42.5,2.7,3476.8,3273.6,203.1,3543.5,3336.5,207.0
Guayana City,17,14,1909.4,2889.8,2004.2,2006.8,2002.7,2004.8,3061.3,3114.9,3662.7,3551.1,387.0,364.0,437.6,431.5,87.0,216.0,114.2,118.1,159.2,145.6,13.6,12302.7,11266.8,1035.8,12538.9,11483.2,1055.7
Sucre,14,11,131.7,178.3,1999.2,1999.5,2003.6,2004.8,729.5,1002.8,918.2,903.2,98.5,118.1,136.7,134.4,56.5,143.4,64.9,60.3,28.9,23.4,5.5,2208.1,1795.8,412.4,2250.5,1830.2,420.3
Guiria,10,4,271.5,498.4,1992.7,1987.0,1996.0,1996.0,543.9,660.6,557.1,559.5,61.5,335.2,120.7,120.3,132.0,289.9,222.0,222.0,48.4,28.4,20.1,3737.8,2187.5,1550.4,3809.6,2229.5,1580.1
Chichiriviche,10,10,307.5,485.7,2004.7,2004.7,2010.3,2010.2,727.3,1252.6,2103.5,2166.1,75.0,172.8,372.5,366.2,9.0,60.1,225.0,246.8,34.5,32.1,2.3,2656.6,2476.6,180.0,2707.6,2524.2,183.4
Puerto Cumarebo,7,6,308.0,562.7,2005.0,2003.5,1997.9,1998.0,164.4,827.3,441.6,427.5,64.0,127.3,261.3,260.0,1.0,2.8,2.7,2.7,26.9,26.5,0.4,2080.7,2050.1,30.6,2120.6,2089.4,31.2
Catia La Mar,6,6,135.6,220.6,2007.0,2007.0,2005.8,2005.8,534.3,888.2,977.3,1002.1,92.0,116.2,168.3,163.2,36.0,28.3,39.2,40.7,21.0,16.3,4.8,1619.3,1250.6,368.7,1650.4,1274.6,375.8
Las Piedras,6,6,372.2,707.7,2005.3,2005.3,2008.4,2008.5,415.6,1213.9,2049.4,2148.3,227.0,222.2,362.8,365.5,1.0,7.2,2.0,1.9,46.6,46.2,0.4,3598.8,3566.5,32.4,3667.9,3634.9,33.0
Puerto De Hierro,5,5,1701.4,3281.9,2006.8,2006.8,2007.1,2007.1,973.7,2833.2,6714.6,7010.2,128.0,243.6,733.6,737.2,7.0,9.4,24.2,24.3,88.3,87.8,0.5,6839.8,6800.3,39.6,6971.2,6930.8,40.3
Lagunillas,5,4,62.4,33.4,1999.2,2000.2,2000.2,2002.7,228.8,524.8,738.1,452.7,135.0,127.1,88.7,121.6,9.0,16.1,5.8,14.0,7.5,7.1,0.4,578.6,545.2,33.3,589.7,555.7,34.0
