Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,911,50,84.9,57.0,2012.1,2009.4,2011.7,2011.2,106.4,427.1,255.9,278.3,51.0,324.4,680.4,684.5,29.0,108.3,256.6,253.9,377.5,268.5,109.0,28347.6,20163.0,8184.6,28891.9,20550.1,8341.7
Oil tanker,774,90,12517.6,22119.9,2003.5,2005.6,2003.3,2003.3,247.6,427.6,334.6,331.2,38.0,223.8,244.3,244.0,77.0,134.3,184.1,184.6,8427.9,3576.0,4851.9,652330.8,276725.5,375605.3,664855.6,282038.6,382816.9
Chemical tanker,384,75,2693.0,4480.4,2007.6,2008.7,2007.6,2007.7,240.5,293.8,288.6,288.1,36.5,65.7,142.2,140.4,73.0,119.8,115.0,114.4,1686.9,809.0,877.9,129990.2,62289.7,67700.5,132486.0,63485.6,69000.3
Ferry-RoPax,334,7,418.9,75.5,2007.7,1997.6,2002.2,2004.7,232.2,365.3,656.0,577.5,11.0,128.1,731.9,468.5,10.0,1150.4,58.8,69.7,343.1,215.9,127.3,25763.5,16207.4,9556.1,26258.2,16518.6,9739.6
Ro-Ro,316,6,181.2,161.6,2007.3,2002.0,2000.5,2004.7,215.3,282.2,245.3,310.5,20.0,40.7,89.0,93.5,22.5,33.7,182.9,204.8,343.6,132.9,210.7,25811.1,9990.7,15820.5,26306.7,10182.5,16124.2
Liquefied gas tanker,257,11,1692.6,2030.2,2007.0,2006.3,2007.1,2007.2,385.3,285.5,372.8,371.0,52.0,53.1,101.1,99.6,40.0,97.5,121.0,115.2,642.3,328.8,313.5,48628.5,25053.6,23574.8,49562.1,25534.7,24027.5
General cargo,132,35,271.8,365.9,2002.9,2004.4,2005.0,2005.2,179.9,202.1,229.7,225.6,20.5,39.5,99.0,89.9,46.0,77.5,122.3,122.5,122.1,65.2,56.9,9245.5,4972.1,4273.4,9423.0,5067.5,4355.5
Miscellaneous - fishing,60,7,48.3,57.6,1989.5,1989.0,1989.7,1988.8,440.9,1523.8,1493.1,1384.0,77.5,215.3,771.8,551.0,12.0,260.7,1866.4,2171.0,94.9,49.1,45.8,7126.2,3684.9,3441.3,7263.0,3755.6,3507.4
Bulk carrier,56,42,882.2,1599.2,2007.4,2009.0,2006.8,2006.7,322.1,431.4,490.9,511.1,46.5,119.9,152.9,152.9,265.5,350.7,357.9,359.2,148.5,62.0,86.4,11475.6,4804.4,6671.2,11695.9,4896.6,6799.3
Container,28,6,65.0,84.7,2003.8,2004.0,2005.0,2004.9,138.0,262.4,215.5,205.9,14.0,37.4,66.7,62.8,95.5,62.8,81.7,82.2,44.2,16.2,28.0,3339.5,1233.8,2105.7,3403.6,1257.5,2146.2
Offshore,14,7,5.0,4.4,1985.1,1989.6,2000.2,1993.8,214.3,924.1,188.0,268.0,313.5,1618.0,1874.7,2234.5,112.5,252.4,235.5,386.5,54.1,23.5,30.6,4063.2,1765.5,2297.7,4141.2,1799.4,2341.8
Service - other,1,1,5.8,7.6,2009.0,2009.0,2009.0,2009.0,494.0,494.0,494.0,494.0,551.0,551.0,551.0,551.0,698.0,698.0,698.0,698.0,2.3,1.0,1.2,169.4,78.2,91.2,172.7,79.7,93.0
