Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Puerto La Cruz,420,88,2956.5,5071.2,2006.4,2006.5,2003.6,2003.6,234.2,320.8,302.3,297.7,27.0,86.2,207.6,198.9,41.5,137.0,109.7,109.5,1774.9,914.4,860.5,137009.1,70589.9,66419.1,139639.6,71945.3,67694.4
Amuay (Bahia De Amuay),262,75,2974.7,5093.1,2005.0,2006.0,2004.3,2004.4,270.3,362.4,359.7,358.4,37.0,206.4,169.3,169.7,116.5,234.3,262.6,265.4,2845.6,914.9,1930.7,220086.2,70731.5,149354.7,224311.8,72089.5,152222.3
Punta Cardon,250,71,2959.7,5042.5,2006.5,2005.7,2005.1,2005.0,305.1,529.4,482.3,497.1,38.0,294.2,318.8,334.7,99.0,157.6,213.0,208.9,2045.4,1008.5,1036.9,157752.1,77830.3,79921.8,160781.0,79324.7,81456.3
La Salina,195,30,451.1,647.0,2009.3,2002.6,2004.5,2004.2,147.6,228.7,266.4,254.9,50.0,326.3,80.4,78.1,62.0,79.2,90.0,86.7,278.0,131.8,146.1,21234.1,10093.7,11140.4,21641.8,10287.5,11354.3
Jose Terminal,194,41,1899.1,3106.9,2008.9,2009.0,2004.6,2004.3,252.2,339.0,318.6,308.8,65.5,140.3,191.2,195.7,31.0,57.3,82.9,88.0,572.3,390.3,182.0,43979.3,30003.9,13975.4,44823.7,30580.0,14243.7
Bajo Grande,189,39,1368.0,2344.8,2005.6,2004.7,2005.0,2004.8,164.2,252.4,253.9,254.5,42.0,64.2,82.5,83.4,64.0,121.6,73.6,73.7,813.4,385.3,428.1,62864.3,29798.5,33065.8,64071.3,30370.6,33700.7
Punta De Piedras,188,8,300.2,60.2,2006.0,2000.6,2000.5,1999.1,198.9,2325.8,636.5,358.2,9.0,756.8,784.8,606.3,1.5,103.6,48.4,90.8,208.8,148.1,60.7,15684.5,11123.8,4560.7,15985.6,11337.3,4648.3
El Guamache,169,29,478.9,722.8,2008.3,2005.5,2000.9,2000.6,173.2,187.7,258.2,265.4,30.0,43.7,93.6,95.4,26.0,28.9,40.8,41.0,194.8,111.9,82.9,14939.4,8572.7,6366.7,15226.2,8737.3,6488.9
Guanta,148,31,143.3,117.8,2010.2,2005.6,2003.1,2006.1,181.7,473.3,301.4,274.2,34.0,447.9,463.1,147.1,44.5,384.3,117.7,111.8,163.3,93.3,70.0,12294.5,7031.0,5263.5,12530.5,7166.0,5364.6
Puerto Miranda,129,27,244.1,418.6,2012.7,2008.6,2008.4,2008.4,95.4,204.2,228.9,227.3,34.0,47.2,74.7,62.4,16.0,121.3,133.0,135.2,217.5,50.7,166.8,16755.0,3861.8,12893.2,17076.7,3935.9,13140.8
El Palito,124,48,1412.5,2458.9,2006.0,2005.9,2006.0,2006.0,255.1,319.1,314.3,313.8,27.0,61.7,157.0,159.5,94.5,146.0,167.9,170.4,1106.0,298.5,807.5,85665.2,23117.4,62547.8,87310.0,23561.3,63748.7
Petrozuata,119,33,1019.6,1736.5,2010.1,2008.5,2005.8,2005.7,137.8,357.5,253.0,242.5,35.0,115.2,123.7,125.5,31.0,183.1,293.6,314.0,551.9,220.9,331.0,42635.3,17060.0,25575.2,43453.9,17387.6,26066.3
Maracaibo,115,35,142.7,196.6,2007.1,2005.2,2005.9,2006.0,150.2,231.6,199.0,192.0,14.0,51.7,46.5,38.9,67.0,190.6,182.9,173.9,129.3,38.8,90.4,9760.2,2944.0,6816.1,9947.6,3000.5,6947.0
Puerto Cabello,99,40,496.4,786.9,2009.4,2007.8,2002.1,2001.7,272.7,584.5,676.2,721.9,33.0,205.8,242.3,248.4,74.0,234.6,516.8,536.0,152.8,59.8,93.0,11607.8,4560.4,7047.4,11830.7,4648.0,7182.7
La Guaira,92,21,346.3,533.1,2008.5,2006.3,1999.5,1999.5,250.3,428.8,734.9,851.5,23.5,143.6,1458.6,1569.4,46.0,157.9,404.0,425.6,208.2,116.6,91.7,15916.9,8928.8,6988.1,16222.5,9100.2,7122.3
Punta Guaranao,73,36,332.9,491.6,2008.2,2007.6,2007.5,2007.3,281.4,427.2,388.3,378.9,48.0,448.4,333.4,340.7,16.0,52.2,39.3,35.6,322.6,278.3,44.3,24608.5,21255.1,3353.4,25081.0,21663.2,3417.8
Cabimas,71,10,2.6,1.5,2008.0,2003.4,2009.7,2006.2,80.9,114.5,140.8,142.5,73.0,308.4,389.7,358.9,15.0,645.4,219.4,510.5,37.2,17.1,20.1,2793.5,1286.7,1506.8,2847.1,1311.4,1535.8
Catia La Mar,60,20,406.9,677.5,2000.9,2002.8,1999.0,1999.0,257.9,274.5,289.9,289.4,31.0,92.8,94.7,93.1,31.5,34.4,32.1,31.7,147.3,92.9,54.3,11383.7,7181.2,4202.4,11602.2,7319.1,4283.1
Bachaquero,58,7,9.6,10.6,2007.3,2005.3,2012.2,2012.3,184.9,185.9,254.6,258.4,8.0,121.8,125.1,88.5,16.0,27.6,41.1,43.4,19.1,11.4,7.7,1434.2,859.2,575.0,1461.7,875.7,586.0
Sucre,35,13,40.2,57.4,1994.3,1997.9,1997.7,1998.3,318.3,822.2,658.9,629.4,71.0,155.8,170.7,167.6,108.0,276.6,2122.5,2077.8,76.0,19.9,56.1,5708.5,1497.8,4210.7,5818.1,1526.6,4291.5
Palua,31,9,46.6,71.8,2010.6,2002.9,1995.2,1994.2,109.8,397.0,407.5,413.7,70.0,117.8,144.8,142.4,124.0,773.7,543.4,610.9,75.7,13.5,62.2,5726.3,1029.7,4696.6,5836.2,1049.4,4786.8
Lagunillas,28,7,0.9,1.1,1995.2,1993.0,1990.9,1986.9,117.3,137.5,97.7,132.0,64.5,777.2,583.7,501.1,44.0,59.6,102.4,102.0,10.3,8.0,2.3,774.2,598.9,175.4,789.1,610.4,178.7
Matanzas,20,5,18.8,27.7,2015.0,2011.8,2007.0,2006.6,297.0,344.7,343.5,340.9,339.0,372.5,216.7,135.7,65.5,125.2,155.6,154.5,23.9,18.7,5.2,1805.3,1409.1,396.2,1840.0,1436.2,403.8
El Tabiazo,19,10,50.3,71.0,2005.2,2004.1,2005.7,2005.8,148.4,399.5,228.1,241.4,49.0,76.2,123.5,105.8,65.0,103.8,123.4,104.9,51.4,27.6,23.8,3871.6,2083.5,1788.1,3945.9,2123.5,1822.4
Guiria,19,12,25.4,37.4,2006.9,2004.5,2006.5,2007.3,254.2,303.4,335.4,294.6,37.0,133.6,489.5,255.7,29.0,47.6,97.3,115.5,31.3,21.9,9.4,2385.9,1662.8,723.0,2431.7,1694.8,736.9
Punta De Palmas,17,12,69.7,106.2,2006.6,2005.7,2007.7,2008.4,182.9,362.9,239.8,229.0,63.0,174.0,72.0,63.7,14.0,153.4,112.1,56.5,30.9,17.0,13.9,2350.9,1306.6,1044.3,2396.0,1331.7,1064.4
Chichiriviche,17,9,30.1,47.6,1994.6,2000.4,2003.3,2003.2,311.4,295.3,257.8,271.6,99.0,110.2,175.9,185.5,8.0,13.7,15.1,11.6,12.4,10.9,1.4,941.5,832.6,108.9,959.5,848.5,111.0
Independencia,17,10,35.9,49.1,1993.9,1997.4,2003.7,2002.4,260.0,308.1,496.9,475.7,47.0,62.1,167.6,152.2,6.0,16.4,58.2,54.4,9.9,7.6,2.3,758.5,581.0,177.5,773.0,592.2,180.9
Las Piedras,15,10,122.9,212.5,2009.8,2009.5,1995.7,1995.4,330.2,874.0,715.2,702.2,212.0,396.6,228.6,223.2,7.0,8.4,5.9,5.9,24.0,22.8,1.3,1844.8,1746.1,98.6,1880.2,1779.6,100.5
Boca Grande,15,14,219.0,404.6,2012.1,2012.1,2012.1,2012.1,329.8,348.3,350.2,350.8,45.0,52.0,53.4,53.7,210.0,345.6,368.4,371.7,48.8,15.9,33.0,3782.1,1228.2,2554.0,3854.7,1251.7,2603.0
Pertigalete,13,6,2.3,1.6,2014.3,2012.3,1997.3,1995.7,79.3,2040.0,610.3,912.3,74.0,304.8,1068.7,1141.3,30.0,28.2,61.2,52.2,5.5,4.4,1.0,410.2,333.5,76.7,418.1,339.9,78.2
