Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,149,32,823.6,1219.5,2004.4,2003.2,2004.5,2004.7,928.0,1803.8,1181.4,1200.9,132.0,452.4,258.2,263.2,26.0,106.3,53.8,56.2,244.2,225.0,19.2,18727.6,17281.4,1446.2,19087.2,17613.2,1474.0
Oil tanker,25,6,472.0,765.3,1995.9,1998.3,1998.7,1998.5,1581.5,4932.9,1432.9,1366.3,229.0,443.1,688.8,647.1,45.0,678.8,1133.4,1047.7,121.2,78.3,43.0,9256.5,5984.8,3271.6,9434.2,6099.7,3334.5
Container,23,1,152.0,198.3,2007.0,2007.0,2007.0,2007.0,842.7,842.7,1058.1,1058.1,143.0,143.0,161.6,161.6,14.0,14.0,42.9,42.9,47.3,39.9,7.4,3599.8,3041.9,557.9,3668.9,3100.3,568.6
Bulk carrier,10,9,201.4,373.7,2006.8,2009.0,2013.5,2013.6,741.6,770.0,620.2,620.3,66.5,80.1,63.4,63.0,99.0,159.1,160.4,155.9,21.1,13.5,7.7,1633.5,1040.9,592.6,1664.9,1060.9,604.0
Offshore,7,2,7.1,2.5,2003.7,2000.5,2006.8,2004.9,2631.3,2480.9,3289.5,2523.5,23.0,32.2,114.6,104.4,275.0,260.2,374.5,335.6,19.5,4.1,15.4,1466.6,307.9,1158.7,1494.8,313.8,1181.0
Cruise,3,2,130.4,18.1,1989.7,1987.5,1991.4,1991.0,726.2,831.9,886.9,879.2,41.0,51.0,68.8,67.7,9.0,10.5,9.6,9.7,26.6,24.9,1.7,2062.5,1930.3,132.2,2102.1,1967.4,134.7
Chemical tanker,3,3,90.3,156.4,1996.7,1996.7,1996.4,1996.4,1539.6,2674.8,2287.8,2315.0,271.0,783.0,1066.5,1079.3,41.0,44.3,55.8,55.7,30.0,27.4,2.6,2285.1,2086.1,198.9,2328.9,2126.2,202.7
Service - other,3,2,5.4,3.2,2005.7,2008.5,2007.4,2008.6,1509.5,1556.3,1467.8,1507.0,198.0,194.5,186.3,191.5,95.0,116.8,141.6,126.4,1.8,1.0,0.8,132.5,73.0,59.4,135.0,74.4,60.6
Liquefied gas tanker,2,2,163.1,103.1,2014.0,2014.0,2013.2,2013.3,600.0,600.0,671.1,610.4,49.5,49.5,68.0,66.6,31.5,31.5,25.6,26.0,14.0,12.2,1.7,879.8,745.5,134.3,896.7,759.8,136.9
Ro-Ro,2,2,11.3,17.1,2016.0,2016.0,2016.0,2016.0,9497.2,9497.2,8988.6,9995.2,3931.5,3931.5,7659.9,7691.6,160.5,160.5,7.7,6.4,86.6,83.2,3.4,6503.7,6248.2,255.4,6628.5,6368.2,260.3
Ferry-pax only,1,1,13.6,1.5,2004.0,2004.0,2004.0,2004.0,8456.3,8456.3,8456.3,8456.3,560.0,560.0,560.0,560.0,656.0,656.0,656.0,656.0,5.1,2.4,2.7,379.2,176.4,202.7,386.5,179.8,206.6
Ferry-RoPax,1,1,12.8,3.0,2007.0,2007.0,2007.0,2007.0,11326.4,11326.4,11326.4,11326.4,3024.0,3024.0,3024.0,3024.0,1514.0,1514.0,1514.0,1514.0,17.9,11.4,6.5,1347.6,856.9,490.7,1373.5,873.3,500.1
Service - tug,1,1,3.9,3.6,2012.0,2012.0,2012.0,2012.0,1412.5,1412.5,1412.5,1412.5,164.0,164.0,164.0,164.0,244.0,244.0,244.0,244.0,2.6,2.5,0.2,198.5,184.1,14.5,202.4,187.6,14.8
