Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,797,176,1082.7,1312.5,1990.3,1990.7,1991.9,1991.5,390.2,476.4,482.6,479.7,56.0,84.6,191.1,188.1,64.0,74.2,99.5,99.4,282.7,203.0,79.6,21334.8,15344.4,5990.4,21744.4,15639.0,6105.4
Oil tanker,563,58,1413.8,2259.5,2003.8,2006.3,2005.6,2005.8,239.8,374.3,391.5,395.8,67.0,184.7,497.7,511.1,42.0,61.7,68.9,67.7,992.2,670.0,322.1,74528.3,50339.3,24188.9,75959.2,51305.8,24653.4
Ferry-RoPax,461,10,1499.0,560.9,1991.3,1991.1,1988.8,1988.4,213.6,218.2,310.6,310.3,25.0,26.8,51.6,52.2,17.0,19.8,59.7,59.8,505.5,301.4,204.1,38264.2,22861.9,15402.3,38998.9,23300.9,15698.0
Ro-Ro,373,7,813.7,558.0,2004.1,2001.4,2005.4,2005.3,238.2,252.1,270.0,269.9,27.0,31.3,50.6,50.5,18.0,20.4,33.9,33.9,259.0,162.6,96.3,20001.5,12569.0,7432.5,20385.5,12810.3,7575.2
Bulk carrier,57,11,59.7,81.1,1982.4,1984.8,1986.9,1988.9,263.8,300.4,315.3,302.7,91.0,134.3,156.1,146.1,25.0,37.5,57.1,57.5,36.3,26.3,10.0,2733.9,1982.3,751.6,2786.4,2020.4,766.1
Chemical tanker,49,22,86.2,121.8,2009.0,2009.3,2008.9,2008.9,241.4,413.9,399.6,395.7,121.0,146.4,289.9,300.5,31.0,52.6,89.1,89.0,130.9,101.9,29.0,9829.4,7652.5,2176.8,10018.1,7799.5,2218.6
Service - tug,38,24,15.0,13.3,2009.4,2008.4,2008.1,2006.0,415.5,622.0,568.1,579.5,180.5,386.2,408.5,384.3,30.5,445.7,782.6,772.6,32.6,20.5,12.1,2447.3,1536.2,911.1,2494.3,1565.7,928.6
Offshore,8,8,32.2,24.9,1992.4,1992.4,1995.9,1997.6,1411.7,2098.7,2588.5,2557.2,1531.0,1923.2,2997.9,2290.2,76.5,612.0,911.1,655.2,63.2,49.3,13.8,4741.6,3704.5,1037.2,4832.7,3775.6,1057.1
Service - other,3,3,0.7,0.3,1981.3,1981.3,1979.6,1978.7,77.4,179.3,120.4,129.0,224.0,221.3,242.4,241.4,51.0,77.0,89.3,93.5,1.7,1.3,0.4,129.2,96.0,33.2,131.7,97.9,33.8
Ferry-pax only,2,2,1.8,0.2,1977.0,1977.0,1968.7,1968.8,4126.6,4126.6,2950.5,2935.2,2787.5,2787.5,4688.5,4683.1,26.5,26.5,41.9,41.9,10.5,10.4,0.1,790.1,783.4,6.7,805.3,798.5,6.8
Miscellaneous - fishing,1,1,0.1,0.1,1984.0,1984.0,1984.0,1984.0,185.0,185.0,185.0,185.0,1966.0,1966.0,1966.0,1966.0,392.0,392.0,392.0,392.0,3.8,3.2,0.6,287.3,239.5,47.8,292.8,244.1,48.7
Refrigerated bulk,1,1,0.7,0.7,1995.0,1995.0,1995.0,1995.0,177.2,177.2,177.2,177.2,154.0,154.0,154.0,154.0,16.0,16.0,16.0,16.0,2.3,2.1,0.2,171.9,155.8,16.1,175.2,158.8,16.4
