Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,807,176,1093.2,1323.6,1990.4,1990.7,1991.9,1991.6,299.0,470.1,480.4,477.7,50.0,85.6,195.7,191.6,21.0,42.5,123.3,118.3,282.5,230.4,52.0,21318.8,17396.3,3922.5,21728.1,17730.3,3997.8
Oil tanker,560,57,1412.8,2244.1,2003.8,2006.2,2005.8,2005.9,248.9,686.3,393.7,395.8,35.0,72.6,137.5,133.7,33.0,145.9,420.5,440.8,898.7,311.4,587.3,67526.2,23407.8,44118.4,68822.7,23857.2,44965.5
Ferry-RoPax,462,10,1533.6,574.9,1991.4,1991.1,1988.5,1988.1,240.4,249.3,317.2,317.5,28.0,28.9,55.7,55.5,22.0,21.8,62.0,59.3,658.4,311.2,347.2,49743.7,23641.7,26102.0,50698.8,24095.6,26603.2
Ro-Ro,371,7,853.4,585.7,2004.1,2001.4,2005.3,2005.2,258.1,262.2,284.7,284.8,30.0,31.1,48.2,48.1,20.0,18.4,31.3,31.3,261.3,166.7,94.6,20160.8,12865.3,7295.5,20547.9,13112.3,7435.6
Bulk carrier,54,10,58.5,74.2,1981.8,1981.4,1982.3,1982.3,365.0,345.7,414.2,413.1,67.0,60.8,178.6,177.7,13.0,14.0,136.2,134.9,29.6,17.7,11.9,2225.9,1332.7,893.2,2268.6,1358.3,910.3
Chemical tanker,50,22,104.1,150.0,2008.7,2009.3,2009.8,2009.6,432.2,474.7,478.8,483.0,50.5,61.5,84.6,85.2,20.5,70.2,129.8,135.1,87.5,28.7,58.8,6572.7,2155.1,4417.6,6698.9,2196.5,4502.4
Service - tug,41,26,52.5,45.3,2008.3,2007.0,2007.4,2007.0,374.1,1482.3,1600.2,1549.0,88.0,721.6,3421.7,3317.3,30.0,92.8,87.6,89.1,52.2,48.1,4.1,3919.3,3615.1,304.2,3994.5,3684.6,310.0
Offshore,6,6,14.5,17.0,1990.0,1990.0,2003.7,2004.1,1166.0,2172.6,2632.9,2658.7,85.0,694.5,1414.0,1261.9,505.0,632.3,1078.7,1023.1,28.3,15.7,12.5,2122.5,1180.6,941.8,2163.2,1203.3,959.9
Service - other,6,5,32.3,18.8,1988.7,1989.0,1999.8,2008.8,1539.4,3681.7,2961.7,4212.5,1885.0,2510.0,4548.3,4571.6,38.0,267.2,351.3,132.3,37.0,32.4,4.6,2775.4,2431.1,344.3,2828.7,2477.8,351.0
Ferry-pax only,2,2,0.6,0.1,1977.0,1977.0,1967.7,1967.7,1296.5,1296.5,905.2,900.0,450.5,450.5,793.1,792.5,108.5,108.5,194.0,193.9,2.2,1.8,0.4,167.1,138.7,28.3,170.3,141.4,28.9
Refrigerated bulk,1,1,1.0,1.0,1995.0,1995.0,1995.0,1995.0,265.5,265.5,265.5,265.5,77.0,77.0,77.0,77.0,12.0,12.0,12.0,12.0,1.2,1.0,0.2,89.4,77.3,12.1,91.1,78.8,12.3
