Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - other,157,30,399.6,111.0,1985.8,1986.1,1986.7,1986.3,498.2,1179.0,851.0,888.2,309.0,1087.0,1303.1,1560.3,132.0,527.6,888.7,848.9,356.1,240.7,115.4,26741.1,18074.1,8667.0,27254.5,18421.1,8833.4
Offshore,118,22,391.8,312.2,1996.1,1995.9,1998.1,1999.1,968.8,2359.1,2089.3,1855.2,270.0,844.1,1936.9,2099.1,93.5,416.9,560.7,309.6,477.7,332.0,145.7,35926.9,24973.8,10953.1,36616.7,25453.3,11163.4
Service - tug,86,19,131.9,122.4,1997.0,1997.2,1998.1,1999.0,723.7,1284.3,1057.9,1061.9,340.5,957.0,1041.8,994.8,89.0,490.7,657.2,658.9,145.0,100.3,44.8,10956.4,7573.0,3383.4,11166.8,7718.4,3448.4
Oil tanker,37,17,771.5,1291.3,2003.6,2003.8,2007.1,2007.1,1334.0,2628.7,3331.1,3408.8,359.0,772.0,1964.5,1976.9,88.0,159.8,203.2,204.2,325.3,262.4,62.9,24470.3,19739.0,4731.4,24940.2,20117.9,4822.2
Ferry-pax only,10,3,5.5,1.1,1968.5,1968.3,1969.0,1969.0,2749.6,2780.1,2649.7,2572.3,853.5,1576.8,1512.9,1336.6,107.5,129.8,603.1,655.5,29.7,22.1,7.6,2226.7,1657.2,569.5,2269.5,1689.1,580.4
Ferry-RoPax,3,1,53.3,18.4,1985.0,1985.0,1985.0,1985.0,860.2,860.2,1550.4,1550.4,63.0,63.0,243.4,243.4,82.0,82.0,84.5,84.5,15.0,11.1,3.9,1141.1,849.8,291.4,1163.0,866.1,297.0
Other liquids tankers,2,2,1.0,2.0,1996.5,1996.5,1998.0,1998.0,2164.2,2164.2,2164.2,2186.8,5692.5,5692.5,5892.2,5896.2,57.5,57.5,84.0,84.6,137.1,135.6,1.5,10621.8,10504.8,117.0,10825.7,10706.5,119.2
Miscellaneous - fishing,1,1,1.8,1.1,1984.0,1984.0,1984.0,1984.0,2537.6,2537.6,2537.6,2537.6,2307.0,2307.0,2307.0,2307.0,258.0,258.0,258.0,258.0,4.2,3.7,0.4,312.5,281.1,31.4,318.5,286.5,32.0
Bulk carrier,1,1,0.7,0.9,1984.0,1984.0,1984.0,1984.0,286.3,286.3,286.3,286.3,1094.0,1094.0,1094.0,1094.0,94.0,94.0,94.0,94.0,2.9,2.7,0.2,218.5,201.2,17.4,222.7,205.0,17.7
Ro-Ro,1,1,2.0,1.4,2006.0,2006.0,2006.0,2006.0,236.4,236.4,236.4,236.4,11.0,11.0,11.0,11.0,20.0,20.0,20.0,20.0,0.4,0.1,0.2,29.7,11.3,18.4,30.3,11.5,18.8
