Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Virgin Islands (U.S.),193,22,78.3,100.4,1986.5,1993.4,1996.1,1997.2,88.8,901.9,123.4,133.1,24.0,199.8,220.0,74.8,7.0,17.8,16.8,15.2,83.2,65.6,17.6,6261.9,4930.7,1331.3,6382.2,5025.4,1356.8
Puerto Rico,165,23,59.2,48.6,1985.6,1991.7,2001.4,1997.8,105.2,158.3,120.7,129.1,13.0,31.0,32.4,52.5,14.0,12.6,14.9,19.4,49.8,31.1,18.8,3752.3,2335.9,1416.4,3824.4,2380.8,1443.6
Sint Maarten (Dutch part),127,34,213.4,35.6,1983.6,1992.7,2000.2,1999.0,106.3,135.5,131.3,133.8,16.0,21.9,16.1,21.2,6.0,31.1,8.3,13.0,85.0,57.7,27.3,6515.8,4429.4,2086.4,6640.9,4514.4,2126.4
Saint Kitts and Nevis,97,30,159.3,69.7,1988.1,1994.0,2002.3,1995.5,167.8,167.2,161.6,192.2,22.0,24.2,22.4,35.3,13.0,18.0,11.3,19.3,68.8,49.9,18.9,5265.5,3822.5,1443.0,5366.6,3895.9,1470.7
Anguilla,68,19,12.2,13.9,1987.4,1986.9,1993.5,1995.2,113.1,139.1,127.1,125.2,19.0,32.6,28.1,23.9,16.0,70.7,38.1,39.9,27.8,13.5,14.3,2086.3,1013.0,1073.3,2126.4,1032.5,1093.9
Saint Barthélemy,66,14,50.7,26.9,1990.5,1992.1,1993.5,1991.4,121.6,126.5,121.1,123.6,22.0,20.2,20.7,23.0,6.0,34.3,7.1,5.8,23.8,17.4,6.4,1803.1,1323.8,479.4,1837.8,1349.2,488.6
Antigua and Barbuda,55,21,109.9,30.0,1986.8,1993.7,1999.5,1992.9,199.7,209.6,191.4,206.7,23.0,27.8,18.1,25.6,12.0,19.7,10.7,21.0,43.9,34.1,9.8,3372.3,2618.3,753.9,3437.0,2668.6,768.4
Saint Martin (French part),44,13,13.1,7.7,1983.5,1984.2,1989.0,1990.8,120.3,137.9,142.2,155.9,13.0,92.0,61.2,81.5,18.0,36.0,38.4,59.6,18.3,12.4,5.9,1375.2,931.8,443.4,1401.6,949.7,451.9
United States of America,30,15,3508.6,409.7,2009.6,2005.1,2013.6,2011.3,1103.8,1178.1,1119.6,1175.1,85.0,104.2,76.4,94.5,9.0,22.0,9.1,14.6,556.4,534.2,22.2,42925.8,41204.7,1721.0,43750.0,41995.9,1754.1
Montserrat,30,7,8.4,9.8,1979.9,1983.3,1983.8,1983.3,205.5,200.6,194.6,203.8,26.0,26.6,22.7,24.5,19.5,24.1,32.0,34.0,10.2,8.1,2.2,774.8,613.0,161.8,789.7,624.8,164.9
