Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Offshore,332,13,37.7,55.8,1982.4,1984.2,1982.8,1983.1,131.3,282.0,146.0,145.4,20.0,116.3,53.4,46.2,17.5,168.9,57.3,57.2,108.2,69.0,39.2,8125.1,5180.9,2944.1,8281.1,5280.4,3000.6
Ro-Ro,210,8,137.2,142.9,1990.5,1995.4,1990.5,1990.1,112.6,142.8,137.4,146.5,23.0,31.4,38.9,43.4,8.0,10.6,12.2,14.2,114.4,83.5,30.9,8656.4,6318.6,2337.9,8822.6,6439.9,2382.7
Cruise,158,43,4818.2,386.8,1996.5,1998.5,2011.3,2010.2,166.6,352.2,634.7,572.6,18.0,29.5,70.2,67.6,9.0,10.2,8.6,8.5,878.8,798.1,80.8,67751.3,61526.1,6225.2,69052.1,62707.4,6344.7
General cargo,110,22,485.2,642.0,1981.3,1988.4,2003.3,2003.2,157.2,1156.1,1589.4,1622.9,18.0,118.5,362.5,366.4,27.5,47.9,20.2,19.9,77.6,70.8,6.8,5956.4,5444.0,512.4,6070.8,5548.5,522.2
Service - tug,49,7,5.5,4.9,1986.5,1989.3,2000.5,1998.2,111.5,228.1,192.4,151.4,28.0,99.9,378.7,329.2,10.0,90.0,112.0,95.0,15.8,11.4,4.4,1182.9,855.8,327.1,1205.6,872.2,333.4
Ferry-RoPax,47,2,3.5,0.9,1970.1,1971.5,1970.1,1970.1,95.2,94.9,98.8,98.8,14.0,13.0,14.8,14.8,2.0,7.5,2.7,2.7,4.8,4.2,0.6,361.0,315.5,45.5,368.0,321.5,46.4
Chemical tanker,25,10,419.9,699.6,2012.0,2008.9,2012.0,2012.1,210.8,2021.8,1836.6,1941.2,35.0,306.2,498.4,501.3,16.0,101.0,10.2,10.1,82.2,70.3,11.9,6284.2,5389.3,894.8,6404.8,5492.8,912.0
Oil tanker,25,7,177.4,308.2,2002.1,2004.3,2007.3,2007.4,178.6,638.0,763.9,795.2,22.0,76.5,297.6,301.1,12.0,10.1,17.7,17.6,31.1,25.1,6.0,2378.6,1926.7,451.9,2424.3,1963.7,460.6
Liquefied gas tanker,14,1,10.5,10.9,2007.0,2007.0,2007.0,2007.0,147.7,147.7,157.2,157.2,24.0,24.0,29.5,29.5,9.0,9.0,9.2,9.2,8.1,6.1,2.0,617.1,466.5,150.6,629.0,475.5,153.5
Miscellaneous - fishing,12,2,0.3,0.3,1957.1,1967.5,1960.3,1958.9,121.1,149.9,130.1,127.6,87.0,54.0,83.5,87.9,4.0,35.0,17.2,13.7,3.0,2.7,0.2,221.9,206.3,15.6,226.2,210.2,15.9
Ferry-pax only,3,2,4.1,0.6,1998.3,1997.5,1995.3,1995.3,179.3,8380.9,2431.4,2406.4,235.0,1832.8,3346.5,3344.3,20.0,44.5,71.9,71.9,6.6,6.4,0.2,496.6,483.9,12.7,506.1,493.2,12.9
Service - other,2,1,0.5,0.2,1991.0,1991.0,1991.0,1991.0,263.2,263.2,263.2,263.2,58.0,58.0,71.9,71.9,36.0,36.0,20.1,20.1,0.7,0.5,0.1,49.0,39.4,9.7,50.0,40.1,9.9
Container,2,2,3.5,4.3,2012.0,2012.0,2007.7,2007.6,291.2,291.2,336.5,341.7,34.5,34.5,44.3,44.5,7.5,7.5,3.5,3.4,1.1,1.0,0.1,83.7,76.4,7.2,85.3,77.9,7.4
Refrigerated bulk,1,1,5.7,6.2,1993.0,1993.0,1993.0,1993.0,775.2,775.2,775.2,775.2,48.0,48.0,48.0,48.0,741.0,741.0,741.0,741.0,14.3,1.7,12.7,1079.5,129.4,950.0,1100.2,131.9,968.3
Vehicle,1,1,1.8,0.5,2010.0,2010.0,2010.0,2010.0,91.1,91.1,91.1,91.1,11.0,11.0,11.0,11.0,3.0,3.0,3.0,3.0,0.2,0.2,0.0,19.0,16.6,2.4,19.3,16.9,2.4
Bulk carrier,1,1,115.0,199.2,2014.0,2014.0,2014.0,2014.0,3148.8,3148.8,3148.8,3148.8,326.0,326.0,326.0,326.0,4.0,4.0,4.0,4.0,9.7,9.7,0.0,754.8,752.8,2.1,769.3,767.2,2.1
