Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Reykjavik,286,97,1133.9,504.9,1997.3,1997.6,2003.7,2002.7,290.4,1186.7,388.3,437.5,28.0,283.9,398.3,398.6,7.0,63.5,61.6,65.1,358.3,310.5,47.9,27351.7,23702.6,3649.1,27876.9,24157.7,3719.1
Vestmannaeyjar,268,101,607.5,370.2,1993.0,1993.3,1998.4,2001.2,351.0,937.9,608.0,669.0,42.5,213.7,865.4,623.8,14.0,102.7,161.5,214.3,365.8,274.6,91.2,27620.0,20763.4,6856.6,28150.3,21162.0,6988.3
Isafjordur,243,88,806.2,234.9,1994.1,1991.9,2000.4,1997.4,187.0,786.6,236.6,279.5,18.0,151.4,225.1,409.5,9.0,66.3,60.0,94.8,301.1,206.9,94.2,23041.2,15834.1,7207.1,23483.6,16138.2,7345.5
Akureyri,227,109,883.0,321.0,1998.3,1996.6,2002.5,2002.5,256.2,707.0,299.8,392.4,24.0,120.0,167.3,217.6,8.0,62.9,94.9,173.6,301.0,231.0,69.9,23017.1,17688.2,5329.0,23459.1,18027.8,5431.3
Grundartangi,176,37,403.2,483.0,2003.7,2002.9,2000.6,2000.7,179.4,220.2,260.5,258.0,33.0,43.5,38.8,38.2,5.0,38.5,6.7,6.9,143.3,133.6,9.8,10993.9,10254.1,739.8,11205.0,10451.0,754.0
Kopavogur,156,53,385.9,265.9,1989.1,1992.5,1998.5,2001.8,192.0,1963.4,518.9,500.9,20.0,325.3,691.3,605.2,7.0,136.4,469.5,503.8,151.5,107.2,44.3,11444.4,8112.5,3331.9,11664.2,8268.3,3395.9
Thorlakshofn,118,47,82.1,48.6,1991.7,1990.7,1992.4,1994.8,299.8,728.1,518.2,389.1,37.5,151.0,233.7,224.7,21.0,193.1,299.7,228.9,87.1,47.6,39.6,6563.4,3578.1,2985.3,6689.4,3646.8,3042.6
Hafnarfjordur,117,60,256.4,163.0,1991.9,1991.1,1997.9,1998.3,421.5,1185.4,639.3,629.1,68.0,272.8,740.2,591.2,14.0,84.0,95.1,94.7,133.4,109.8,23.6,10059.5,8283.5,1775.9,10252.6,8442.6,1810.0
Neskaupstadur,110,54,309.0,229.5,1993.2,1994.9,2000.7,2002.1,352.1,895.3,954.0,1167.7,47.5,104.2,945.6,1002.0,11.5,125.8,244.9,234.8,128.4,98.0,30.4,9680.5,7391.8,2288.8,9866.4,7533.7,2332.7
Siglufjordur,106,36,169.6,76.7,1986.0,1986.1,1996.0,1993.9,301.0,1530.7,662.2,885.4,72.0,347.6,1364.7,1564.6,10.0,133.7,230.1,208.1,135.1,100.3,34.9,10161.6,7541.4,2620.2,10356.7,7686.2,2670.5
