Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Vestmannaeyjar,355,104,609.1,489.5,1997.0,1993.9,2000.8,2003.5,208.5,835.9,325.6,296.9,28.0,207.9,343.1,294.9,8.0,72.5,233.4,216.6,303.9,212.3,91.6,22968.3,16066.6,6901.6,23409.3,16375.1,7034.1
Akureyri,253,106,1106.9,349.9,1997.8,1995.0,2002.5,2002.4,201.3,791.1,294.5,324.6,19.0,181.0,263.3,437.5,10.0,110.0,67.1,110.2,401.0,305.3,95.7,30662.4,23380.2,7282.2,31251.1,23829.1,7422.0
Isafjordur,248,88,795.0,237.2,1994.2,1992.1,2001.0,1998.7,200.1,838.3,237.2,279.6,18.5,169.5,447.7,715.0,7.0,55.5,22.8,33.6,264.5,210.1,54.4,20264.4,16111.0,4153.4,20653.5,16420.3,4233.2
Eskifjordhur,185,79,543.6,541.5,1998.8,1997.3,1998.6,1999.3,369.2,935.0,490.1,449.7,42.0,235.1,206.7,157.8,7.0,34.7,76.9,63.8,217.4,190.2,27.2,16538.1,14495.9,2042.1,16855.6,14774.3,2081.3
Reykjavik,164,79,883.1,301.1,1994.7,1997.8,2004.0,2002.6,267.2,1426.9,375.6,620.8,37.0,221.8,587.5,987.3,25.5,122.0,181.4,239.6,325.5,216.2,109.2,24811.7,16481.4,8330.3,25288.1,16797.8,8490.2
Kopavogur,135,52,330.9,170.9,1987.4,1991.3,1997.7,1998.4,193.2,1769.2,586.9,745.9,22.0,389.3,1048.7,947.2,22.0,178.3,208.5,202.2,183.6,114.6,69.0,13842.4,8647.6,5194.9,14108.2,8813.6,5294.6
Husavik,125,65,86.2,65.1,1992.9,1994.8,1992.4,1998.2,176.1,372.2,195.5,208.4,29.0,84.8,142.4,100.6,6.0,14.3,15.6,13.9,62.3,50.7,11.6,4715.1,3840.4,874.7,4805.6,3914.2,891.5
Neskaupstadur,119,55,287.9,234.5,1992.8,1994.5,2001.1,2002.9,374.2,717.1,866.5,862.0,40.0,122.0,604.2,657.0,13.0,33.8,278.7,304.6,111.8,82.7,29.1,8462.1,6264.3,2197.8,8624.5,6384.6,2240.0
Hafnarfjordur,118,65,279.2,143.7,1991.9,1992.1,1997.1,1997.8,359.9,1316.9,792.9,791.6,120.5,320.3,652.4,592.5,35.5,175.8,260.9,217.9,163.5,115.9,47.7,12309.2,8726.1,3583.1,12545.5,8893.6,3651.9
Hornafjordur,115,48,80.2,79.9,1987.8,1990.3,1991.2,1993.6,261.7,478.6,504.1,528.3,36.0,117.4,345.3,341.1,17.0,42.0,340.9,404.5,94.2,56.0,38.1,7077.7,4213.9,2863.8,7213.6,4294.8,2918.8
Thorlakshofn,113,45,163.4,54.0,1992.8,1994.2,1992.3,1995.9,385.7,646.1,1019.4,435.4,48.0,234.0,1582.6,778.3,20.0,54.0,46.2,77.6,138.8,114.2,24.6,10507.5,8658.6,1848.9,10709.3,8824.8,1884.4
Siglufjordur,103,33,120.1,50.8,1985.8,1986.0,1997.0,1995.6,319.2,998.2,396.4,628.8,67.0,257.0,633.6,831.8,8.0,90.2,318.4,335.9,86.0,61.1,24.9,6471.6,4599.5,1872.0,6595.8,4687.8,1908.0
Grundarfjordur,89,43,110.9,30.6,1987.8,1989.5,1992.6,1989.4,183.0,791.3,225.9,342.6,32.0,208.7,284.9,550.2,8.0,30.1,20.5,34.9,67.5,52.5,14.9,5117.3,3985.3,1132.0,5215.6,4061.8,1153.8
Patreksfjordur,86,32,52.4,30.1,1984.3,1987.7,1989.2,1989.5,135.4,937.1,494.9,509.6,21.0,275.9,2585.9,2659.9,5.0,24.4,16.5,18.1,54.1,48.2,6.0,4066.5,3619.4,447.1,4144.6,3688.9,455.7
Saudarkrokur,85,24,96.6,94.1,1993.8,1988.8,1994.7,1998.2,294.4,1044.6,352.2,286.3,26.0,187.4,481.1,237.2,6.0,105.4,97.4,49.3,59.4,45.9,13.5,4505.7,3494.1,1011.6,4592.2,3561.2,1031.1
Grindavik,78,26,61.0,26.3,1987.1,1986.0,1983.9,1982.5,646.8,1449.7,1144.5,678.7,114.0,370.8,520.4,585.9,97.0,185.1,409.6,312.5,83.6,49.3,34.3,6278.7,3704.4,2574.3,6399.2,3775.5,2623.7
Djupivogur,68,30,54.6,26.0,1987.6,1988.7,1985.6,1985.2,330.3,976.2,283.5,386.5,38.5,257.5,372.5,513.1,9.0,74.2,44.5,54.4,52.3,37.5,14.8,3935.7,2820.6,1115.1,4011.3,2874.8,1136.5
Grimsey,67,42,46.0,18.5,1992.8,1990.4,1997.2,1992.8,238.8,605.1,245.4,316.8,34.0,201.4,452.7,559.3,5.0,8.2,6.6,7.6,31.9,29.3,2.6,2403.1,2209.6,193.5,2449.2,2252.0,197.2
Bildudalur,62,26,41.5,35.9,1997.2,2000.1,1999.8,2000.7,178.1,482.8,317.3,229.4,23.0,103.2,394.3,194.0,23.0,34.8,18.0,24.3,35.8,32.2,3.6,2691.4,2420.7,270.7,2743.0,2467.1,275.9
Rif,59,30,69.1,38.1,1986.2,1993.4,1995.7,1996.8,341.7,1153.1,922.9,770.6,45.0,258.6,1267.0,1122.6,22.0,42.3,74.8,57.2,52.7,33.3,19.5,3959.2,2498.4,1460.8,4035.2,2546.3,1488.9
Thorshofn,58,41,103.7,101.8,1998.5,1996.6,2003.2,2003.9,329.4,483.3,711.0,703.3,44.0,80.6,247.9,273.7,26.0,31.1,310.2,311.6,36.8,24.9,11.8,2764.6,1875.8,888.8,2817.7,1911.9,905.8
Seydisfjordur,57,31,191.6,100.4,1995.6,1997.1,1997.7,1997.8,450.2,1055.0,559.4,978.1,42.0,164.7,522.3,658.6,7.0,26.7,91.3,142.4,71.2,60.4,10.8,5389.8,4573.3,816.5,5493.3,4661.1,832.2
Vopnafjordur,56,26,263.3,229.3,1994.6,1993.9,2013.7,2013.3,229.1,443.2,2103.2,1794.8,25.0,57.0,505.5,498.9,15.5,21.6,979.2,940.9,62.6,36.5,26.1,4779.3,2789.6,1989.8,4871.1,2843.1,2028.0
Faskrudsfjordur,53,33,93.4,74.3,1993.3,1994.8,1993.7,1995.1,359.4,729.1,775.1,676.9,40.0,152.8,360.9,391.4,36.0,37.1,241.9,165.6,54.6,36.4,18.2,4107.9,2741.7,1366.1,4186.7,2794.4,1392.4
Olafsvik,45,26,18.4,9.8,1986.5,1989.2,1996.4,1997.0,317.9,705.0,307.2,242.8,38.0,230.1,385.0,224.1,17.0,43.7,44.7,48.3,23.2,16.4,6.8,1745.2,1231.1,514.1,1778.7,1254.8,524.0
Stykkisholmur,43,13,38.3,11.6,1989.5,1991.9,1990.2,1989.6,121.8,438.4,165.5,179.1,14.0,117.5,101.0,150.1,9.0,173.5,64.3,101.9,26.9,16.8,10.2,2039.6,1274.5,765.1,2078.8,1299.0,779.8
Reydarfjordur,41,26,97.3,107.3,1995.8,1996.3,2000.6,2000.3,349.2,489.0,399.7,364.3,43.0,166.3,140.8,138.2,12.0,137.4,87.3,56.7,51.5,40.3,11.2,3903.9,3062.8,841.1,3978.8,3121.6,857.3
Dalvik,39,14,102.5,55.1,1992.7,1991.8,2002.1,1999.7,1227.0,1349.3,2345.0,2112.0,139.0,198.3,529.8,495.5,105.0,126.8,863.4,976.6,40.2,21.5,18.7,3029.5,1621.5,1408.0,3087.7,1652.6,1435.1
Bolungarvik,38,18,67.0,40.2,1987.2,1991.4,1994.4,1994.9,512.3,1344.2,1005.9,926.7,77.5,249.2,730.7,669.6,6.0,46.9,51.3,62.5,27.0,22.1,4.9,2028.9,1657.7,371.2,2067.9,1689.5,378.3
Helguvik,35,16,101.9,73.7,1998.5,1998.6,1997.9,1997.4,471.6,1204.6,1159.4,1052.9,135.0,612.9,578.6,699.2,10.0,33.0,88.7,81.6,52.7,47.1,5.6,3958.3,3539.0,419.3,4034.3,3607.0,427.4
Gardabaer,34,16,53.1,30.3,1991.0,1991.5,1998.4,1993.9,752.9,1979.7,1595.8,1571.9,149.0,442.4,1003.8,981.6,2.5,28.8,59.5,33.6,31.4,28.2,3.2,2357.8,2119.9,237.9,2403.1,2160.6,242.5
Akranes,34,14,47.9,41.8,1999.1,1999.9,2010.4,2008.8,242.4,882.4,659.9,575.3,34.5,180.9,531.1,357.1,37.5,82.9,198.8,168.0,30.0,18.2,11.8,2269.1,1379.0,890.1,2312.6,1405.5,907.2
Kopasker,33,29,18.7,15.8,1993.6,1995.0,2000.5,2002.1,422.5,462.3,473.5,486.4,75.0,90.7,93.3,86.4,13.0,19.4,23.5,26.8,12.6,11.1,1.5,943.1,831.5,111.5,961.2,847.5,113.7
Sandgerdi,25,18,8.9,6.8,1988.3,1988.4,1992.2,1992.6,316.6,568.4,447.0,508.4,74.0,238.7,530.0,673.1,9.0,140.8,102.3,83.1,20.3,11.8,8.5,1524.0,887.4,636.6,1553.2,904.4,648.8
