Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Faroe Islands,341,95,1821.7,1225.1,1996.1,1993.5,2000.0,1999.5,521.4,982.5,478.8,574.6,55.0,147.7,138.4,147.0,15.0,48.4,68.1,85.2,566.1,470.8,95.3,43171.9,35994.7,7177.2,44000.8,36685.8,7315.0
Norway,328,184,2056.3,1592.1,1998.0,1997.9,2000.2,2000.3,917.4,1491.2,1045.3,1032.9,104.5,240.0,257.1,214.4,22.0,74.0,84.3,63.3,688.6,628.5,60.2,52374.8,47832.7,4542.1,53380.4,48751.1,4629.3
Netherlands,232,56,2416.1,2299.2,2004.1,2003.1,2004.0,2006.5,1202.5,1209.8,1204.4,1180.9,103.5,122.4,101.8,108.8,36.0,48.5,36.3,44.0,663.5,602.1,61.4,50453.7,45826.0,4627.7,51422.4,46705.9,4716.5
United Kingdom of Great Britain and Northern Ireland,203,90,3119.1,1153.1,2000.7,1999.2,2003.7,2002.9,1038.3,869.1,813.1,958.0,85.0,78.2,60.6,83.2,15.0,39.3,24.1,37.4,817.8,723.2,94.7,62778.4,55518.1,7260.3,63983.8,56584.1,7399.7
Denmark,146,53,1396.7,1494.7,2002.0,1999.1,2003.7,2004.7,1243.9,1214.5,1207.6,1251.7,103.5,126.6,99.5,105.2,25.0,34.5,26.9,31.4,389.5,359.0,30.4,29547.3,27261.4,2285.9,30114.6,27784.8,2329.8
Canada,55,16,1024.3,1029.9,2007.1,2006.1,2006.1,2007.8,1629.6,2407.8,1750.3,1732.3,118.0,304.5,213.5,168.3,61.0,51.9,57.4,67.8,277.6,250.2,27.3,21259.6,19185.1,2074.5,21667.8,19553.4,2114.4
Greenland,43,35,683.7,171.0,1991.9,1990.6,1991.9,1996.5,1168.4,2020.3,1311.4,1503.9,103.0,282.1,244.7,494.3,15.0,140.2,90.2,162.0,201.2,178.2,23.0,15459.0,13709.3,1749.8,15755.8,13972.5,1783.4
Spain,43,41,1075.2,1715.5,2004.7,2004.8,2009.7,2010.8,2145.5,2349.7,2230.7,2230.7,210.0,348.2,238.7,221.7,58.0,179.7,140.4,140.0,167.1,147.1,20.0,12817.1,11296.3,1520.8,13063.2,11513.2,1550.0
Sweden,40,24,396.8,433.0,2003.5,2002.4,2002.4,2004.5,1278.7,2315.5,1563.8,1388.9,116.0,222.8,267.9,173.3,19.0,240.5,375.0,157.2,118.3,99.7,18.6,8978.8,7572.2,1406.6,9151.2,7717.6,1433.6
Germany,33,24,665.2,204.1,1997.1,1997.3,1997.7,2001.2,1247.1,1907.3,1422.6,1575.3,98.0,217.9,407.9,545.8,26.0,81.0,73.6,100.8,179.3,164.4,14.9,13604.1,12471.4,1132.6,13865.3,12710.9,1154.4
Poland,18,13,88.7,101.9,1992.7,1992.3,1998.5,1999.9,1489.1,1459.8,1544.6,1564.6,156.5,160.9,166.6,173.7,33.0,80.8,57.3,51.1,36.3,32.1,4.3,2741.4,2421.6,319.9,2794.1,2468.1,326.0
United States of America,16,13,1111.7,1642.3,2007.5,2008.0,2010.0,2011.2,3683.6,3841.2,4035.4,4278.9,337.5,318.3,344.5,360.9,52.0,135.8,72.1,59.9,179.3,166.5,12.8,13779.2,12797.7,981.5,14043.7,13043.4,1000.4
Russian Federation,15,10,124.3,117.4,1998.5,1997.8,1994.5,1999.6,1776.3,2148.7,2103.8,1748.8,144.0,265.6,378.3,229.9,24.0,37.4,36.4,41.2,51.1,43.7,7.4,3845.1,3289.1,555.9,3918.9,3352.3,566.6
Ireland,12,10,425.8,132.0,2002.8,2001.2,2004.5,2007.3,1017.6,1080.6,999.9,1057.0,94.5,96.8,69.1,101.6,48.5,49.8,29.3,86.6,90.8,81.0,9.9,7015.4,6261.9,753.5,7150.1,6382.2,767.9
Estonia,12,12,70.8,101.5,2000.8,2000.8,2002.1,2001.8,1807.6,1795.7,1803.6,1800.5,180.5,205.2,205.8,205.6,54.0,54.8,57.1,56.1,21.5,20.5,1.0,1624.0,1547.0,77.0,1655.2,1576.7,78.4
Jamaica,10,9,755.8,1184.8,2009.4,2009.8,2010.1,2010.0,3764.8,3831.0,3840.4,3836.2,344.5,374.0,378.4,379.5,136.5,185.8,194.8,190.3,80.9,76.3,4.7,6247.3,5893.6,353.7,6367.2,6006.7,360.5
