Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,548,174,2544.5,3469.4,2000.3,2002.7,2004.6,2004.4,991.6,1147.6,1087.1,1089.1,99.0,126.5,136.2,134.1,25.0,43.4,51.0,50.6,722.2,653.4,68.8,55009.1,49827.3,5181.7,56065.3,50784.0,5281.2
Container,285,21,2416.0,2775.6,2005.4,2005.5,2005.2,2005.5,939.5,1005.8,818.4,804.7,64.0,75.1,82.8,81.5,7.0,32.2,13.9,13.5,685.0,656.7,28.3,52451.6,50321.4,2130.2,53458.7,51287.6,2171.1
Miscellaneous - fishing,268,168,1447.0,901.8,1998.0,1996.8,2001.0,2001.4,1274.7,2789.1,2484.7,2111.4,168.5,411.3,940.4,871.7,24.0,253.7,529.8,440.6,675.3,537.7,137.5,50734.6,40408.6,10326.0,51708.7,41184.5,10524.2
Cruise,134,76,5726.8,647.8,1992.7,1993.8,2000.6,1997.2,919.5,1006.5,958.5,979.7,63.0,79.2,75.8,84.0,8.0,15.1,10.7,11.2,1320.5,1233.6,86.9,101692.2,95060.9,6631.2,103644.7,96886.1,6758.6
Chemical tanker,87,29,768.0,1157.8,2003.1,2003.8,2007.5,2007.8,804.9,983.4,967.3,985.5,83.0,109.6,124.8,128.3,27.0,25.9,47.8,46.5,202.6,156.4,46.1,15436.7,11962.3,3474.4,15733.1,12192.0,3541.1
Bulk carrier,74,43,1979.3,3283.8,2006.8,2009.1,2011.5,2011.7,1236.1,1657.4,1713.1,1735.7,123.5,174.6,241.6,245.8,22.5,71.3,77.1,78.0,208.2,194.2,14.0,15940.6,14879.5,1061.1,16246.7,15165.2,1081.4
Refrigerated bulk,70,23,322.0,323.1,1989.0,1991.6,1991.1,1991.9,1167.4,1355.1,1322.0,1317.9,112.0,122.8,150.7,150.5,10.5,13.9,18.2,18.6,168.8,152.9,15.9,12771.8,11577.7,1194.1,13017.0,11800.0,1217.0
Ferry-RoPax,52,3,537.8,93.4,2003.0,2002.7,2002.9,2002.8,285.3,1319.1,296.5,303.0,19.0,176.3,29.1,40.3,5.0,88.0,10.4,17.5,95.9,89.1,6.7,7356.2,6852.1,504.1,7497.4,6983.6,513.8
Vehicle,47,1,919.6,369.6,1996.0,1996.0,1996.0,1996.0,1053.4,1053.4,1030.9,1030.9,65.0,65.0,64.0,64.0,7.0,7.0,9.9,9.9,200.9,195.5,5.4,15314.5,14912.5,402.0,15608.6,15198.8,409.8
Service - other,17,13,143.6,45.0,1998.6,2001.4,2003.1,2002.7,1062.6,2002.8,2562.7,2020.8,127.0,237.9,383.3,386.3,26.0,117.3,353.0,230.2,46.0,36.7,9.3,3456.6,2755.8,700.8,3522.9,2808.7,714.3
Oil tanker,11,8,434.7,728.9,2005.3,2003.6,2012.7,2012.7,1186.4,1312.1,2039.6,2071.2,117.0,135.9,300.3,304.2,42.0,47.4,20.5,19.7,50.7,44.5,6.2,3891.0,3420.6,470.4,3965.8,3486.3,479.4
Ro-Ro,11,2,41.4,39.7,1980.7,1980.5,1980.7,1980.7,847.2,775.3,814.2,813.6,39.0,52.0,70.6,70.7,7.0,4.5,60.0,60.3,18.8,13.0,5.9,1418.2,976.6,441.7,1445.5,995.3,450.1
Offshore,4,4,10.5,9.7,2001.0,2001.0,2008.7,2003.4,1029.1,902.4,1092.3,1186.1,89.5,86.5,104.6,113.3,127.0,211.5,253.5,198.3,11.9,9.8,2.1,895.6,734.4,161.3,912.8,748.5,164.4
Service - tug,4,4,1.0,0.7,1982.8,1982.8,1985.5,1985.8,857.8,831.7,887.3,904.0,115.5,119.2,129.2,132.9,173.5,413.8,586.9,600.7,3.7,2.4,1.3,276.8,177.4,99.4,282.1,180.8,101.3
Ferry-pax only,2,2,13.0,1.6,1990.5,1990.5,1990.5,1989.9,2195.5,2195.5,1925.3,1689.4,218.5,218.5,217.9,185.9,122.5,122.5,123.3,170.6,6.6,5.5,1.0,493.4,415.8,77.6,502.8,423.7,79.1
