Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Reykjavik,209,84,4552.3,2061.4,2003.8,2002.2,2003.5,2005.2,1139.1,1432.5,1086.2,1161.3,91.0,156.3,112.9,136.5,9.0,52.5,17.7,28.4,1110.0,1053.1,56.9,85192.5,80881.8,4310.7,86828.2,82434.7,4393.5
Eskifjordhur,201,72,1751.6,2443.3,2002.3,2001.7,2008.2,2009.8,855.4,1235.7,935.9,1015.9,82.0,150.1,280.8,261.9,13.0,40.0,63.0,67.5,421.1,387.0,34.2,31984.3,29413.0,2571.3,32598.4,29977.7,2620.6
Vestmannaeyjar,138,46,869.1,927.8,2003.4,1994.6,2004.5,2006.4,907.7,1066.0,776.6,761.0,64.0,125.5,76.0,70.5,9.0,203.4,61.8,44.4,267.7,236.1,31.6,20391.9,18014.4,2377.4,20783.4,18360.3,2423.1
Grundartangi,112,70,1279.1,1865.3,2001.8,2004.7,2005.6,2006.0,1221.2,1273.4,1289.9,1289.8,119.0,138.0,146.9,148.0,19.0,44.9,54.7,56.4,248.2,230.3,17.9,18975.3,17626.0,1349.4,19339.7,17964.4,1375.3
Akureyri,111,60,2339.3,597.1,1998.9,1995.5,2003.8,2002.6,804.9,1748.3,930.7,888.8,68.0,226.2,164.3,244.6,13.0,150.0,90.0,166.8,574.2,510.2,64.0,44137.0,39278.0,4859.0,44984.4,40032.1,4952.3
Hafnarfjordur,102,74,901.4,657.3,1997.1,1996.1,1998.9,2001.0,1412.6,3218.7,2144.3,1732.5,141.5,435.5,608.0,458.0,36.5,211.8,444.3,308.7,302.7,242.5,60.2,22857.0,18339.1,4517.9,23295.9,18691.3,4604.6
Seydisfjordur,84,28,764.8,172.7,2001.0,1997.5,1999.2,1999.8,288.4,1063.2,365.6,421.1,21.0,119.9,51.8,82.2,5.0,20.7,7.7,12.1,152.7,143.1,9.6,11681.4,10960.9,720.5,11905.7,11171.3,734.4
Thorlakshofn,79,27,1024.8,532.1,1997.2,2000.0,1996.6,1997.6,1057.3,1386.9,1050.4,1087.3,66.0,154.6,76.7,97.5,8.0,124.8,20.8,32.8,242.9,225.8,17.2,18500.5,17210.4,1290.1,18855.7,17540.8,1314.9
Neskaupstadur,70,42,268.1,306.7,1996.5,1996.1,1998.0,1998.8,707.7,1122.0,1161.3,1127.2,79.0,143.0,201.3,169.3,13.0,25.4,29.7,27.2,101.4,93.4,8.0,7684.2,7086.3,597.9,7831.8,7222.4,609.4
Straumsvik,67,17,848.6,1350.3,2000.5,2009.4,2007.7,2008.0,1202.9,1846.0,1768.4,1829.0,103.0,198.1,241.6,251.9,40.0,64.2,71.9,72.5,166.6,152.9,13.6,12710.9,11681.7,1029.2,12954.9,11906.0,1048.9
Faskrudsfjordur,52,38,143.0,127.7,1998.7,1998.3,2000.5,2000.5,947.8,1097.4,1156.7,1044.0,99.0,119.7,409.9,287.1,17.5,49.6,86.9,74.4,85.6,78.2,7.4,6444.7,5890.1,554.6,6568.5,6003.2,565.3
Husavik,46,30,217.3,281.2,2003.7,2004.1,2006.3,2007.2,831.5,992.0,980.2,1042.6,73.0,104.4,125.3,130.0,20.0,30.9,51.7,56.7,61.2,55.2,5.9,4676.9,4227.2,449.6,4766.7,4308.4,458.3
Kopavogur,40,31,413.4,196.5,1995.0,1993.8,1995.3,2002.5,1134.5,2304.9,1560.0,1338.5,126.0,314.5,395.0,366.3,19.0,82.8,159.9,99.1,153.1,127.6,25.5,11619.2,9700.0,1919.2,11842.3,9886.2,1956.1
Hornafjordur,39,32,86.9,91.3,1987.9,1989.1,1990.8,1993.4,945.9,1010.5,869.8,858.5,101.0,129.4,112.6,107.6,18.0,78.4,42.5,30.9,47.2,39.2,8.0,3559.7,2957.0,602.7,3628.1,3013.8,614.3
Reydarfjordur,32,22,192.2,218.7,1998.5,1997.6,2003.8,2003.6,625.5,968.5,790.1,725.2,76.0,101.9,164.6,139.8,25.0,68.0,31.7,29.3,66.0,56.3,9.7,5013.3,4281.0,732.3,5109.6,4363.2,746.4
Helguvik,31,15,471.4,761.8,2004.5,2007.0,2009.1,2009.4,1227.1,1190.7,1241.5,1243.9,128.0,136.2,160.2,161.3,20.0,30.2,31.3,31.0,76.8,66.8,9.9,5878.7,5118.0,760.6,5991.6,5216.3,775.3
Vopnafjordur,28,20,65.9,77.9,1991.9,1994.8,1994.2,1995.1,802.4,1094.7,1119.8,1082.6,89.5,115.4,160.5,163.4,24.0,28.3,26.8,28.7,31.0,28.3,2.6,2332.6,2133.6,199.0,2377.4,2174.6,202.8
Thorshofn,28,25,79.6,82.3,1995.8,1996.6,1998.2,1998.7,814.0,1159.9,1129.3,1061.5,90.0,131.1,169.3,162.5,15.0,22.4,20.8,23.0,29.7,27.9,1.9,2245.0,2105.8,139.2,2288.1,2146.2,141.9
Bildudalur,21,17,61.2,87.1,2002.9,2002.5,2004.2,2004.1,1057.9,1097.8,1097.0,1098.3,126.0,134.4,139.1,139.2,29.0,52.3,38.9,37.3,16.9,16.2,0.7,1270.8,1220.2,50.6,1295.2,1243.6,51.6
Akranes,13,5,72.5,105.0,2004.6,1997.6,2006.6,2006.6,1140.9,1191.6,1170.0,1170.1,96.0,120.0,101.6,101.7,16.0,22.6,17.5,17.4,23.6,23.3,0.3,1812.2,1788.5,23.7,1847.0,1822.9,24.1
Isafjordur,11,11,215.8,60.6,1992.1,1992.1,1991.0,1995.0,1010.1,2129.1,1145.5,1365.0,71.0,229.5,374.4,608.0,8.0,206.1,371.2,648.8,64.7,53.3,11.4,4970.7,4108.8,861.9,5066.1,4187.7,878.4
Saudarkrokur,10,5,41.0,49.7,2001.3,1996.8,2005.8,2005.5,858.8,875.2,899.4,890.8,74.0,85.4,87.7,86.9,52.5,41.9,88.2,83.4,10.1,7.3,2.8,773.8,560.2,213.6,788.6,570.9,217.7
Grimsey,9,9,12.9,8.3,1997.9,1997.9,1997.1,2000.9,764.2,781.4,800.4,779.1,74.0,85.2,84.7,83.9,15.0,19.4,14.4,14.5,6.7,6.4,0.3,504.4,485.0,19.4,514.1,494.3,19.8
Thingeyri,8,3,18.2,24.2,1992.1,1998.3,1998.1,1999.7,957.7,959.9,911.6,923.9,90.0,93.2,93.5,93.0,23.0,21.3,38.7,34.9,5.5,5.1,0.4,418.3,387.5,30.8,426.3,394.9,31.4
Patreksfjordur,7,3,12.4,17.7,1990.3,1994.7,1992.6,1993.3,986.2,1043.6,1033.7,1043.6,104.0,103.3,105.0,104.7,14.0,20.3,25.3,24.4,4.7,4.4,0.3,356.6,333.9,22.7,363.5,340.3,23.2
Dalvik,6,5,17.4,13.9,2003.2,2000.4,2007.4,1999.7,1377.7,1371.6,1484.3,1292.6,185.0,193.6,255.6,202.9,5.5,8.1,8.7,8.6,5.4,5.3,0.1,407.6,403.6,4.0,415.4,411.4,4.0
Djupivogur,6,6,8.7,7.3,1999.0,1999.0,2010.2,2009.5,579.7,917.5,1078.3,814.8,88.5,118.0,222.0,166.6,40.0,258.5,107.7,85.8,6.8,5.2,1.6,511.5,392.4,119.1,521.3,400.0,121.3
Gardabaer,5,5,14.7,5.2,1989.2,1989.2,1997.1,1995.2,1945.9,2477.7,1202.3,1320.2,271.0,235.4,279.1,299.2,28.0,375.4,190.7,304.7,12.1,7.4,4.7,909.4,553.9,355.5,926.8,564.5,362.3
Skerjafjordur,5,5,40.0,44.9,1992.4,1992.4,1999.2,2002.1,1278.5,1329.6,1486.1,1472.8,186.0,554.8,204.0,193.5,26.0,134.2,321.1,392.7,25.0,14.7,10.4,1889.1,1110.5,778.5,1925.3,1131.9,793.5
Siglufjordur,4,3,57.2,10.4,2000.2,1996.7,2012.1,2012.8,689.9,1496.6,829.0,1111.4,60.0,260.8,187.6,359.0,7.5,20.8,6.4,5.1,11.6,10.5,1.1,891.7,805.7,86.0,908.8,821.1,87.7
