Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Reykjavik,321,96,5015.0,2946.0,2003.0,2001.1,2003.3,2005.0,1202.1,1487.1,1058.9,1217.2,91.0,161.8,99.1,114.0,30.0,49.4,37.8,46.4,1383.3,1246.5,136.8,105918.2,95471.0,10447.3,107951.9,97304.0,10647.8
Grundartangi,269,84,3332.4,4682.2,2003.1,2004.6,2006.9,2007.2,1216.0,1839.9,1352.5,1457.6,124.0,197.7,229.4,245.5,14.0,64.1,87.8,97.5,742.9,707.9,35.0,56904.8,54260.5,2644.3,57997.3,55302.3,2695.1
Eskifjordhur,119,63,2297.7,3682.0,2003.9,2001.0,2012.0,2012.9,973.5,1540.6,2313.8,2717.6,87.0,158.0,571.9,622.0,79.0,88.8,156.7,159.4,342.7,285.3,57.4,26167.0,21830.1,4336.9,26669.4,22249.3,4420.1
Hafnarfjordur,100,68,802.2,622.6,1997.2,1995.8,1997.7,1999.7,1195.6,2694.9,1770.2,1421.7,114.5,332.4,564.9,398.9,27.0,245.3,456.3,275.8,275.0,206.4,68.6,20813.9,15648.5,5165.4,21213.5,15949.0,5264.5
Seydisfjordur,85,28,1103.0,206.3,1999.9,1994.8,2000.1,2000.9,296.0,719.1,444.1,473.3,21.0,84.9,47.9,81.8,22.0,44.7,16.0,17.8,249.2,214.7,34.6,19041.5,16431.0,2610.5,19407.1,16746.4,2660.7
Thorlakshofn,82,27,1084.0,542.9,1996.2,1997.8,1996.1,1996.5,1184.7,1195.6,1093.0,1093.4,80.0,152.3,82.6,95.6,17.0,34.2,18.0,21.9,240.6,222.5,18.1,18340.9,16965.6,1375.3,18693.1,17291.3,1401.8
Akureyri,81,60,1512.3,436.9,2001.5,1998.9,2007.3,2006.0,1073.3,1490.1,890.7,1062.2,98.0,195.6,203.0,291.4,14.0,47.1,22.3,34.0,349.1,327.2,21.9,26729.6,25049.4,1680.2,27242.8,25530.3,1712.5
Straumsvik,70,19,1258.5,2002.2,2000.6,2009.1,2008.1,2008.2,1215.5,2480.8,2361.4,2425.7,102.0,229.0,283.7,287.7,71.0,128.8,165.7,167.6,216.5,195.6,20.9,16592.8,15015.3,1577.4,16911.3,15303.6,1607.7
Neskaupstadur,62,40,264.3,220.8,1998.0,1996.2,2000.9,2002.1,808.7,945.5,1179.8,1120.2,86.0,153.8,242.8,238.6,30.5,59.3,197.5,267.0,106.1,80.6,25.5,8012.2,6090.8,1921.4,8166.0,6207.8,1958.3
Kopavogur,58,32,583.2,496.2,1997.9,1995.4,1997.9,2003.4,948.7,2320.0,1306.1,1099.1,103.0,394.3,451.7,310.9,15.0,44.5,26.4,20.2,193.9,178.2,15.7,14741.3,13551.2,1190.0,15024.3,13811.4,1212.9
Faskrudsfjordur,46,34,136.4,120.1,1998.3,1997.8,2001.1,2001.2,866.5,1370.7,1523.6,1370.7,105.5,184.7,683.4,532.9,35.5,60.0,47.2,45.3,69.2,61.9,7.3,5206.0,4660.2,545.8,5306.0,4749.7,556.3
Vestmannaeyjar,46,43,256.7,122.9,1993.6,1994.5,1991.3,1996.3,1035.5,1256.0,1066.0,1046.2,103.5,185.7,190.6,205.1,12.0,160.7,123.4,163.2,120.4,100.9,19.6,9128.3,7655.0,1473.3,9303.5,7801.9,1501.6
Helguvik,37,19,1173.4,1933.6,2003.5,2007.4,2010.6,2010.7,1246.1,2313.2,2897.7,2994.4,139.0,205.3,306.8,310.6,31.0,30.2,42.8,43.2,169.7,154.2,15.6,13068.4,11865.2,1203.2,13319.3,12093.0,1226.3
Djupivogur,27,20,179.2,39.5,1989.6,1993.0,1998.7,1995.5,473.6,603.0,644.7,556.9,48.0,80.5,60.3,65.2,6.0,10.5,8.1,8.4,45.1,41.1,4.0,3465.9,3157.8,308.1,3532.5,3218.4,314.0
Husavik,27,25,182.6,265.6,2001.9,2001.8,2006.4,2006.6,1433.6,1666.7,1445.4,1459.6,136.0,388.0,188.1,178.4,32.0,42.3,53.9,55.1,75.3,71.5,3.8,5697.9,5410.3,287.5,5807.3,5514.2,293.1
Hornafjordur,20,18,46.4,49.2,1987.0,1987.4,1994.1,1996.8,967.6,1024.5,1088.6,1134.6,136.0,140.8,162.8,154.5,14.5,30.7,41.4,50.7,23.7,21.1,2.5,1784.9,1594.1,190.8,1819.2,1624.7,194.5
Reydarfjordur,19,18,75.0,87.0,2000.3,2000.2,2001.7,2002.5,936.7,1051.6,1073.1,1044.3,102.0,123.5,144.0,118.9,35.0,66.4,57.5,45.0,31.0,25.3,5.7,2343.2,1913.0,430.2,2388.2,1949.7,438.5
Thorshofn,15,12,35.3,37.5,1992.3,1994.2,1990.7,1991.6,850.8,965.9,840.4,829.8,99.0,306.7,251.5,231.6,25.0,44.0,33.8,34.9,18.7,16.7,2.0,1410.7,1257.0,153.6,1437.7,1281.2,156.6
Vopnafjordur,14,10,33.1,37.4,1992.0,1991.9,1993.0,1994.1,952.8,1008.4,1034.3,997.3,119.0,108.6,127.0,127.0,25.0,30.4,28.7,29.7,19.8,17.7,2.0,1486.3,1332.8,153.5,1514.8,1358.4,156.4
Isafjordur,13,13,315.5,53.4,1993.8,1993.8,1993.5,1995.2,1206.6,1892.7,1270.3,1368.0,108.0,276.9,175.8,350.2,8.0,96.9,20.9,42.5,92.4,87.3,5.1,7117.1,6728.5,388.7,7253.8,6857.6,396.1
Saudarkrokur,12,8,38.0,40.6,1993.2,1992.6,1998.3,2000.4,877.9,844.5,818.7,803.4,89.5,88.0,87.5,86.9,12.0,27.2,71.7,74.9,13.4,11.3,2.1,1017.2,858.8,158.5,1036.8,875.2,161.5
Akranes,10,3,65.6,95.3,2005.8,1998.3,2006.7,2006.7,1211.4,1462.2,1260.2,1261.8,106.0,202.8,130.0,130.5,46.0,43.3,49.7,49.7,23.2,22.4,0.8,1766.0,1705.9,60.1,1799.9,1738.6,61.3
Siglufjordur,8,7,28.1,16.1,1988.0,1988.6,1993.9,1993.2,884.1,1442.8,1431.2,1126.8,96.5,245.6,508.9,327.1,16.5,35.4,25.4,24.1,15.1,13.1,1.9,1137.3,994.0,143.3,1159.2,1013.1,146.1
Skerjafjordur,8,6,53.1,60.5,1994.5,1991.7,1998.7,2001.3,1069.7,1509.5,1009.1,938.7,102.0,164.2,110.7,103.3,17.0,81.5,49.1,27.3,15.4,13.7,1.8,1172.7,1040.9,131.8,1195.2,1060.9,134.3
Patreksfjordur,7,4,11.5,12.4,1989.6,1991.5,1990.0,1989.9,1038.7,844.4,844.6,912.0,121.0,104.8,112.9,124.4,18.0,20.6,18.9,17.9,4.5,4.0,0.5,339.8,304.3,35.4,346.3,310.2,36.1
Bildudalur,7,3,10.9,14.8,1993.7,2002.7,1995.4,1995.9,991.8,860.1,917.3,917.4,112.0,90.0,104.9,104.5,12.0,25.7,18.2,18.6,3.9,3.8,0.1,294.9,288.6,6.3,300.6,294.2,6.4
Grindavik,6,6,25.1,35.1,1998.7,1998.7,2003.1,2003.7,1759.7,1631.0,1658.8,1651.7,192.5,178.7,214.3,215.1,72.0,94.7,76.0,70.4,8.4,7.5,0.9,634.4,564.5,69.9,646.6,575.3,71.2
Dalvik,5,5,11.8,13.4,1993.0,1993.0,1994.1,1995.6,866.1,966.7,1001.7,914.9,97.0,97.8,106.2,101.3,1.0,4.6,3.1,3.2,5.4,5.3,0.1,406.3,402.0,4.3,414.1,409.7,4.4
Gardabaer,5,5,43.2,13.5,1981.4,1981.4,1983.5,1983.3,1743.1,2147.1,3825.6,3650.8,310.0,455.2,799.1,791.7,7.0,31.2,10.2,10.4,11.2,10.5,0.7,838.1,789.3,48.8,854.2,804.4,49.8
Raufarhofn,4,4,6.8,6.0,2002.0,2002.0,2005.3,2007.2,800.8,827.8,866.3,874.6,98.0,98.5,105.0,103.9,0.0,6.2,4.6,1.8,2.1,2.0,0.1,155.8,151.1,4.7,158.8,154.0,4.8
Borgarfjordur Eystri,3,3,3.1,3.8,1990.0,1990.0,1996.3,2000.9,723.1,1083.1,1032.2,815.7,95.0,262.3,371.5,203.1,5.0,24.3,33.8,15.7,2.8,2.6,0.2,207.1,193.6,13.4,211.0,197.3,13.7
Njardvik,3,3,6.0,8.5,2002.0,2002.0,1993.0,1993.1,1215.7,819.8,1158.5,1195.4,125.0,101.0,133.0,132.5,45.0,45.3,36.4,37.0,2.0,1.8,0.2,149.7,133.8,16.0,152.6,136.3,16.3
Thingeyri,3,2,6.4,8.3,1991.3,1995.0,1995.7,1997.6,928.7,912.5,905.7,895.8,109.0,110.0,109.2,105.7,6.0,9.0,9.3,10.0,1.9,1.9,0.1,146.5,142.7,3.8,149.3,145.4,3.9
Olafsvik,3,3,12.6,18.1,1976.0,1976.0,2005.3,2006.9,1063.4,1598.4,2645.8,2831.2,285.0,343.7,287.7,286.2,22.0,32.0,23.2,22.5,4.9,4.7,0.2,375.0,359.4,15.6,382.2,366.3,15.9
Budardalur,2,2,1.5,2.1,1980.5,1980.5,1980.6,1980.5,633.3,633.3,629.9,631.2,71.5,71.5,71.4,71.5,72.5,72.5,70.9,72.0,0.8,0.8,0.1,62.7,57.9,4.9,64.0,59.0,5.0
Grundarfjordur,2,2,31.2,8.4,2000.5,2000.5,2008.6,1997.8,1298.1,1298.1,904.1,1254.4,122.5,122.5,78.8,136.9,6.0,6.0,7.5,5.5,6.0,5.7,0.4,463.8,435.9,27.9,472.7,444.2,28.5
Grimsey,2,2,24.4,2.5,1987.5,1987.5,1993.5,1992.1,1436.9,1436.9,1379.9,1392.2,169.5,169.5,140.6,147.3,12.0,12.0,6.5,7.8,10.7,10.1,0.6,821.1,774.9,46.2,836.8,789.8,47.0
Rif,2,2,2.6,1.1,1981.5,1981.5,1978.0,1978.3,2713.4,2713.4,2345.3,2229.1,780.0,780.0,1144.7,1111.9,57.0,57.0,53.7,54.0,4.8,4.6,0.2,362.7,344.0,18.7,369.7,350.6,19.0
Drangsnes,1,1,1.1,1.6,1991.0,1991.0,1991.0,1991.0,524.1,524.1,524.1,524.1,59.0,59.0,59.0,59.0,76.0,76.0,76.0,76.0,0.4,0.3,0.0,26.3,24.0,2.3,26.8,24.4,2.4
Talknafjordur,1,1,6.3,6.2,1991.0,1991.0,1991.0,1991.0,1739.0,1739.0,1739.0,1739.0,164.0,164.0,164.0,164.0,83.0,83.0,83.0,83.0,3.7,2.6,1.0,278.1,199.5,78.6,283.4,203.3,80.1
Sandgerdi,1,1,1.4,1.3,1987.0,1987.0,1987.0,1987.0,565.9,565.9,565.9,565.9,49.0,49.0,49.0,49.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,72.4,71.9,0.5,73.8,73.3,0.5
Kopasker,1,1,4.4,3.7,2005.0,2005.0,2005.0,2005.0,1526.0,1526.0,1526.0,1526.0,642.0,642.0,642.0,642.0,20.0,20.0,20.0,20.0,2.1,2.0,0.1,158.5,153.9,4.6,161.5,156.8,4.7
Keflavik,1,1,0.4,0.1,2006.0,2006.0,2006.0,2006.0,500.6,500.6,500.6,500.6,58.0,58.0,58.0,58.0,143.0,143.0,143.0,143.0,0.7,0.4,0.2,49.4,30.7,18.7,50.3,31.3,19.0
Stykkisholmur,1,1,14.0,1.3,2015.0,2015.0,2015.0,2015.0,1899.8,1899.8,1899.8,1899.8,228.0,228.0,228.0,228.0,11.0,11.0,11.0,11.0,6.0,5.8,0.2,449.2,433.9,15.3,457.8,442.2,15.6
Bakkafjorddur,1,1,39.0,4.4,2011.0,2011.0,2011.0,2011.0,1201.2,1201.2,1201.2,1201.2,91.0,91.0,91.0,91.0,7.0,7.0,7.0,7.0,6.3,6.0,0.4,482.7,454.6,28.1,491.9,463.4,28.6
