Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,63531,1456,46749.5,75488.6,2008.3,2005.6,2006.5,2007.5,236.1,369.4,393.0,369.2,25.0,45.4,156.8,138.4,17.0,44.2,68.8,58.1,21282.3,16880.2,4402.1,1610897.6,1279085.2,331812.4,1641826.8,1303643.6,338183.2
Oil tanker,48591,655,96969.2,172186.7,2007.3,2008.4,2009.3,2009.3,231.7,430.9,457.8,459.3,24.0,48.2,114.6,118.0,12.0,32.2,43.7,43.8,35324.8,23923.3,11401.4,2683816.1,1818138.6,865677.5,2735345.3,1853046.8,882298.5
Bulk carrier,31848,1921,143395.7,246196.3,2004.8,2009.9,2008.7,2008.9,235.4,441.8,469.5,464.3,24.0,68.0,173.8,171.7,16.0,80.6,94.2,94.1,19122.6,14877.0,4245.7,1472048.1,1147086.1,324962.0,1500311.4,1169110.1,331201.2
Chemical tanker,31665,693,23706.6,39192.3,2008.5,2008.6,2009.6,2009.6,225.0,441.7,447.9,432.9,24.0,44.4,108.0,107.9,12.0,31.2,95.2,96.3,18211.9,12044.7,6167.2,1386286.8,920315.9,465970.9,1412903.5,937985.9,474917.5
Container,21108,773,78894.3,94865.6,2006.5,2007.2,2007.5,2007.5,208.7,258.4,251.3,248.7,18.0,23.3,49.5,48.7,7.0,13.3,23.1,20.9,16369.7,13638.9,2730.8,1259190.2,1050970.4,208219.8,1283366.6,1071149.0,212217.6
Liquefied gas tanker,20072,376,41117.9,35137.7,2004.5,2007.6,2008.2,2007.9,223.9,671.6,808.1,687.7,23.0,75.0,246.3,222.7,12.0,31.3,94.3,87.6,16986.6,10667.7,6318.8,1245585.8,772715.4,472870.4,1269501.0,787551.5,481949.5
Ferry-RoPax,14966,96,62987.6,27032.9,2005.3,2004.7,2007.3,2007.2,252.4,1074.5,424.6,427.4,14.0,76.3,104.9,89.2,9.0,28.8,28.6,27.1,28082.8,22058.0,6024.8,2156023.8,1695936.3,460087.5,2197419.5,1728498.3,468921.2
Vehicle,12481,539,110372.0,41156.1,2006.7,2007.0,2006.8,2006.5,255.9,297.1,344.1,345.7,19.0,26.9,56.3,55.1,6.0,11.9,25.8,26.9,14996.4,12834.5,2161.9,1157934.5,992009.6,165925.0,1180166.9,1011056.2,169110.7
Ro-Ro,11183,72,52558.1,31171.3,2008.1,2006.2,2009.2,2009.0,391.5,465.0,487.8,498.0,22.0,29.9,43.8,47.1,6.0,12.1,23.7,25.4,20214.7,17008.2,3206.4,1562180.1,1314914.5,247265.6,1592174.0,1340160.9,252013.1
Service - tug,5015,94,785.7,768.7,2003.0,2002.9,2003.7,2003.3,168.1,671.3,524.2,484.0,22.0,155.6,392.4,372.2,13.0,47.5,189.4,182.4,2225.1,1641.8,583.3,167241.2,123419.9,43821.3,170452.3,125789.5,44662.7
Service - other,2560,134,8925.5,5927.1,2000.0,2001.5,2000.4,1999.0,360.6,2287.0,1578.8,1381.0,36.0,294.1,777.1,888.9,29.0,122.3,399.9,410.8,5132.9,3304.1,1828.8,386111.2,248742.7,137368.5,393524.5,253518.5,140006.0
Miscellaneous - fishing,1698,125,2024.3,1685.6,1994.5,2000.2,2000.1,2000.8,450.6,1966.4,1626.7,1726.7,39.0,199.0,736.4,809.4,24.0,259.9,395.3,400.6,2449.5,1641.0,808.5,183991.8,123267.7,60724.2,187524.5,125634.4,61890.1
Cruise,1014,38,20636.0,2573.7,1997.5,2000.3,2000.9,1998.6,248.8,273.2,343.7,363.2,18.0,20.6,35.6,38.8,8.0,11.1,14.7,16.2,4339.6,3535.6,804.1,335891.8,273699.2,62192.6,342340.9,278954.2,63386.7
Ferry-pax only,831,15,287.8,50.8,1995.6,1999.7,1999.6,1997.9,360.6,4465.8,812.6,1068.7,23.0,370.2,1090.6,1298.4,9.0,58.9,46.5,39.3,553.4,405.3,148.1,41548.9,30430.5,11118.4,42346.7,31014.8,11331.9
Refrigerated bulk,574,84,1559.4,1640.3,1996.2,1997.4,1996.5,1996.9,314.4,425.2,360.8,362.2,23.0,69.7,52.0,53.5,11.5,57.1,39.6,42.1,965.6,643.4,322.2,73329.1,49067.8,24261.4,74737.0,50009.9,24727.2
Offshore,74,16,117.4,108.7,2003.4,2004.2,2005.4,2004.2,355.7,776.7,445.9,493.4,71.0,134.0,265.1,254.4,48.0,78.2,222.4,240.8,105.3,60.6,44.7,7907.3,4549.1,3358.2,8059.1,4636.4,3422.7
Other liquids tankers,1,1,11.3,15.7,2014.0,2014.0,2014.0,2014.0,400.1,400.1,400.1,400.1,53.0,53.0,53.0,53.0,421.0,421.0,421.0,421.0,8.2,0.8,7.4,632.8,59.9,572.9,644.9,61.0,583.9
