Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Yokohama,3646,1111,386256.6,403051.9,2006.5,2006.3,2007.5,2007.8,1324.6,3232.8,3255.5,3227.0,107.0,251.1,325.3,340.8,9.0,27.4,19.2,21.6,43388.5,42529.6,858.9,3296505.1,3232031.3,64473.9,3359798.0,3294086.3,65711.8
Kobe,2326,672,84128.5,90312.8,2005.7,2006.5,2007.3,2007.5,841.2,2049.8,1782.6,1808.5,74.0,176.7,285.6,310.3,8.0,28.5,29.0,36.6,10626.7,10265.5,361.2,820268.0,792730.6,27537.3,836017.1,807951.1,28066.1
Hakata,1863,308,35666.8,21856.4,2004.0,2005.6,2008.2,2007.8,501.4,1405.6,826.2,1032.5,38.0,124.6,164.1,266.6,8.0,34.2,26.4,51.8,5606.2,5187.4,418.9,432699.0,400689.2,32009.8,441006.8,408382.4,32624.4
Nagoya,1844,839,152261.0,125226.0,2007.4,2007.1,2006.5,2007.2,1042.0,2504.3,3089.7,2750.7,89.0,225.4,388.2,405.1,17.0,46.1,42.5,58.8,15502.5,14903.7,598.8,1108412.0,1062566.8,45845.2,1129693.5,1082968.0,46725.5
Osaka,1555,375,20563.6,23504.9,2004.8,2005.2,2006.3,2007.6,775.6,1143.5,978.1,1110.5,55.0,112.7,140.1,160.9,9.0,36.3,23.0,27.9,4067.7,3866.7,201.0,313370.7,298153.3,15217.5,319387.4,303877.8,15509.6
Tokyo,1337,330,194850.0,208322.5,2006.1,2006.3,2008.5,2008.6,1952.5,2880.5,3659.3,3649.0,120.0,194.7,265.8,265.5,10.0,34.2,14.3,14.0,23076.3,22742.0,334.3,1782981.6,1757435.9,25545.7,1817214.9,1791178.7,26036.2
Shimonoseki,1273,372,6574.3,5624.2,1998.3,2002.0,2006.0,2007.4,139.0,801.3,595.4,886.6,15.0,95.9,223.7,337.4,7.0,18.8,30.3,47.2,1323.7,1130.5,193.2,101513.7,86910.0,14603.6,103462.7,88578.7,14884.0
Kawasaki,1145,618,201633.2,254780.9,2006.9,2006.9,2007.9,2008.7,1360.3,3145.3,4676.6,4726.4,141.0,273.8,475.9,507.0,28.0,49.7,40.2,49.1,20058.8,19181.9,876.9,1372710.1,1305871.4,66838.7,1399066.1,1330944.1,68122.0
Mizushima,1113,594,69613.7,106773.2,2006.5,2007.1,2009.0,2009.8,840.3,2109.8,3484.7,3466.6,78.0,216.9,498.4,507.7,30.0,59.5,69.5,81.7,6104.9,5628.6,476.3,462031.5,425701.6,36330.0,470902.5,433875.0,37027.5
Moji,979,192,6632.7,4622.4,1999.6,2003.4,2004.4,2003.6,197.9,979.1,802.7,597.4,24.0,105.2,263.9,200.8,4.0,27.0,24.0,26.3,1199.2,1102.0,97.2,91958.3,84563.1,7395.1,93723.9,86186.7,7537.1
Oita,893,569,143461.1,259827.8,2006.3,2006.8,2010.4,2010.5,864.6,2214.8,4894.6,5092.7,91.0,221.6,643.3,665.0,33.0,51.4,58.5,61.2,9457.5,8981.2,476.3,710996.2,674398.7,36597.5,724647.3,687347.2,37300.1
Kashima Ko,815,567,122045.6,225162.0,2008.8,2008.8,2010.9,2010.9,1861.9,3261.2,4429.2,4497.2,199.0,314.3,566.2,570.1,42.0,72.6,79.3,80.2,8719.2,8230.7,488.5,674313.8,636709.2,37604.6,687260.6,648934.0,38326.6
Sakaisenboku,763,431,99522.9,81981.0,2007.4,2006.8,2009.4,2009.8,1036.9,2313.6,3834.3,3765.2,110.0,188.4,396.7,431.4,24.0,38.5,26.0,29.8,10246.1,9884.0,362.1,680060.8,652179.3,27881.4,693118.0,664701.2,28416.8
Fukuyama,740,386,42538.8,80303.3,2005.3,2005.2,2009.0,2009.0,826.7,1471.1,2873.2,3013.3,89.5,175.8,424.0,429.0,71.0,99.7,164.9,167.0,3013.7,2736.5,277.2,232672.0,211481.4,21190.6,237139.3,215541.8,21597.5
Yokkaichi,677,396,160779.0,236996.6,2007.2,2008.3,2006.9,2008.1,1395.4,3345.4,5266.8,5425.9,139.0,295.6,512.1,528.5,26.0,69.3,62.4,73.2,14148.2,13208.2,940.0,1005619.3,933196.3,72422.9,1024927.2,951113.7,73813.5
Tonda,673,294,32222.5,54749.8,2006.0,2007.9,2010.5,2010.6,1245.6,2347.9,3221.3,3325.9,109.0,215.5,396.8,397.8,44.0,57.9,71.5,72.2,3586.2,3151.6,434.6,276721.1,243691.7,33029.4,282034.1,248370.6,33663.5
Ichihara,551,368,152443.3,223104.3,2008.2,2008.2,2008.2,2008.2,3007.4,3940.0,4596.5,5086.0,243.0,344.4,456.1,501.4,25.0,47.2,40.9,44.6,13361.0,12605.6,755.4,941601.3,884122.0,57479.3,959680.0,901097.1,58582.9
Shimizu,526,204,22596.4,26292.2,2006.2,2005.9,2008.6,2008.6,621.9,3386.9,2935.8,2917.3,57.0,365.0,468.6,495.6,9.0,94.2,38.1,40.8,3261.7,3002.6,259.1,237597.6,218068.6,19529.0,242159.4,222255.5,19903.9
Chiba,509,353,43385.9,65161.9,2006.3,2006.9,2009.3,2009.5,1493.1,2826.9,3543.3,3643.5,164.0,279.9,469.1,486.0,26.0,63.6,68.4,80.6,3981.8,3827.0,154.8,307634.9,295795.1,11839.7,313541.4,301474.4,12067.1
Kisazaru,460,342,141466.9,169908.9,2006.8,2007.4,2008.5,2010.1,3125.1,3380.9,4756.6,4539.9,269.5,300.5,484.9,520.9,70.5,123.8,97.6,142.2,12688.7,12295.4,393.3,843018.4,813072.3,29946.2,859204.4,828683.3,30521.1
Tomakomai Ko,450,258,44024.3,72420.5,2007.0,2006.1,2007.1,2007.0,1317.0,2631.1,4437.2,4631.6,126.5,245.5,518.0,540.7,36.0,60.0,68.7,71.7,3730.9,3441.5,289.5,288263.6,266001.4,22262.2,293798.3,271108.7,22689.6
Hiroshima,447,197,27848.4,10226.8,2002.1,2004.7,2006.8,2006.3,610.2,2434.6,3115.3,2278.1,50.0,190.4,408.1,380.5,12.0,34.1,22.8,23.9,2020.0,1950.5,69.5,151429.8,146217.5,5212.3,154337.2,149024.8,5312.4
Niigata Ko,445,192,41832.0,41977.4,2007.5,2005.0,2005.3,2006.4,712.9,2758.5,3843.7,3740.5,65.0,237.9,496.5,505.9,23.0,56.7,41.8,49.4,4633.3,4515.4,117.9,311663.2,302685.4,8977.8,317647.1,308497.0,9150.1
Ube,419,257,32342.6,60315.3,2004.9,2006.3,2009.8,2009.8,636.3,1703.6,4018.6,4181.7,71.0,173.6,478.0,481.0,39.0,64.8,58.0,57.6,2272.7,2170.4,102.4,175736.1,167936.3,7799.8,179110.3,171160.7,7949.5
Anegasaki,405,280,20701.8,34625.6,2006.0,2006.6,2010.4,2010.5,1188.3,2395.7,3652.8,3730.4,121.0,231.8,486.1,486.3,24.0,39.6,43.9,44.6,2517.7,2249.3,268.3,194378.0,173767.6,20610.5,198110.1,177103.9,21006.2
Tobata,385,312,12733.8,22753.2,2004.8,2005.4,2010.9,2011.0,689.0,1313.3,2296.3,2381.8,108.0,181.9,428.5,435.3,49.0,65.2,94.3,95.0,1160.4,1065.1,95.3,89443.4,82181.8,7261.6,91160.7,83759.7,7401.0
Kitakyushu,369,242,7203.5,6179.0,2003.2,2003.2,2007.3,2006.7,522.0,719.6,1152.5,1184.3,46.0,84.7,222.0,267.9,3.0,10.1,23.8,33.4,978.5,944.5,34.0,69497.3,66883.4,2613.9,70831.7,68167.6,2664.1
Sendai,359,150,17891.3,20270.5,2005.6,2005.1,2007.8,2008.8,1178.9,2725.1,3471.0,3327.8,97.0,277.6,426.7,435.5,22.0,57.2,51.8,55.3,2537.2,2329.2,208.0,182903.1,168386.7,14516.4,186414.9,171619.7,14795.2
Naha,346,102,14559.5,6457.1,2006.0,2006.0,2006.6,2006.3,654.9,1341.8,828.8,1251.2,44.0,106.2,98.0,168.7,11.0,51.7,84.5,170.2,2627.9,2263.0,364.9,201506.6,174702.4,26804.2,205375.6,178056.7,27318.9
Toyamashin,329,131,8871.9,11997.1,1999.5,2001.9,2007.7,2008.4,536.8,1766.4,2595.5,2818.7,64.0,190.7,411.3,433.6,38.0,61.4,91.1,91.2,1058.2,955.6,102.6,78716.4,70933.8,7782.6,80227.8,72295.8,7932.0
Kinuura,316,180,33360.5,55393.0,2007.0,2008.8,2011.6,2011.6,2563.1,3559.1,4288.0,4291.2,247.0,359.1,551.0,550.4,69.0,85.6,97.9,98.3,2727.3,2621.1,106.3,210841.1,202682.6,8158.5,214889.3,206574.2,8315.1
Higashi-Harima,301,200,44079.6,77143.6,2007.7,2008.2,2010.9,2011.1,2775.4,2847.6,3942.7,4086.5,280.0,299.8,549.2,563.3,92.0,101.4,150.6,162.7,2949.8,2800.1,149.7,228232.6,216694.0,11538.6,232614.6,220854.5,11760.2
Izumi,293,250,25418.3,40020.6,2005.8,2006.0,2008.2,2008.2,597.6,1280.5,2416.2,2717.3,51.0,130.5,522.4,566.6,9.0,16.6,32.5,36.2,1950.6,1856.3,94.3,149975.4,142725.3,7250.2,152855.0,145465.6,7389.4
Shibushi Wan,285,181,17794.4,30391.6,2004.4,2007.3,2010.4,2010.5,946.1,3179.7,4043.5,4287.8,94.0,293.5,588.3,591.7,39.0,97.1,121.3,126.5,1666.0,1536.0,130.0,128638.8,118657.7,9981.1,131108.7,120935.9,10172.7
Kanda,285,208,27386.2,14679.4,2007.8,2007.4,2007.7,2008.6,809.8,2451.7,3031.4,2729.9,153.0,232.6,429.6,459.9,41.0,48.6,32.8,60.0,1775.7,1722.5,53.2,137359.2,133279.1,4080.1,139996.5,135838.1,4158.4
Fukushima (Nagasaki),283,101,17609.8,29904.1,2009.2,2006.8,2010.8,2010.8,542.1,2881.0,3237.8,3436.5,38.0,246.8,414.0,411.6,20.0,58.9,58.0,60.9,1436.4,1323.8,112.5,111092.5,102431.8,8660.7,113225.5,104398.5,8827.0
Kure,275,182,18389.2,34107.5,2005.8,2007.4,2009.9,2009.9,769.0,1996.1,3731.9,3898.4,83.0,228.1,646.7,658.0,36.0,81.2,178.3,181.4,1306.7,1223.0,83.7,100930.5,94523.4,6407.0,102868.3,96338.3,6530.0
Mishima,271,91,17035.2,23625.7,2003.0,2006.8,2009.9,2009.9,656.9,2446.3,3635.3,3714.7,63.0,226.3,434.8,432.9,22.0,82.4,154.5,152.4,1432.2,1324.0,108.3,110744.3,102418.6,8325.7,112870.6,104385.0,8485.6
Kanazawa,253,53,1509.0,1217.2,2001.7,2004.9,2004.5,2003.6,387.0,842.4,690.6,616.8,33.0,78.2,164.6,118.4,8.0,19.1,14.9,15.6,292.9,266.3,26.6,22541.3,20528.2,2013.1,22974.1,20922.3,2051.7
Mikawa,252,113,60035.3,21110.8,2003.6,2005.6,2002.5,2003.4,4644.0,3053.1,5506.8,5135.6,320.0,246.0,498.1,496.1,34.0,42.2,39.9,43.5,3645.5,3543.3,102.3,281958.7,274061.1,7897.5,287372.3,279323.1,8049.2
Niihama,251,157,8220.8,13842.0,2008.7,2008.2,2010.1,2010.2,1044.2,1966.9,2591.9,2633.8,102.0,185.9,383.4,383.5,51.0,82.0,100.2,99.8,1037.4,895.8,141.6,79951.3,69182.0,10769.3,81486.4,70510.3,10976.1
Shishimi,245,202,17056.4,20277.5,2008.7,2008.3,2009.6,2009.0,580.6,1206.3,1102.8,1232.7,47.0,128.4,356.1,381.4,7.0,16.4,19.8,25.2,1581.7,1463.0,118.8,118177.5,109148.2,9029.3,120446.5,111243.9,9202.7
