Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,12145,1090,555274.2,626605.8,2005.7,2007.5,2008.2,2008.2,825.5,2079.6,2185.7,2098.7,64.0,140.7,239.8,234.6,7.0,10.3,11.7,11.6,73548.8,72093.7,1455.1,5682874.6,5571988.0,110886.7,5791985.8,5678970.1,113015.7
General cargo,8722,1353,96543.2,139531.9,2002.7,2004.4,2007.5,2007.7,871.6,1802.1,2012.0,2050.4,101.0,181.3,384.8,394.9,39.0,59.5,67.3,67.5,16427.8,14817.6,1610.2,1257840.7,1136585.5,121255.3,1281991.3,1158407.9,123583.4
Bulk carrier,7227,2566,1043225.8,1875750.5,2009.1,2010.2,2010.4,2010.4,3059.9,3448.0,3856.1,3882.6,307.0,356.3,530.9,534.5,68.0,89.1,102.2,102.6,72404.3,68964.5,3439.7,5603585.5,5338027.3,265558.2,5711174.3,5440517.4,270656.9
Chemical tanker,4803,764,78129.1,124745.1,2007.0,2008.5,2009.1,2009.1,796.2,2126.1,2318.6,2356.2,72.0,193.0,494.8,496.4,19.0,34.8,34.5,34.8,15399.3,13585.6,1813.6,1185304.5,1047656.3,137648.3,1208062.4,1067771.3,140291.1
Liquefied gas tanker,2672,537,687963.2,539298.3,2006.4,2008.6,2006.6,2007.2,2430.5,4620.6,4434.7,4513.3,174.0,333.6,425.1,441.9,23.0,27.7,28.3,29.0,79109.3,76422.8,2686.5,5041905.0,4846442.3,195462.7,5138709.6,4939494.0,199215.6
Vehicle,2578,544,424418.4,140227.2,2005.1,2006.8,2006.5,2006.3,1953.7,3181.1,3358.9,3297.4,167.0,235.1,387.8,388.3,11.0,15.9,23.8,23.7,25364.0,24746.1,617.9,1962737.0,1915154.9,47582.0,2000421.5,1951925.9,48495.6
Oil tanker,1702,620,623120.7,1174068.7,2009.2,2009.4,2009.0,2009.0,2582.0,3867.8,5249.0,5325.5,235.5,360.7,539.9,541.5,26.0,41.1,43.5,43.4,44401.7,40850.2,3551.5,3438352.3,3163457.0,274895.2,3504368.6,3224195.4,280173.2
Ferry-RoPax,908,13,3496.7,818.4,1999.6,1998.3,1996.8,1997.8,123.9,540.8,295.5,238.7,11.0,71.7,29.5,26.0,7.0,26.3,14.9,15.0,1098.6,931.3,167.3,83917.0,71286.6,12630.4,85528.2,72655.3,12872.9
Miscellaneous - fishing,875,179,1023.2,732.6,1987.5,1995.1,1997.6,1999.0,127.3,4040.1,1622.7,1735.5,22.0,588.7,1503.1,1448.3,12.0,135.3,234.9,243.4,903.0,797.7,105.3,67871.7,59965.9,7905.8,69174.9,61117.3,8057.6
Cruise,786,46,53733.7,4964.9,2003.7,2000.3,2007.2,2005.4,551.4,911.4,705.1,719.6,40.0,68.1,78.3,87.0,10.0,15.5,11.8,12.1,9123.6,8267.9,855.7,706525.7,640262.8,66262.8,720091.0,652555.9,67535.1
Refrigerated bulk,656,144,9816.5,10637.5,1995.7,1994.7,1996.4,1996.5,1969.9,2164.2,2178.4,2185.0,121.0,251.5,270.8,275.2,20.0,88.3,45.1,46.7,4904.2,4325.6,578.5,373984.6,330476.8,43507.7,381165.1,336822.0,44343.1
Ro-Ro,522,16,4137.3,1663.5,1998.0,1996.8,2001.7,2001.7,503.1,641.8,646.1,650.3,35.0,58.8,57.8,66.4,7.0,20.7,16.1,20.9,1000.8,879.5,121.3,77147.4,67870.9,9276.5,78628.6,69174.0,9454.6
Ferry-pax only,323,11,67.6,18.9,1994.7,1997.2,2000.2,1998.4,460.6,876.0,645.9,674.8,14.0,91.9,64.3,61.8,12.0,23.3,46.7,35.8,189.6,114.4,75.2,14235.5,8587.0,5648.5,14508.8,8751.8,5756.9
Service - tug,245,40,137.2,118.5,2001.7,2001.7,2002.9,2002.8,782.0,1019.2,941.6,964.2,98.0,269.7,375.7,372.8,18.0,46.9,73.6,78.0,221.9,203.5,18.4,16667.2,15289.0,1378.1,16987.2,15582.6,1404.6
Service - other,137,68,1567.1,990.2,1995.6,1997.1,1994.1,1989.6,938.4,2933.5,2723.0,2423.9,125.0,391.5,636.9,614.0,45.0,179.4,466.3,396.7,494.3,406.9,87.4,37381.0,30799.0,6581.9,38098.7,31390.4,6708.3
Offshore,32,20,2304.4,1829.2,2005.1,2004.5,2013.6,2013.6,567.3,2350.5,2580.8,2484.0,160.0,443.8,458.7,397.1,29.5,211.2,38.0,41.4,255.6,240.6,15.0,16053.9,14925.0,1128.9,16362.1,15211.5,1150.6
Other liquids tankers,24,3,111.2,130.4,2003.0,2003.3,2002.4,2002.7,1052.7,1582.1,1344.4,1349.4,97.5,126.8,144.0,142.9,20.0,32.7,35.2,35.4,66.2,54.0,12.2,5129.1,4184.8,944.3,5227.6,4265.2,962.4
