Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,12203,1108,392576.0,448615.1,2005.7,2007.6,2007.8,2007.7,805.1,1193.4,1523.5,1484.9,60.0,82.5,227.4,222.5,13.0,23.4,34.2,33.6,56253.7,52760.5,3493.2,4343536.4,4077410.0,266126.4,4426932.2,4155696.2,271236.0
General cargo,8750,1371,89508.7,128160.7,2002.7,2004.4,2007.7,2007.9,955.3,1682.0,1841.2,1857.4,104.0,170.3,301.1,306.3,28.0,56.2,62.0,61.8,15824.6,14232.8,1591.8,1211579.5,1091249.0,120330.6,1234841.9,1112201.0,122640.9
Bulk carrier,7364,2674,953438.3,1705351.2,2009.2,2010.3,2010.4,2010.5,2832.6,3202.4,3432.5,3434.0,263.0,317.1,422.8,419.2,51.0,90.1,103.9,104.3,61521.6,58046.7,3474.8,4759146.8,4492050.8,267096.0,4850522.5,4578298.2,272224.3
Chemical tanker,4870,814,76637.4,123622.0,2007.1,2008.9,2009.5,2009.6,959.5,2091.8,2200.4,2254.7,81.0,195.9,376.9,382.3,22.0,55.8,73.6,73.8,16169.3,13374.3,2795.0,1242945.2,1029713.2,213232.0,1266809.7,1049483.6,217326.1
Liquefied gas tanker,2709,547,646521.4,501966.3,2006.4,2008.7,2006.5,2007.1,2509.7,3904.0,4090.5,4124.9,172.0,299.7,425.8,442.2,25.0,51.2,102.9,101.7,68182.9,62011.6,6171.4,4356578.1,3928385.5,428192.5,4440224.4,4003810.5,436413.8
Vehicle,2562,548,448152.0,150486.4,2005.1,2006.8,2006.8,2006.6,2623.8,3684.8,3571.0,3567.8,170.0,243.2,371.3,371.1,12.0,16.3,21.7,21.9,27928.6,27207.5,721.2,2161228.5,2105799.9,55428.6,2202724.1,2146231.2,56492.9
Oil tanker,1762,660,486206.7,916052.4,2009.2,2009.3,2009.0,2009.0,1765.6,2765.9,3957.7,4012.8,180.0,257.1,407.1,408.2,26.0,78.7,47.5,47.2,30288.6,26747.5,3541.1,2344890.2,2071190.3,273699.9,2389912.1,2110957.2,278954.9
Ferry-RoPax,911,17,3754.9,896.5,1999.6,1999.3,1996.9,1997.8,129.7,1248.0,316.8,260.7,12.0,142.5,45.7,51.9,13.0,485.6,43.3,42.3,1309.0,1030.7,278.4,99960.3,78976.2,20984.1,101879.5,80492.5,21387.0
Miscellaneous - fishing,879,187,1173.1,817.7,1987.6,1995.0,1997.3,1999.3,266.1,4677.4,1929.0,2004.1,27.0,656.3,1558.5,1501.4,18.0,143.2,171.5,177.9,1044.3,874.0,170.4,78466.5,65673.1,12793.4,79973.0,66934.0,13039.0
Cruise,789,46,55679.3,4980.1,2003.8,2000.3,2008.0,2006.3,532.7,765.2,725.1,717.1,37.0,50.7,46.0,47.9,9.0,13.5,50.0,51.7,9153.4,6489.2,2664.2,708833.2,502488.1,206345.1,722442.8,512135.9,210307.0
Refrigerated bulk,657,143,8414.1,9191.2,1995.8,1994.9,1996.5,1996.5,1868.2,1835.2,1864.8,1889.7,112.0,190.2,206.2,207.1,48.0,96.5,90.7,94.1,4302.8,3406.4,896.4,327930.6,260466.2,67464.4,334226.9,265467.1,68759.7
Ro-Ro,524,18,4311.0,1856.7,1998.0,1997.1,2000.8,2001.0,560.0,1857.5,673.5,723.3,38.0,119.9,87.6,121.3,11.0,34.2,23.9,31.3,1118.5,947.4,171.1,86159.8,73097.2,13062.6,87814.0,74500.6,13313.4
Ferry-pax only,325,12,93.9,43.3,1994.7,1998.9,1999.9,1999.8,473.1,511.6,894.0,1570.7,18.0,36.5,216.5,418.9,7.0,12.0,26.9,21.0,243.2,193.1,50.1,18262.5,14497.5,3765.0,18613.2,14775.8,3837.3
Service - tug,245,47,150.2,124.9,2002.0,2001.8,2003.2,2003.3,778.9,2108.9,1035.0,1031.8,98.0,218.1,397.7,362.5,23.0,168.5,280.7,222.2,247.8,197.3,50.5,18653.2,14861.7,3791.4,19011.3,15147.1,3864.2
Service - other,140,71,1062.4,740.6,1996.5,1998.5,1995.2,1993.2,830.0,2867.0,1964.5,1850.7,98.0,399.0,646.4,573.6,92.0,340.8,309.7,340.0,468.1,367.9,100.2,35361.3,27827.9,7533.5,36040.3,28362.1,7678.1
Offshore,36,24,3791.5,3019.0,2006.7,2008.2,2015.8,2015.8,1208.1,2669.8,4810.3,4603.6,168.0,336.1,478.7,467.5,41.0,94.2,53.4,56.8,378.3,363.2,15.1,24259.7,23127.7,1132.0,24725.5,23571.7,1153.7
Other liquids tankers,24,3,298.4,365.1,2003.0,2003.3,2000.4,2000.7,1322.7,5243.5,3607.3,3779.9,114.0,406.8,573.0,578.8,16.5,35.8,54.4,54.0,92.5,83.4,9.1,7166.1,6460.7,705.4,7303.7,6584.7,719.0
