Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
China,13832,3064,245206.0,251108.8,2005.5,2006.9,2007.8,2008.0,929.8,1190.6,1045.7,1144.4,82.0,134.6,158.3,188.9,12.0,50.8,33.7,45.8,40384.6,36831.1,3553.5,3108355.4,2837743.5,270611.9,3168035.8,2892228.2,275807.6
"Korea, Republic of",13161,2390,82750.8,91680.5,2002.9,2005.7,2007.3,2007.7,401.2,693.5,582.7,620.3,38.0,77.8,134.7,144.3,11.0,40.7,41.0,47.2,15561.9,12909.3,2652.5,1187964.8,986703.3,201261.5,1210773.8,1005648.0,205125.8
Australia,2721,1144,760001.1,1099645.6,2009.4,2009.8,2009.3,2009.9,4234.8,4341.9,4214.8,4203.9,375.0,393.0,388.3,409.0,54.0,76.0,75.3,90.4,57696.4,55853.5,1842.9,4145251.9,4003248.5,142003.4,4224840.8,4080110.9,144729.9
Russian Federation,2421,700,49901.9,63308.1,1999.4,2003.0,2007.4,2007.8,639.6,1018.4,1225.6,1265.1,71.0,139.3,276.2,295.6,30.0,53.0,45.0,53.7,6076.9,5259.8,817.0,448724.5,386473.4,62251.1,457340.0,393893.7,63446.3
"Taiwan, Province of China",2120,726,52708.3,53875.2,2006.8,2007.0,2007.7,2008.3,1117.5,1410.3,1184.7,1268.4,89.0,153.2,179.7,182.5,14.0,50.1,28.6,35.0,8696.6,7977.9,718.7,664995.1,610192.8,54802.3,677763.0,621908.6,55854.5
United States of America,1999,1148,571830.7,616083.3,2008.7,2009.3,2009.5,2010.3,4911.2,6291.7,5948.6,5993.7,406.0,534.0,526.0,572.5,22.0,63.9,40.5,51.9,51637.9,50681.7,956.2,3936036.4,3862320.3,73716.1,4011608.3,3936476.8,75131.4
Philippines,1098,400,34887.4,42681.9,2003.9,2007.1,2006.0,2006.9,1847.1,1965.0,1895.4,1996.5,129.0,198.6,225.0,259.5,21.0,53.6,50.4,61.7,5929.0,5490.0,439.0,453151.2,419880.5,33270.7,461851.7,427942.2,33909.5
Indonesia,968,613,108490.9,158573.0,2007.2,2008.8,2007.1,2008.9,2927.5,3179.1,3048.5,3041.5,261.0,309.6,320.4,329.9,46.0,73.5,64.8,72.6,9886.4,9256.8,629.5,726509.7,678299.1,48210.6,740458.7,691322.5,49136.2
Singapore,752,597,115329.8,141130.4,2008.1,2008.7,2008.4,2009.5,2926.5,3195.6,3168.5,3136.8,246.0,282.6,292.9,311.6,30.0,75.5,73.2,86.9,10297.7,9452.4,845.3,774775.0,713556.1,61218.9,789650.7,727256.4,62394.3
Malaysia,665,310,80190.0,84027.3,2006.9,2008.1,2005.6,2006.5,2802.0,2959.1,3230.2,3236.0,221.0,274.1,311.1,337.3,24.0,51.0,42.4,49.6,10415.7,9840.6,575.1,691048.7,649721.2,41327.5,704316.8,662195.8,42121.0
