Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Yokohama,3071,1150,330900.2,317724.1,2007.6,2006.8,2007.4,2007.9,1286.3,2835.4,2923.2,2858.7,109.0,216.4,309.1,311.0,18.0,39.8,34.9,38.3,33130.1,31697.6,1432.5,2514355.0,2405934.0,108421.0,2562630.6,2452127.9,110502.7
Nagoya,2824,1010,212136.9,235765.6,2006.4,2007.3,2007.4,2008.5,1155.2,2505.6,2697.4,2683.7,89.0,203.9,309.1,314.5,17.0,54.8,65.3,79.1,20067.6,18373.8,1693.7,1477663.5,1354345.0,123318.5,1506034.6,1380348.4,125686.2
Kobe,2816,819,104564.0,115867.7,2005.8,2006.9,2007.8,2008.1,943.7,2006.4,1742.3,1712.3,69.0,162.4,257.5,261.5,15.0,44.2,34.9,42.7,14099.8,13137.8,962.0,1087052.4,1013650.2,73402.2,1107923.8,1033112.3,74811.6
Hakata,1955,309,34731.2,18033.9,2002.5,2005.0,2008.0,2006.8,459.7,1085.2,786.3,830.2,33.0,102.4,116.5,202.3,11.0,50.8,43.6,55.9,5684.4,4450.5,1233.9,438584.5,343652.3,94932.2,447005.3,350250.4,96754.9
Mizushima,1282,652,131040.9,234334.6,2006.8,2007.7,2009.5,2009.8,971.4,2481.7,3963.5,4095.6,89.0,218.8,405.2,410.7,23.5,51.3,54.0,55.0,8889.1,8331.0,558.1,679533.8,636855.7,42678.2,692580.9,649083.3,43497.6
Moji,1281,385,7431.0,8670.0,2001.6,2002.3,2002.7,2003.5,538.7,772.9,648.5,667.8,47.0,73.7,90.8,98.2,13.0,42.7,30.3,28.5,1721.3,1459.3,262.0,131950.8,112141.8,19809.0,134484.2,114294.9,20189.3
Kawasaki,1280,697,156773.9,146213.7,2006.8,2006.4,2007.7,2008.7,1358.5,2935.8,4266.2,3819.4,137.5,247.6,419.6,410.4,25.0,53.6,69.7,73.0,15842.1,14691.8,1150.3,1073289.6,989855.1,83434.6,1093896.8,1008860.3,85036.5
Osaka,1141,318,15308.2,18550.0,2004.0,2005.1,2006.4,2008.3,762.0,1490.3,991.9,1237.3,61.0,148.1,219.8,283.1,16.0,50.6,41.9,46.2,2919.2,2603.2,316.0,224367.5,200436.5,23931.1,228675.4,204284.9,24390.5
Shimonoseki,954,221,9621.7,10663.8,1998.0,2003.4,2007.9,2009.2,273.7,1241.9,831.9,1691.8,19.0,141.9,222.6,342.9,14.0,57.8,68.5,96.3,1413.2,1110.2,303.0,108426.1,85372.0,23054.0,110507.8,87011.2,23496.7
Oita,931,519,42914.3,56228.2,2005.5,2006.2,2008.4,2009.7,750.3,1898.9,3126.5,2964.9,80.0,180.4,398.6,397.7,22.0,58.2,388.5,230.7,4159.3,3633.6,525.8,299939.8,261350.2,38589.6,305698.7,266368.2,39330.5
