Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Miscellaneous - fishing,110,71,1638.9,1183.6,2004.3,2002.7,2004.6,2004.0,7721.3,11832.7,9348.3,9311.0,880.5,1366.1,1773.8,1727.3,117.0,590.9,1139.8,1021.0,551.9,431.6,120.3,41447.7,32417.5,9030.3,42243.5,33039.9,9203.6
Refrigerated bulk,86,50,1485.3,1753.7,1991.3,1991.8,1992.2,1992.1,3927.1,4151.9,3797.4,3784.4,321.0,439.6,603.3,589.5,369.0,396.1,427.6,431.2,1340.0,793.7,546.3,101443.1,60428.1,41015.0,103390.8,61588.4,41802.5
Container,47,11,1327.2,1643.6,2007.4,2007.7,2011.3,2010.9,2186.7,1743.3,1890.7,1822.5,140.0,124.7,171.4,168.8,25.0,42.1,29.0,29.8,305.1,287.5,17.6,23486.7,22167.4,1319.4,23937.7,22593.0,1344.7
General cargo,26,6,275.3,331.8,2009.7,2010.7,2009.9,2009.1,614.9,1340.1,999.7,1047.0,61.0,157.4,164.3,172.4,47.5,55.6,49.9,50.9,46.4,37.3,9.0,3543.9,2865.5,678.5,3612.0,2920.5,691.5
Chemical tanker,21,8,442.1,702.6,2010.0,2010.0,2010.6,2010.8,1803.9,1818.4,1792.5,1782.3,212.0,198.1,219.5,220.8,24.0,24.1,25.9,25.6,92.1,83.6,8.6,7094.9,6440.1,654.9,7231.2,6563.7,667.4
Service - tug,7,5,8.5,5.1,1977.6,1984.0,1974.6,1983.7,2179.5,2604.1,2495.8,2418.6,342.0,437.5,509.8,489.4,66.0,68.5,77.9,83.2,16.5,16.0,0.5,1237.8,1199.1,38.7,1261.6,1222.1,39.5
Service - other,4,4,49.4,26.1,1995.5,1995.5,1990.4,1989.8,2531.8,4173.4,5440.7,5497.2,260.0,536.0,1252.8,1319.7,24.5,42.8,30.3,26.8,19.5,19.1,0.4,1463.6,1433.5,30.1,1491.7,1461.0,30.7
Oil tanker,3,3,37.0,58.0,2001.3,2001.3,2002.4,2002.2,3970.1,3245.4,3579.6,3597.0,467.0,444.7,484.2,483.3,20.0,32.0,26.3,25.0,12.9,12.1,0.8,981.2,919.4,61.9,1000.1,937.0,63.0
Cruise,1,1,3.8,0.7,1990.0,1990.0,1990.0,1990.0,562.5,562.5,562.5,562.5,41.0,41.0,41.0,41.0,31.0,31.0,31.0,31.0,1.1,0.7,0.4,83.3,50.8,32.5,84.9,51.8,33.1
Bulk carrier,1,1,26.0,42.5,2007.0,2007.0,2007.0,2007.0,1305.2,1305.2,1305.2,1305.2,116.0,116.0,116.0,116.0,43.0,43.0,43.0,43.0,2.9,2.8,0.1,223.4,213.3,10.1,227.7,217.4,10.3
