Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,234,26,1361.3,1767.4,2007.0,2007.1,2007.1,2007.0,555.6,561.5,502.6,506.3,48.5,45.6,60.3,60.2,19.0,17.2,26.7,26.3,353.6,296.4,57.2,27078.0,22771.3,4306.7,27597.9,23208.5,4389.3
General cargo,147,61,680.6,962.7,2000.4,2002.9,2005.7,2005.9,572.1,1050.7,994.0,997.3,66.0,116.0,207.8,206.7,45.0,47.3,50.4,51.1,184.5,165.6,18.9,14142.1,12720.4,1421.7,14413.6,12964.6,1449.0
Oil tanker,108,8,382.5,571.6,2007.8,2006.6,2006.9,2007.0,578.3,553.8,576.8,577.5,58.0,60.6,94.9,94.3,34.0,37.1,45.0,45.1,187.3,124.9,62.4,14248.0,9546.4,4701.7,14521.6,9729.7,4791.9
Bulk carrier,84,46,2609.5,4116.3,2001.1,2008.0,2008.1,2008.1,580.4,2961.4,2645.0,2700.5,80.0,345.4,520.1,525.5,44.5,80.8,33.5,32.2,276.8,264.2,12.5,21328.8,20383.9,944.9,21738.3,20775.2,963.1
Refrigerated bulk,54,17,874.7,986.3,1997.9,1996.1,1997.6,1997.6,1684.9,1480.1,1456.1,1456.4,109.5,93.0,141.9,141.8,28.0,37.3,45.2,44.7,352.6,303.2,49.4,26919.0,23207.5,3711.5,27435.9,23653.1,3782.8
Chemical tanker,47,11,143.5,215.6,2007.0,2007.5,2006.5,2006.6,278.2,623.6,567.7,559.5,35.0,53.2,90.6,88.8,42.0,35.3,37.0,37.7,63.6,41.6,22.0,4844.6,3190.4,1654.2,4937.6,3251.6,1686.0
Liquefied gas tanker,32,2,59.5,60.6,2010.6,2010.5,2010.7,2010.6,556.8,502.0,498.7,498.6,44.0,44.2,45.9,45.9,24.5,25.0,25.8,25.8,36.4,25.3,11.1,2783.7,1945.6,838.1,2837.1,1982.9,854.2
Vehicle,24,2,185.8,59.2,2003.0,2003.0,2005.1,2003.8,523.5,379.5,515.5,520.0,36.0,32.5,61.9,68.0,8.0,8.2,20.6,24.2,34.5,31.3,3.2,2653.1,2410.6,242.5,2704.1,2456.9,247.2
Service - other,15,10,90.0,42.6,1998.0,2006.7,2011.8,2011.6,884.7,9103.7,5118.4,3196.7,290.0,887.2,1776.9,1789.5,36.0,375.0,1681.9,1296.0,91.4,81.6,9.9,6864.7,6124.3,740.4,6996.5,6241.8,754.6
Offshore,15,8,31.8,39.8,1997.2,1993.9,2006.1,2006.0,877.6,2926.7,2539.3,2671.7,116.0,690.8,1005.8,1002.2,42.0,188.1,307.3,323.7,44.9,38.9,5.9,3368.1,2922.9,445.2,3432.8,2979.0,453.8
Miscellaneous - fishing,9,1,1.5,1.4,1986.0,1986.0,1986.0,1986.0,102.8,102.8,169.8,169.8,51.0,51.0,60.4,60.4,9.0,9.0,23.3,23.3,1.1,0.8,0.3,81.3,60.3,21.0,82.8,61.5,21.4
Service - tug,6,6,20.5,16.9,2005.3,2005.3,2003.3,2002.9,1516.7,2079.5,3007.5,3078.2,181.0,283.2,471.6,463.9,220.5,941.8,496.4,509.1,23.6,18.4,5.2,1772.8,1380.9,391.9,1806.8,1407.4,399.4
Cruise,1,1,8.9,1.2,2018.0,2018.0,2018.0,2018.0,889.9,889.9,889.9,889.9,106.0,106.0,106.0,106.0,23.0,23.0,23.0,23.0,2.3,1.9,0.4,169.5,140.9,28.6,172.7,143.6,29.1
