Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,232,25,1217.5,1568.0,2007.1,2007.3,2007.9,2007.8,550.6,470.5,453.9,453.2,37.5,36.8,41.4,41.4,21.0,21.9,23.0,23.0,296.2,235.0,61.2,22660.4,18054.7,4605.8,23095.5,18401.3,4694.2
General cargo,153,62,541.8,792.0,2000.7,2003.1,2005.7,2005.8,241.8,967.4,750.5,777.8,31.0,123.9,206.9,214.1,34.0,73.0,103.0,104.9,136.0,111.4,24.6,10369.2,8517.2,1852.0,10568.3,8680.7,1887.6
Oil tanker,107,8,456.4,682.9,2007.9,2006.6,2006.6,2006.7,665.3,639.3,695.1,697.0,75.0,73.4,105.5,104.1,34.0,30.3,53.6,52.8,207.7,139.7,68.1,15788.1,10658.7,5129.4,16091.2,10863.3,5227.9
Bulk carrier,80,43,1505.1,2376.5,2001.0,2007.7,2008.4,2008.3,575.8,1749.2,1612.0,1643.8,98.5,215.5,299.2,300.0,111.5,119.2,141.1,141.3,181.6,156.0,25.6,13945.0,12017.5,1927.5,14212.7,12248.3,1964.5
Refrigerated bulk,53,17,2224.0,2518.9,1997.9,1996.1,1998.3,1998.3,4040.4,3241.8,3760.5,3780.5,231.0,204.4,235.3,235.7,34.0,31.8,39.1,38.9,842.3,786.1,56.2,64323.6,60104.0,4219.5,65558.6,61258.0,4300.6
Chemical tanker,46,11,143.4,216.5,2007.0,2007.5,2006.4,2006.4,545.2,715.4,578.4,573.2,56.0,66.2,80.9,80.4,34.0,31.5,41.5,41.8,60.5,39.8,20.7,4603.4,3045.7,1557.7,4691.8,3104.2,1587.6
Liquefied gas tanker,32,2,68.6,69.9,2010.6,2010.5,2010.6,2010.6,598.2,608.5,574.7,574.8,54.0,55.2,56.3,56.3,30.0,29.5,34.8,34.8,39.9,27.1,12.9,3050.8,2079.7,971.1,3109.4,2119.6,989.7
Vehicle,24,2,148.3,50.7,2003.0,2003.0,2002.7,2001.3,244.0,402.9,411.6,445.4,32.0,47.5,70.1,76.5,18.0,17.2,18.2,17.3,22.2,18.5,3.7,1702.0,1422.2,279.8,1734.7,1449.5,285.2
Offshore,15,8,22.9,27.5,1997.6,1994.6,2008.9,2007.7,552.5,1882.4,1767.7,1778.2,83.0,661.1,1535.2,1309.7,43.0,867.5,385.1,409.4,51.7,29.9,21.8,3885.3,2247.7,1637.6,3959.9,2290.9,1669.0
Service - other,13,8,35.9,23.0,1995.8,2005.2,2012.3,2008.7,596.8,7938.6,3939.2,2252.9,169.0,524.9,2142.5,1902.0,100.0,235.2,247.3,229.3,119.6,113.9,5.8,8982.8,8548.2,434.6,9155.2,8712.3,442.9
Miscellaneous - fishing,9,1,2.6,2.5,1986.0,1986.0,1986.0,1986.0,108.1,108.1,300.2,300.2,21.0,21.0,301.5,301.5,19.0,19.0,72.0,72.0,2.5,2.0,0.5,187.3,147.0,40.3,190.9,149.8,41.1
Service - tug,6,6,14.9,12.8,2004.5,2004.5,1998.7,1998.6,1588.7,1772.9,2740.2,2860.5,339.0,453.0,352.4,350.2,45.5,56.2,83.9,85.4,15.9,15.7,0.3,1195.9,1176.5,19.4,1218.8,1199.1,19.8
Cruise,1,1,2.6,0.4,2018.0,2018.0,2018.0,2018.0,262.0,262.0,262.0,262.0,28.0,28.0,28.0,28.0,8.0,8.0,8.0,8.0,0.7,0.6,0.1,52.0,42.0,9.9,53.0,42.8,10.1
