Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guyana,248,72,455.6,563.1,2004.6,2004.3,2007.1,2007.3,236.3,239.3,262.7,268.0,28.0,47.0,57.3,62.0,29.0,48.1,35.5,37.5,178.0,123.8,54.2,13495.4,9415.7,4079.8,13754.6,9596.5,4158.1
Trinidad and Tobago,240,62,1294.8,1670.2,2004.3,2005.6,2007.1,2006.8,567.3,693.6,582.9,583.3,50.0,141.6,78.2,73.6,23.5,94.9,44.8,46.1,394.0,283.9,110.1,30032.9,21755.8,8277.1,30609.5,22173.5,8436.0
French Guiana,64,17,138.3,184.8,2003.9,2005.5,2005.7,2005.4,263.5,270.3,261.0,260.1,20.0,86.6,59.4,68.0,20.0,25.5,22.2,23.5,58.8,45.6,13.2,4472.3,3478.8,993.4,4558.1,3545.6,1012.5
Netherlands,47,13,2104.0,2388.5,1998.2,1997.0,1998.5,1998.5,4049.7,4059.1,4077.6,4078.8,235.0,272.6,238.3,239.0,34.0,44.4,40.0,39.9,793.2,742.6,50.6,60586.6,56788.8,3797.9,61749.9,57879.1,3870.8
Antigua and Barbuda,25,8,135.5,196.0,2006.7,2005.4,2005.6,2006.1,925.8,888.6,932.0,937.4,90.0,84.8,90.9,91.0,34.0,37.1,38.6,39.6,44.5,32.0,12.4,3401.0,2462.9,938.1,3466.3,2510.2,956.1
Saint Lucia,14,7,55.5,76.2,2006.5,2005.1,2005.5,2006.4,661.4,650.9,675.7,682.3,67.5,65.6,68.2,67.6,31.5,27.2,28.7,30.7,18.0,13.0,5.0,1374.4,996.2,378.3,1400.8,1015.3,385.5
Colombia,13,12,164.9,255.3,2005.8,2005.4,2010.0,2010.0,1495.2,1808.3,1643.9,1653.3,163.0,193.1,205.4,206.9,97.0,353.3,136.1,136.8,40.3,26.7,13.6,3075.9,2053.8,1022.0,3134.9,2093.2,1041.7
Dominican Republic,12,9,114.8,105.4,2000.2,2001.6,1999.8,2001.9,1202.0,1499.6,1314.3,1386.7,136.5,198.7,191.3,223.0,34.5,84.8,53.3,72.2,33.4,28.9,4.5,2535.9,2198.1,337.8,2584.6,2240.3,344.3
Cuba,9,9,342.2,523.6,2006.1,2006.1,2008.4,2009.2,1864.8,2125.0,2131.9,2148.5,215.0,316.9,382.1,390.2,108.0,107.9,118.1,121.6,47.3,43.8,3.5,3623.2,3362.7,260.5,3692.8,3427.3,265.6
Sint Maarten (Dutch part),9,5,51.9,79.2,2005.6,2005.4,2005.0,2005.1,937.5,1000.1,963.8,963.6,91.0,92.7,91.7,91.7,35.0,53.2,41.9,41.8,19.5,14.2,5.3,1492.5,1092.1,400.4,1521.2,1113.0,408.1
Venezuela (Bolivarian Republic of),8,7,55.2,79.8,2005.8,2005.3,2012.4,2012.5,639.4,712.3,812.0,822.5,77.5,89.1,105.8,107.4,32.0,56.2,72.3,76.3,11.0,9.2,1.8,844.3,709.9,134.4,860.5,723.5,136.9
Brazil,7,7,155.0,235.6,2007.7,2007.7,2006.4,2006.2,2081.5,2012.2,1750.0,1728.1,240.0,231.4,205.1,204.4,124.0,215.7,162.5,163.8,29.2,25.0,4.2,2238.0,1924.3,313.7,2280.9,1961.2,319.7
China,6,1,1.8,1.7,1986.0,1986.0,1986.0,1986.0,148.2,148.2,306.6,306.6,13.5,13.5,14.6,14.6,27.5,27.5,100.8,100.8,0.6,0.2,0.5,48.4,14.2,34.2,49.4,14.5,34.9
Spain,5,5,151.2,243.3,2009.2,2009.2,2012.8,2012.6,3374.8,3226.6,3377.2,3379.8,299.0,313.0,303.0,303.4,115.0,109.2,141.6,142.7,23.3,21.9,1.4,1785.8,1679.6,106.2,1820.1,1711.9,108.2
Curaçao,5,5,10.6,15.5,2008.8,2008.8,2010.2,2010.3,1032.1,1055.1,1015.4,1013.1,155.0,293.8,137.8,124.3,43.0,50.4,44.6,44.2,5.1,4.3,0.8,384.6,325.0,59.6,392.0,331.3,60.7
United States of America,5,4,157.7,255.2,2005.8,2005.5,2005.2,2005.2,2862.6,2683.2,2690.9,2689.1,320.0,366.8,391.7,394.3,107.0,122.8,137.8,139.9,20.6,19.6,0.9,1570.8,1501.0,69.8,1601.0,1529.8,71.2
Barbados,4,3,10.6,10.4,2007.2,2005.3,2004.7,2009.6,532.9,434.7,550.5,572.5,57.0,171.0,56.1,56.4,34.0,284.7,24.3,29.4,5.2,2.8,2.3,392.0,215.7,176.3,399.5,219.9,179.7
Saint Vincent and the Grenadines,4,3,13.9,19.7,2006.2,2008.0,2005.0,2004.7,628.4,632.8,638.6,637.5,64.0,64.3,64.5,64.9,35.5,31.2,35.7,36.7,5.2,3.6,1.6,396.1,274.2,121.9,403.7,279.5,124.3
Grenada,4,3,38.4,27.8,2009.0,2008.7,2012.0,2009.3,897.1,18979.9,2622.6,1554.8,57.5,916.3,1860.3,1265.9,36.0,112.3,199.5,144.7,98.1,95.9,2.1,7369.9,7208.6,161.3,7511.4,7347.0,164.4
Guadeloupe,3,2,8.1,9.0,2010.7,2010.5,2010.7,2010.7,830.3,830.3,817.5,820.4,67.0,96.5,82.4,85.8,78.0,99.5,79.2,84.2,5.0,3.8,1.2,377.8,288.7,89.1,385.1,294.3,90.8
Gibraltar,3,3,223.7,342.9,2008.0,2008.0,2008.5,2008.3,3328.0,3450.1,3467.9,3454.6,314.0,334.0,343.1,338.7,110.0,107.7,108.8,108.2,23.2,22.1,1.1,1786.0,1706.8,79.2,1820.2,1739.6,80.7
United Kingdom of Great Britain and Northern Ireland,3,2,76.8,97.5,2000.0,1999.5,1998.8,1998.9,1782.1,2703.4,2754.4,2613.1,122.0,194.8,235.6,228.4,36.0,37.0,37.4,37.7,20.5,18.2,2.4,1568.3,1389.0,179.3,1598.4,1415.7,182.7
Panama,3,3,66.2,92.8,2011.7,2011.7,2014.1,2014.5,1758.1,1746.6,1752.1,1753.2,168.0,171.0,169.1,169.1,60.0,56.7,75.1,77.4,7.5,6.9,0.6,576.9,532.6,44.3,588.0,542.8,45.1
Nigeria,3,2,89.6,137.7,1979.0,1986.5,2008.7,2008.7,434.2,2169.0,3752.4,3686.7,194.0,232.0,362.0,361.8,2.0,140.0,277.4,277.1,10.4,9.8,0.6,805.2,761.1,44.1,820.6,775.7,45.0
Saint Kitts and Nevis,2,2,9.8,14.8,2007.0,2007.0,2005.9,2005.9,868.8,868.8,869.9,869.8,86.0,86.0,86.4,86.4,49.0,49.0,47.5,47.6,3.4,2.1,1.2,256.0,164.3,91.8,261.0,167.4,93.5
Puerto Rico,2,2,28.3,45.0,2006.0,2006.0,2005.6,2005.5,1051.9,1051.9,1071.4,1075.2,117.0,117.0,120.6,121.2,102.0,102.0,130.6,135.2,3.9,2.9,1.0,298.1,225.6,72.5,303.8,229.9,73.9
Costa Rica,2,2,31.9,47.3,2007.0,2007.0,2005.4,2005.5,1900.9,1900.9,1920.7,1919.2,197.0,197.0,182.1,183.1,29.5,29.5,24.2,24.5,6.2,5.9,0.3,477.9,452.5,25.4,487.1,461.2,25.9
Denmark,2,2,27.3,45.1,2009.0,2009.0,2009.0,2009.0,4595.3,4595.3,4595.7,4594.9,449.5,449.5,450.0,449.9,168.0,168.0,166.6,166.9,8.6,8.5,0.1,657.1,646.7,10.4,669.7,659.1,10.6
Ghana,2,2,72.6,108.3,2000.5,2000.5,2000.2,2000.1,3496.6,3496.6,3455.1,3447.8,371.0,371.0,375.8,376.7,98.5,98.5,109.9,112.0,14.9,14.6,0.4,1135.2,1108.3,26.9,1157.0,1129.6,27.4
