Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Tauranga,1046,421,11666.7,13180.1,2008.2,2009.2,2008.5,2009.3,305.2,398.7,351.0,378.7,27.0,41.6,39.0,43.0,21.0,60.5,39.1,49.1,2056.2,1643.8,412.3,158751.7,127121.7,31630.0,161799.7,129562.4,32237.3
Lyttelton,732,238,10781.6,11576.8,2006.1,2006.5,2006.8,2007.8,615.1,817.5,524.4,515.0,41.0,133.5,100.8,71.7,20.0,58.1,44.0,37.7,1729.1,1469.3,259.8,133180.4,113263.3,19917.1,135737.5,115437.9,20299.6
Seaview,585,264,6867.4,7397.8,2007.7,2008.8,2007.9,2009.1,342.0,370.3,330.4,347.4,26.0,39.4,33.3,34.4,17.0,43.6,24.5,30.5,1143.9,972.4,171.5,88457.4,75251.5,13205.9,90155.8,76696.3,13459.5
Auckland,514,126,2998.6,2497.7,2006.1,2005.3,2004.7,2006.2,147.6,349.4,220.0,236.7,14.0,77.5,60.3,66.2,16.0,46.8,33.0,45.5,725.1,526.7,198.5,55849.2,40685.8,15163.4,56921.5,41466.9,15454.6
Burnham Wharf,423,139,4525.7,3421.8,2006.1,2007.5,2004.1,2006.4,181.0,405.2,405.9,314.4,20.0,64.6,196.6,142.3,10.0,26.3,10.9,17.4,825.6,752.5,73.1,63306.0,57696.7,5609.3,64521.5,58804.5,5717.0
Marsden Point,390,191,3876.3,6050.7,2010.0,2011.0,2012.0,2012.4,403.2,461.7,475.6,481.4,47.0,50.5,60.1,59.7,48.5,74.3,63.3,63.5,573.9,417.4,156.5,44200.8,32180.3,12020.5,45049.4,32798.1,12251.3
Nelson,365,131,2734.4,2819.5,2005.3,2006.6,2007.0,2008.9,278.5,712.7,324.7,340.5,23.0,108.0,93.6,65.7,23.0,111.9,86.2,58.5,552.0,407.9,144.0,42255.0,31287.7,10967.3,43066.3,31888.4,11177.9
Shelly Bay,308,120,4634.2,1873.7,2004.0,2006.2,2004.4,2005.6,256.3,487.6,369.7,430.6,23.0,66.1,128.5,147.5,9.0,37.7,12.4,23.6,888.5,797.6,91.0,68450.7,61450.8,6999.9,69765.0,62630.7,7134.3
Picton,302,66,2258.3,839.7,2002.3,2007.9,2001.4,2004.6,165.1,302.3,305.6,286.3,9.0,38.4,50.8,55.0,12.0,46.0,765.5,557.9,597.7,253.6,344.1,45892.0,19519.4,26372.6,46773.1,19894.1,26879.0
Timaru,280,139,2028.5,2742.7,2004.0,2006.8,2006.8,2008.2,282.4,840.5,449.4,421.2,27.0,96.5,162.8,95.0,35.5,84.8,100.2,79.4,453.2,334.4,118.7,34690.6,25679.8,9010.9,35356.7,26172.8,9183.9
Port Chalmers,217,90,3561.9,3262.1,2006.1,2006.6,2007.2,2007.2,197.9,462.1,328.7,359.6,16.0,65.6,89.1,93.3,13.0,24.7,16.9,20.6,511.7,430.9,80.8,39622.4,33369.3,6253.2,40383.2,34010.0,6373.2
New Plymouth,156,91,1168.8,1842.1,2010.7,2010.7,2011.7,2011.8,489.9,550.7,474.5,476.9,41.0,64.1,80.5,80.8,52.0,78.3,69.9,68.0,238.7,146.0,92.7,18245.8,11178.7,7067.0,18596.1,11393.4,7202.7
Dunedin,144,50,783.5,891.3,2004.7,2005.1,2006.2,2010.4,216.8,1345.6,437.7,335.0,28.0,154.2,352.8,181.9,22.0,92.1,199.4,100.0,211.0,142.7,68.2,16096.1,10879.9,5216.1,16405.1,11088.8,5316.3
Wellington,110,53,2208.3,1328.7,2003.4,2007.4,2000.6,2005.5,486.1,567.8,877.8,536.1,45.5,87.0,369.9,224.3,17.5,166.8,27.0,30.8,588.7,512.6,76.1,45119.2,39301.6,5817.6,45985.5,40056.2,5929.3
Bluff,97,80,1035.8,1593.5,2009.7,2009.3,2012.4,2013.2,357.6,938.6,528.6,508.0,46.0,131.8,128.6,91.3,41.0,62.2,71.2,72.1,170.9,128.3,42.6,13087.2,9815.8,3271.4,13338.4,10004.3,3334.2
Gisborne,91,75,855.2,1022.2,2008.1,2008.8,2007.9,2010.2,321.9,405.3,356.7,403.5,27.0,63.4,49.5,60.1,48.0,75.7,61.3,79.9,143.0,108.9,34.1,10990.4,8410.7,2579.8,11201.5,8572.2,2629.3
Akaroa,75,22,1380.2,147.9,2002.6,2000.5,2004.6,2002.9,173.1,817.2,214.0,233.7,15.0,154.1,53.8,186.7,10.0,22.3,11.7,21.3,304.4,239.8,64.6,23549.1,18553.6,4995.5,24001.2,18909.8,5091.4
Whangarei,58,4,102.8,92.3,2015.6,2011.5,2015.8,2016.0,86.6,776.5,216.1,212.7,11.0,257.6,37.2,35.2,49.0,64.9,53.8,53.0,33.1,25.8,7.3,2535.0,1985.3,549.7,2583.6,2023.4,560.2
Russel,29,15,393.0,37.8,1999.2,1999.2,2003.2,2001.8,142.6,165.4,183.8,180.9,14.0,13.6,17.4,16.8,9.0,8.9,8.9,8.9,90.9,70.6,20.3,7034.9,5467.5,1567.4,7170.0,5572.5,1597.5
Devonport,21,6,69.3,7.1,2007.6,2002.7,2009.5,2007.8,576.8,1213.2,2212.3,1631.1,63.0,48.5,204.9,199.2,303.0,314.6,715.7,749.7,30.0,10.0,20.0,2250.8,752.0,1498.8,2294.0,766.4,1527.6
Waikawa,21,9,101.9,32.3,1995.0,1998.2,1996.9,1998.6,143.0,616.7,880.2,450.9,25.0,78.7,334.8,281.2,11.0,21.1,4.8,15.9,37.4,35.3,2.1,2855.7,2701.5,154.2,2910.5,2753.3,157.2
Ravensbourne,18,18,101.5,168.1,2010.7,2010.7,2012.3,2012.8,218.2,416.7,275.5,275.7,38.5,197.6,92.3,87.0,39.0,43.8,68.3,71.0,16.1,13.7,2.4,1228.8,1048.0,180.8,1252.3,1068.1,184.3
Stewart Island,15,9,107.3,31.3,1997.7,1994.8,1997.8,1990.1,296.9,3611.1,333.0,784.9,23.0,646.5,981.1,2370.0,8.0,14.1,9.3,9.9,44.3,40.8,3.5,3361.6,3094.0,267.7,3426.2,3153.4,272.8
Kaikura,12,10,43.1,18.0,1999.5,1998.7,2002.0,2002.6,173.0,956.1,242.3,301.8,22.0,150.6,121.2,160.7,9.5,16.4,25.2,30.7,14.2,11.3,2.8,1075.3,861.5,213.9,1096.0,878.0,218.0
Milford Sound,11,7,271.9,22.3,2007.5,2006.3,2013.1,2011.9,380.9,508.3,371.6,366.1,24.0,43.9,25.6,25.9,0.0,4.4,0.4,0.7,42.2,41.1,1.2,3263.5,3176.3,87.2,3326.1,3237.3,88.8
Tryphena,8,7,39.1,45.4,2000.5,2002.0,2003.2,2003.1,320.2,623.2,291.9,282.5,20.0,87.1,123.3,124.5,15.0,20.8,13.2,10.4,5.4,4.2,1.2,412.9,319.9,93.0,420.9,326.0,94.8
Port Fitzroy,6,5,58.9,53.5,1999.5,2002.0,2004.6,2012.9,517.5,768.2,592.6,1164.3,59.5,96.0,137.0,184.0,9.5,14.4,19.7,30.7,10.4,9.7,0.7,804.3,752.7,51.6,819.8,767.2,52.6
Waitangi,6,4,83.2,8.2,2004.8,2002.8,2008.2,2006.3,152.5,152.2,150.1,150.9,14.5,13.9,14.3,14.4,8.0,8.8,8.2,8.2,17.1,12.9,4.2,1322.0,997.1,325.0,1347.4,1016.2,331.2
Whangaroa,4,3,3.9,3.6,1997.5,2001.0,2000.2,2003.1,811.3,717.2,331.0,247.2,54.5,49.7,48.6,35.4,24.5,32.7,27.4,25.4,1.6,1.0,0.6,120.5,72.0,48.5,122.8,73.4,49.4
Glenavy,4,3,4.3,5.0,1991.8,1995.3,2003.6,2007.7,400.1,658.2,142.9,107.1,92.0,70.7,46.4,26.7,10.0,22.8,28.6,21.1,2.2,1.7,0.5,166.0,125.5,40.6,169.2,127.9,41.3
Tarakohe,4,4,6.0,5.6,2003.2,2003.2,2001.0,1999.1,124.2,108.0,126.0,136.1,15.5,44.8,37.5,24.0,34.5,42.0,87.4,93.3,2.8,1.2,1.6,212.2,92.0,120.2,216.3,93.7,122.5
Matiatia Bay,4,4,13.8,12.6,2009.2,2009.2,2008.8,2008.5,388.8,413.0,180.9,150.9,15.5,24.5,20.3,16.0,16.5,21.2,18.2,16.2,2.7,1.8,0.9,207.5,137.6,69.9,211.5,140.2,71.2
