Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Auckland,783,300,84310.1,69593.4,2006.5,2007.0,2007.4,2007.9,1672.3,3271.6,2932.7,2930.5,115.0,253.8,318.3,311.4,22.0,57.9,33.7,34.6,10278.2,9959.0,319.2,795134.9,770599.7,24535.2,810401.5,785395.2,25006.3
Tauranga,592,304,75639.5,99603.0,2007.5,2008.6,2006.3,2006.9,2340.9,4198.6,3893.5,3933.2,216.0,337.2,355.2,371.6,27.0,68.8,45.5,50.4,9532.0,9251.9,280.2,736877.4,715464.1,21413.3,751025.4,729201.0,21824.4
Bluff,160,103,10189.6,14493.8,2007.7,2008.6,2008.3,2008.6,1577.1,2983.6,2468.3,2557.6,145.5,277.3,353.1,364.9,53.0,76.8,74.9,77.5,1170.8,1111.4,59.4,90456.2,85940.9,4515.4,92193.0,87590.9,4602.1
Nelson,110,76,7855.8,12344.8,2009.4,2011.3,2011.2,2011.7,1440.1,3445.7,2738.4,3003.8,107.0,316.0,578.1,602.7,28.0,160.7,114.2,105.0,871.8,828.0,43.7,67212.8,63880.0,3332.8,68503.3,65106.5,3396.8
New Plymouth,106,80,8921.8,13923.5,2009.9,2010.0,2009.8,2009.6,2101.0,3544.4,3525.4,3448.0,218.5,324.9,416.6,417.4,58.0,84.6,78.1,79.9,988.0,893.0,95.0,76170.9,68856.2,7314.7,77633.4,70178.2,7455.1
Lyttelton,102,92,12856.1,21296.4,2010.0,2010.4,2011.6,2011.8,5321.8,4823.8,5040.9,5150.5,448.0,433.1,514.5,521.2,52.5,70.7,59.4,59.0,1406.7,1347.1,59.7,108522.9,103979.8,4543.2,110606.6,105976.2,4630.4
Marsden Point,101,91,26252.1,47169.4,2008.7,2008.7,2007.9,2007.9,5039.7,5068.8,5981.0,6220.3,429.0,436.5,606.2,615.0,69.0,87.4,110.1,111.3,2461.6,2247.0,214.6,190588.9,173988.6,16600.3,194248.2,177329.2,16919.0
Port Chalmers,100,47,10023.4,4879.9,2006.7,2008.3,2006.5,2009.0,1407.3,1887.6,1547.0,1779.1,87.0,165.4,125.1,212.3,11.0,36.6,17.7,36.0,1802.6,1743.8,58.8,139608.1,135061.9,4546.2,142288.6,137655.1,4633.5
Seaview,70,57,7263.2,11328.3,2010.6,2010.6,2011.8,2012.1,4884.0,4040.3,3792.7,4059.5,399.5,349.5,499.3,523.9,43.0,53.8,63.6,66.6,760.6,738.0,22.6,58783.1,57059.8,1723.3,59911.7,58155.4,1756.4
Gisborne,56,50,5329.2,8657.5,2012.5,2012.2,2013.1,2013.3,5216.5,4119.8,4192.5,4182.8,427.5,355.5,417.5,417.1,62.0,65.6,67.6,67.7,472.6,459.1,13.5,36480.0,35454.2,1025.8,37180.5,36134.9,1045.5
Timaru,44,37,2973.7,4226.3,2009.7,2010.1,2011.2,2011.6,1707.6,3490.6,2501.7,2639.4,132.5,326.8,362.8,377.0,36.5,108.0,64.0,62.4,379.9,363.3,16.7,29361.3,28087.6,1273.7,29925.1,28626.9,1298.2
Shelly Bay,38,36,2981.6,4184.1,2010.0,2009.8,2011.0,2012.7,2341.5,3420.6,3097.7,3496.3,209.0,319.2,384.6,427.1,50.0,63.6,57.8,65.2,343.3,334.0,9.3,26530.4,25819.0,711.4,27039.7,26314.7,725.0
Burnham Wharf,25,25,1438.1,2235.3,2011.1,2011.1,2012.2,2012.5,1531.4,2583.5,2685.0,2750.0,129.0,225.0,359.7,366.8,41.0,35.0,42.1,42.7,142.2,138.7,3.5,10983.0,10720.0,263.0,11193.9,10925.8,268.1
Matiatia Bay,15,14,1238.0,571.6,2009.1,2008.9,2010.0,2009.9,2008.3,2414.6,2715.3,2340.6,135.0,177.0,292.1,261.8,25.0,24.4,33.6,31.7,119.1,114.6,4.5,9218.4,8869.1,349.3,9395.4,9039.4,356.0
Picton,11,9,1086.8,502.3,2009.5,2009.7,2010.9,2011.6,1297.7,1892.8,1433.8,2023.7,103.0,152.2,122.4,252.8,49.0,47.3,23.4,61.1,180.8,175.5,5.3,14001.4,13591.1,410.3,14270.2,13852.1,418.1
Russel,11,9,938.6,120.1,2005.7,2005.8,2008.5,2007.1,1168.0,1172.4,1169.1,1278.2,63.0,70.5,64.4,78.7,8.0,8.2,6.8,8.4,177.6,172.0,5.7,13758.8,13320.8,438.0,14023.0,13576.6,446.4
Dunedin,10,10,703.3,1088.1,2010.5,2010.5,2012.7,2013.3,4772.7,6394.9,4311.2,4238.8,370.5,815.5,731.3,616.6,44.5,41.5,47.1,47.5,100.3,98.7,1.6,7694.0,7570.7,123.3,7841.7,7716.0,125.6
Chelsea,6,6,656.0,1044.5,2012.0,2012.0,2011.9,2011.9,6142.8,5004.6,4898.2,4962.3,599.5,551.8,596.2,598.0,199.0,208.5,201.3,200.9,81.6,77.4,4.2,6300.1,5982.7,317.4,6421.1,6097.6,323.5
Wellington,5,5,465.1,699.4,2003.4,2003.4,2005.5,2006.1,5048.3,3655.7,3898.9,4882.7,419.0,292.8,390.8,420.5,24.0,22.8,25.5,26.2,77.1,73.9,3.2,5960.8,5714.0,246.7,6075.2,5823.7,251.5
Milford Sound,5,4,333.0,34.0,2007.6,2005.5,2006.7,2006.8,1172.5,1044.1,1054.2,1036.9,63.0,67.6,68.5,68.2,2.0,1.2,1.1,1.0,61.9,61.6,0.4,4797.2,4769.9,27.3,4889.3,4861.5,27.8
Mangawhai,4,3,358.1,432.6,2007.5,2007.7,2010.5,2011.6,2640.6,3367.0,2083.8,2301.5,163.5,229.2,221.9,245.1,4.5,4.2,3.8,4.0,44.5,44.2,0.2,3436.3,3419.2,17.1,3502.3,3484.9,17.4
Devonport,4,4,695.5,270.0,1998.8,1998.8,1998.1,1998.0,5785.6,5855.8,11340.3,11505.8,885.5,837.5,816.6,820.7,1729.5,1620.8,33.5,16.2,65.6,50.4,15.2,5028.9,3887.2,1141.6,5125.4,3961.9,1163.6
Tryphena,4,4,1263.9,787.2,2013.0,2013.0,2012.7,2013.1,7364.1,6237.2,7634.7,7023.8,496.0,415.8,508.5,495.0,14.5,20.2,26.5,26.3,91.5,90.6,0.9,7080.4,7009.9,70.5,7216.3,7144.5,71.9
Takapuna,3,3,647.1,460.4,2003.0,2003.0,2000.9,2002.5,5719.3,4753.6,6019.2,5400.6,347.0,314.0,420.2,377.9,18.0,21.3,24.2,21.2,66.2,65.5,0.7,5125.8,5073.7,52.0,5224.2,5171.2,53.0
Tarakohe,3,3,155.8,258.7,2013.7,2013.7,2014.3,2014.2,1373.4,1748.7,1762.5,1755.3,163.0,173.7,186.1,185.2,54.0,58.0,62.0,61.9,13.9,12.4,1.5,1018.8,905.6,113.2,1038.3,922.9,115.4
Waitangi,2,2,232.9,20.8,2002.5,2002.5,2003.7,2002.9,1169.3,1169.3,1168.5,1169.1,63.0,63.0,62.8,62.9,7.5,7.5,7.4,7.5,49.4,47.8,1.6,3826.9,3701.9,124.9,3900.3,3773.0,127.3
Stewart Island,2,2,166.0,14.7,1992.5,1992.5,1992.0,1992.0,1357.7,1357.7,1368.0,1368.3,86.0,86.0,86.0,86.0,8.0,8.0,8.0,8.0,40.0,38.8,1.2,3098.2,3005.5,92.7,3157.6,3063.2,94.5
Half Moon Bay,2,2,128.2,171.3,2008.0,2008.0,2008.7,2008.7,5243.2,5243.2,5682.7,5692.0,411.5,411.5,556.2,556.6,22.5,22.5,23.5,23.5,25.5,25.3,0.2,1964.4,1947.6,16.8,2002.1,1985.0,17.1
Waitara,1,1,166.9,257.3,2006.0,2006.0,2006.0,2006.0,5367.4,5367.4,5367.4,5367.4,428.0,428.0,428.0,428.0,98.0,98.0,98.0,98.0,19.4,17.0,2.4,1504.5,1317.4,187.1,1533.4,1342.7,190.7
Kauri Point,1,1,0.3,0.0,2010.0,2010.0,2010.0,2010.0,126.8,126.8,126.8,126.8,118.0,118.0,118.0,118.0,1.0,1.0,1.0,1.0,0.3,0.3,0.0,25.4,25.2,0.1,25.8,25.7,0.1
Whangaroa,1,1,54.1,14.2,2008.0,2008.0,2008.0,2008.0,1156.7,1156.7,1156.7,1156.7,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,4.2,4.2,0.0,329.0,329.0,0.0,335.3,335.3,0.0
Whangaparaoa,1,1,64.5,16.9,2008.0,2008.0,2008.0,2008.0,1378.5,1378.5,1378.5,1378.5,90.0,90.0,90.0,90.0,1.0,1.0,1.0,1.0,4.8,4.8,0.0,369.9,369.3,0.7,377.0,376.4,0.7
Port Fitzroy,1,1,67.3,112.9,2009.0,2009.0,2009.0,2009.0,3743.9,3743.9,3743.9,3743.9,591.0,591.0,591.0,591.0,0.0,0.0,0.0,0.0,7.6,7.6,0.0,588.6,588.6,0.0,599.9,599.9,0.0
