Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Australia,1122,481,61964.3,61566.2,2008.2,2009.3,2008.0,2008.8,1432.5,1679.4,1504.2,1547.4,103.5,141.6,116.7,129.6,24.0,57.8,36.1,44.7,8833.4,8357.0,476.4,683266.2,646604.0,36662.2,696384.9,659018.8,37366.1
China,163,121,30826.1,45496.6,2011.6,2011.3,2010.8,2011.4,5423.7,5587.7,5567.4,5639.6,454.0,467.6,485.5,512.1,58.0,69.7,66.1,72.7,3018.5,2957.2,61.4,233599.0,228897.2,4701.8,238084.1,233292.0,4792.1
United States of America,129,72,36199.4,31057.6,2007.6,2007.0,2008.6,2008.4,5724.4,7175.3,6894.0,6409.8,371.0,511.0,470.6,438.4,14.0,49.8,23.5,26.9,4096.0,4040.6,55.4,316728.5,312513.0,4215.5,322809.7,318513.2,4296.4
Fiji,120,55,3592.5,2873.6,2005.1,2007.0,2004.3,2005.9,1215.1,1285.6,1265.9,1269.1,92.5,115.7,108.2,114.0,24.0,60.1,48.8,48.3,604.4,548.7,55.7,46674.4,42412.6,4261.8,47570.6,43227.0,4343.6
Japan,107,82,16650.1,16338.4,2007.1,2006.7,2007.7,2008.6,5007.7,5360.3,5177.8,5288.7,427.0,422.0,402.1,447.5,52.0,87.3,73.9,73.0,1660.1,1573.4,86.7,128170.0,121560.2,6609.8,130630.9,123894.1,6736.7
Singapore,82,70,11977.2,18961.2,2009.3,2009.6,2008.8,2008.7,5182.9,5386.1,5530.0,5582.5,440.0,468.2,505.0,515.0,44.5,73.7,80.9,82.0,1482.6,1429.0,53.6,114757.4,110616.9,4140.5,116960.8,112740.7,4220.0
Indonesia,60,52,6450.3,10497.9,2010.2,2010.2,2011.0,2010.9,4855.5,4627.6,4852.9,4856.1,436.0,500.5,464.6,465.3,124.0,185.8,116.7,116.0,682.4,646.1,36.3,52720.5,49955.5,2765.0,53732.7,50914.6,2818.1
New Caledonia,54,32,1555.8,2335.7,2010.4,2010.3,2011.7,2011.8,1083.3,1567.2,1518.6,1582.5,95.0,156.4,311.1,334.9,39.5,116.7,53.9,45.5,231.0,207.3,23.8,17838.7,16027.5,1811.2,18181.2,16335.2,1846.0
Chile,52,27,23959.0,28704.0,2001.8,2003.3,2001.2,2001.3,5369.8,5422.0,5382.1,5384.1,311.5,341.4,306.4,308.0,22.0,28.1,23.4,23.8,2541.4,2520.8,20.5,196842.0,195254.5,1587.5,200621.4,199003.4,1618.0
"Korea, Republic of",47,44,6161.7,9675.3,2010.0,2009.7,2011.9,2012.1,5330.8,6138.5,5586.2,5568.5,478.0,583.6,504.8,491.9,37.0,51.8,50.6,49.3,782.4,753.5,28.9,59942.7,57722.8,2219.9,61093.6,58831.1,2262.5
