Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Saudi Arabia,527,101,2032.7,2765.7,1984.5,1995.0,2000.7,2002.8,200.7,483.5,414.7,439.0,54.0,281.6,471.0,530.4,29.0,50.7,67.4,57.2,837.9,683.2,154.7,64225.5,52469.3,11756.2,65458.6,53476.7,11981.9
Egypt,67,64,1140.4,1643.1,2000.2,2000.4,2005.0,2005.5,751.5,899.3,909.0,878.4,102.0,332.4,363.5,397.4,106.0,147.4,123.0,135.8,235.1,185.4,49.8,18045.9,14241.8,3804.1,18392.4,14515.2,3877.2
Djibouti,62,50,2037.1,2163.4,2003.6,2003.4,2005.8,2006.3,735.5,876.0,838.4,846.4,188.5,308.5,293.4,333.8,16.5,101.2,37.8,46.3,329.1,300.8,28.3,25370.3,23207.1,2163.1,25857.4,23652.7,2204.7
United Arab Emirates,38,35,2364.5,3813.2,2007.7,2007.1,2008.2,2008.2,2270.8,2561.4,2603.4,2612.5,398.0,529.7,598.5,598.2,28.5,47.5,51.2,51.3,398.2,374.3,23.8,30784.8,28944.1,1840.6,31375.8,29499.9,1876.0
Turkey,37,32,1962.4,3481.5,2006.6,2005.9,2008.5,2008.5,1607.7,1718.2,1710.5,1705.2,208.0,395.1,384.1,381.3,11.0,41.1,26.0,24.5,204.3,193.4,11.0,15791.4,14951.0,840.4,16094.6,15238.0,856.5
India,20,18,2168.5,3237.8,2003.0,2002.5,2004.6,2005.9,2489.1,2696.7,2629.3,2517.2,238.5,340.1,310.2,318.7,39.5,52.2,55.7,63.1,218.1,193.0,25.2,16870.4,14923.7,1946.7,17194.3,15210.2,1984.1
Jordan,16,16,303.7,317.2,2007.1,2007.1,2010.1,2008.5,733.6,785.4,745.6,780.9,77.0,249.9,210.3,302.4,25.5,52.1,31.4,39.9,41.1,36.1,5.0,3144.0,2766.7,377.2,3204.3,2819.9,384.4
Yemen,13,11,88.6,124.0,1992.3,1993.4,1994.3,1994.0,775.6,831.1,947.6,945.2,331.0,365.6,346.8,344.5,181.0,193.3,137.6,137.2,35.3,28.0,7.2,2683.1,2139.3,543.8,2734.6,2180.3,554.3
Oman,13,7,350.6,374.9,2011.0,2011.0,2010.1,2011.6,2205.8,2104.4,2218.1,2332.3,164.0,247.4,306.5,390.0,46.0,60.0,54.9,70.8,85.9,75.1,10.7,6607.3,5792.5,814.9,6734.2,5903.7,830.5
China,12,10,3920.2,7378.0,2005.9,2005.4,2007.7,2007.8,5942.6,5415.6,5932.5,6004.4,580.5,513.6,604.6,605.6,51.5,49.4,57.4,57.6,333.7,299.2,34.5,25850.6,23178.3,2672.2,26346.9,23623.3,2723.6
Singapore,11,8,2721.6,4844.3,2007.9,2008.1,2007.9,2007.9,4326.9,4603.1,4532.5,4508.9,404.0,456.8,466.5,458.1,14.0,21.3,18.8,19.0,215.5,211.7,3.7,16690.6,16401.7,288.9,17011.1,16716.7,294.4
Indonesia,9,9,2355.4,4005.7,2007.2,2007.2,2007.1,2007.2,4466.5,4597.8,4597.2,4600.0,412.0,455.3,473.5,485.0,14.0,14.9,15.3,16.3,200.0,196.6,3.4,15496.4,15231.2,265.2,15793.9,15523.6,270.3
Russian Federation,7,6,596.0,1076.5,2014.4,2013.8,2014.7,2014.8,2315.6,2288.9,2279.1,2278.6,839.0,656.5,703.3,701.8,298.0,337.8,366.6,368.2,66.1,52.7,13.5,5117.0,4075.2,1041.8,5215.2,4153.5,1061.8
Mozambique,6,3,134.0,236.1,1997.0,2001.0,2010.6,2010.6,527.0,1591.7,3227.7,3250.6,169.0,835.0,313.4,310.2,40.0,799.3,230.4,227.2,17.6,14.1,3.5,1352.0,1086.7,265.3,1377.9,1107.5,270.4
Somalia,6,6,42.4,60.7,1989.7,1989.7,1999.5,2000.8,796.8,864.4,921.9,910.8,115.5,120.5,116.1,112.1,74.0,109.0,97.3,99.3,9.4,7.8,1.6,719.3,600.0,119.2,733.1,611.6,121.5
Lebanon,5,5,223.0,74.0,2000.2,2000.2,2009.2,2008.4,1062.3,1074.5,1069.1,1069.9,103.0,103.8,95.7,96.8,6.0,24.8,7.3,10.3,12.9,12.7,0.2,996.4,980.8,15.6,1015.5,999.6,15.9
Malaysia,5,5,1449.9,2603.3,2009.6,2009.6,2010.2,2010.3,4523.8,4441.2,4453.3,4459.7,400.0,398.4,399.7,399.9,28.0,61.0,58.3,58.5,113.4,107.0,6.4,8785.0,8291.5,493.5,8953.6,8450.7,503.0
Iraq,4,4,88.7,98.2,2013.2,2013.2,2013.2,2013.1,2803.0,2896.2,2910.6,2906.2,286.5,292.8,292.9,291.3,13.0,20.5,22.4,22.3,28.1,26.6,1.6,2160.0,2039.9,120.1,2201.4,2079.1,122.4
Italy,4,4,310.6,252.2,2014.2,2014.2,2013.4,2013.9,2146.4,2185.9,2202.8,2211.1,241.0,251.0,222.1,247.3,68.5,84.5,64.6,92.7,33.8,30.4,3.4,2605.1,2348.0,257.1,2655.1,2393.1,262.0
Malta,4,4,252.5,327.8,2006.5,2006.5,2011.3,2010.7,2400.2,3156.4,3765.4,3523.3,411.5,1020.0,2013.3,1803.3,10.0,10.5,8.9,9.4,42.5,42.2,0.3,3248.2,3224.8,23.4,3310.6,3286.8,23.8
