Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Taboguilla,1440,1123,115264.3,177549.1,2009.0,2009.2,2009.8,2009.9,1676.8,2562.2,2491.6,2481.2,163.0,255.4,438.4,454.6,56.0,102.8,85.6,89.9,14093.3,12039.7,2053.6,1074887.7,918455.1,156432.6,1095525.5,936089.5,159436.1
Cristobal,827,573,76704.0,100160.5,2005.9,2007.4,2011.7,2011.4,1407.3,2397.6,2518.6,2454.9,118.0,240.5,338.3,354.8,41.0,96.3,51.0,58.6,10036.2,9293.3,742.9,768547.1,711744.5,56802.6,783303.2,725410.0,57893.2
Manzanillo,624,458,56947.9,65896.7,2006.0,2006.3,2010.9,2010.8,959.4,2670.1,3145.3,3151.2,98.0,264.4,535.3,554.9,26.0,104.9,43.4,51.2,6925.7,6288.8,636.9,519904.8,471658.4,48246.4,529887.0,480714.3,49172.7
Balboa,382,201,52476.8,60533.9,2005.8,2005.7,2006.7,2006.7,855.0,2838.5,2468.1,2420.7,71.0,208.7,357.9,359.2,21.0,55.6,25.9,27.3,6715.4,6449.2,266.2,519201.1,498745.0,20456.2,529169.8,508320.9,20848.9
Puerto Colon,297,143,9840.9,10667.8,2007.2,2006.5,2007.4,2007.5,551.0,1338.2,967.9,937.3,48.0,98.8,149.2,151.3,17.0,32.1,33.2,35.9,1526.6,1388.8,137.8,117884.7,107335.4,10549.2,120148.1,109396.3,10751.8
Rodman,283,211,15064.5,18356.4,2004.6,2006.1,2009.5,2009.4,938.7,2274.9,1372.9,1354.5,92.0,274.5,289.1,288.1,41.0,103.9,60.9,51.3,2359.2,2055.0,304.2,180841.8,157465.4,23376.4,184313.9,160488.7,23825.2
Las Minas,139,86,4994.4,7222.3,2005.7,2007.6,2009.2,2010.1,1389.4,1519.8,1653.5,1563.0,126.0,158.1,228.5,212.3,48.0,83.6,56.5,59.1,699.7,569.2,130.6,53634.0,43794.4,9839.7,54663.8,44635.2,10028.6
Chriqui Grande,117,66,7012.4,12814.9,2008.8,2008.8,2008.8,2008.9,660.6,1237.7,1067.3,1060.9,115.0,147.8,238.8,238.9,36.0,63.5,65.7,66.0,825.6,597.5,228.1,63869.0,46245.2,17623.8,65095.3,47133.1,17962.2
Ancon,100,85,2848.7,4084.0,2003.2,2003.7,2005.8,2006.9,1433.4,2056.2,1889.7,1856.5,141.5,189.4,271.9,268.9,54.0,127.3,87.5,83.1,606.3,528.7,77.6,46321.3,40479.6,5841.7,47210.7,41256.8,5953.9
Puerto Armuelles,76,54,29762.9,56931.8,2009.7,2009.8,2010.9,2010.9,2776.3,4196.7,5028.6,5099.3,292.0,406.4,616.6,619.7,53.5,98.8,93.8,94.1,2731.9,2261.7,470.2,209963.8,174365.5,35598.3,213995.1,177713.3,36281.8
Almirante,42,9,1964.8,2239.7,1993.8,1998.2,1990.7,1990.1,4945.2,3003.0,3691.1,3751.3,299.0,188.9,294.6,295.9,42.5,50.0,56.1,56.7,650.5,597.5,53.0,49652.5,45672.8,3979.7,50605.8,46549.7,4056.1
Melones,41,29,1529.9,2478.7,2005.3,2005.3,2006.3,2006.5,695.1,2076.4,1303.5,1284.5,77.0,299.8,369.5,346.5,90.0,94.6,93.7,93.0,354.0,236.1,117.9,27303.3,18211.3,9092.0,27827.5,18560.9,9266.6
Charco Azul,29,25,6069.8,11427.1,2009.7,2009.3,2012.7,2012.8,2710.9,3918.9,3915.7,3984.3,272.0,414.6,754.4,756.1,42.0,65.7,76.1,77.1,583.8,487.2,96.6,45039.9,37665.4,7374.5,45904.7,38388.6,7516.1
Vacamonte,23,17,195.3,194.6,1981.3,1984.2,1984.7,1986.4,1895.7,7642.2,2664.7,2028.7,773.0,1183.0,1380.7,1133.0,83.0,261.5,353.0,304.3,171.2,146.2,25.0,12918.2,11035.6,1882.7,13166.3,11247.5,1918.8
Portobelo,17,17,498.0,636.0,1997.1,1997.1,1993.1,1993.1,1512.6,1879.1,1751.6,1822.6,259.0,273.9,486.6,496.4,31.0,207.1,79.6,81.2,137.3,116.3,21.0,10542.7,8941.0,1601.6,10745.1,9112.7,1632.4
Boca Chica,16,5,100.2,137.8,1989.1,1993.4,2002.1,2007.5,144.2,283.9,483.8,674.1,17.5,45.7,146.0,157.7,8.0,20.1,34.3,43.4,12.6,9.5,3.1,964.4,727.5,237.0,983.0,741.4,241.5
Pedregal,14,14,474.0,859.4,2008.1,2008.1,2009.5,2009.6,516.1,723.9,824.5,844.2,45.0,79.1,207.9,214.4,35.0,49.4,39.7,39.0,73.2,42.2,31.0,5662.8,3261.9,2400.9,5771.6,3324.6,2447.0
Bocas Del Toro,10,7,108.0,15.7,1995.6,1990.7,1997.8,1995.1,353.9,523.2,459.3,329.6,42.5,79.7,66.6,75.4,14.5,61.5,25.2,25.9,26.9,20.5,6.4,2077.0,1581.1,495.9,2116.8,1611.4,505.4
Panama,6,6,210.8,193.5,2003.2,2003.2,2006.4,2008.2,1629.5,1587.7,1575.8,1532.5,181.5,543.0,204.2,218.5,11.5,14.8,13.7,16.1,27.3,26.1,1.2,2094.9,2002.6,92.3,2135.2,2041.0,94.1
Contadora,6,6,43.6,62.2,1995.7,1995.7,2003.4,2003.7,527.5,874.0,837.2,920.9,69.5,566.5,101.5,71.1,32.0,219.8,81.3,77.0,61.3,42.4,18.9,4608.9,3192.6,1416.3,4697.4,3253.9,1443.5
Bayano,5,5,150.6,241.8,2009.2,2009.2,2007.4,2007.6,3313.5,2561.7,2611.1,2589.5,255.0,247.4,276.5,274.9,39.0,61.8,65.8,65.5,39.0,33.5,5.5,2991.2,2575.7,415.6,3048.7,2625.1,423.6
Panama Canal,5,2,19.7,31.4,2003.6,2003.0,2003.0,2002.9,112.7,427.6,147.8,155.6,94.0,102.5,100.8,97.3,94.0,114.8,113.5,115.8,21.3,12.0,9.3,1643.1,929.0,714.1,1674.7,946.9,727.8
Canazas,3,1,0.2,0.1,2008.0,2008.0,2008.0,2008.0,488.4,488.4,537.1,537.1,260.0,260.0,205.3,205.3,460.0,460.0,591.4,591.4,2.9,1.3,1.6,214.2,97.2,117.0,218.3,99.0,119.3
Garachine,3,2,1.5,0.4,1998.0,2001.5,2004.0,2003.0,503.3,520.2,527.0,518.9,50.0,54.0,55.2,54.8,1.0,1.8,1.7,1.7,1.2,1.1,0.1,89.9,86.0,3.9,91.6,87.6,4.0
