Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,1130,374,133778.2,153034.5,2008.0,2007.9,2010.0,2009.9,818.2,2383.7,2218.3,2184.5,64.0,151.8,309.2,305.9,18.0,25.6,21.9,22.1,16549.6,16098.2,451.4,1280497.3,1245856.2,34641.0,1305082.8,1269776.7,35306.2
Bulk carrier,827,671,70280.1,121992.0,2010.9,2011.1,2010.8,2010.7,1622.4,2748.8,2783.3,2811.2,163.0,269.4,524.6,530.5,78.0,124.4,116.3,115.8,6346.0,5926.7,419.3,490154.1,458079.9,32074.2,499565.1,466875.0,32690.0
Chemical tanker,745,404,39119.8,64315.4,2009.4,2009.8,2009.6,2009.6,1593.5,2321.2,1977.5,1979.1,145.0,222.2,370.8,369.7,50.0,67.0,62.7,62.8,6192.7,5017.3,1175.4,477484.5,387404.9,90079.6,486652.2,394843.1,91809.1
Oil tanker,602,299,68612.3,127032.1,2007.8,2007.7,2009.8,2009.9,1253.4,2399.7,2403.3,2459.1,150.0,276.1,528.7,536.2,47.0,113.6,84.2,84.4,8350.0,6223.0,2127.0,643037.7,480460.2,162577.5,655384.0,489685.0,165699.0
General cargo,339,222,9083.0,12597.8,2000.2,2005.7,2006.6,2006.6,1012.1,2180.2,2327.5,2324.8,118.0,232.3,477.8,485.4,47.0,90.6,85.4,85.1,1590.4,1455.8,134.6,122202.0,112086.4,10115.6,124548.3,114238.5,10309.8
Liquefied gas tanker,280,159,41156.7,40790.2,2010.8,2011.8,2012.6,2012.2,1717.6,2961.1,3253.2,3160.4,159.5,262.3,453.6,449.0,45.0,59.6,43.0,45.4,4771.2,4382.4,388.7,336560.4,307287.0,29273.4,343022.3,313186.9,29835.4
Refrigerated bulk,195,100,6118.1,6712.1,1993.1,1994.4,1992.8,1992.4,1501.9,2662.9,3075.3,3080.9,146.0,228.4,382.7,374.6,70.0,121.1,109.8,110.3,2710.1,2172.4,537.8,206118.9,165692.5,40426.4,210076.4,168873.8,41202.6
Miscellaneous - fishing,99,56,1068.7,965.2,1985.8,1988.4,1988.5,1987.1,5189.7,7193.6,5599.7,6170.6,551.0,897.7,1248.1,1324.5,108.0,285.0,234.8,264.7,536.9,484.9,52.0,40376.0,36470.9,3905.0,41151.2,37171.2,3980.0
Vehicle,91,72,11308.6,4089.9,2005.8,2005.9,2006.0,2005.9,1413.3,2249.6,2065.9,2128.4,91.0,154.3,290.5,292.0,11.0,15.5,19.5,19.4,718.6,703.3,15.3,55573.7,54400.7,1173.0,56640.7,55445.2,1195.5
Service - tug,72,53,142.4,98.3,1999.2,1999.8,2007.3,2007.8,1126.4,1890.1,2894.7,2842.6,240.0,321.1,571.9,615.7,54.0,191.2,131.1,102.4,239.8,221.4,18.3,18082.5,16705.1,1377.4,18429.7,17025.8,1403.9
Cruise,49,24,443.6,63.9,1993.6,1994.9,1998.9,1997.7,397.8,687.4,854.3,732.4,59.0,312.1,132.0,138.0,8.0,78.0,14.6,15.5,278.1,240.4,37.6,21186.4,18339.5,2846.8,21593.1,18691.6,2901.5
Service - other,43,35,681.3,634.6,2000.3,1999.6,1999.2,2000.4,1411.3,2604.0,2078.3,1780.6,230.0,845.8,1031.6,714.4,121.0,392.9,555.7,357.3,243.8,209.0,34.8,18451.7,15833.3,2618.3,18805.9,16137.3,2668.6
Offshore,16,15,368.4,313.4,1998.2,1999.4,2008.4,2007.9,1930.9,2449.9,2272.0,2321.8,298.0,391.7,286.4,279.9,207.5,591.5,193.9,174.8,106.2,75.0,31.2,7721.7,5375.0,2346.6,7869.9,5478.2,2391.7
Ro-Ro,13,3,41.2,35.3,1974.0,1980.0,1984.8,1984.5,86.6,682.6,701.9,622.8,44.0,73.3,112.1,114.8,53.0,78.0,69.1,65.1,26.0,9.7,16.3,1971.6,742.0,1229.6,2009.5,756.2,1253.2
Ferry-RoPax,5,2,97.1,12.0,2004.4,2000.5,1995.9,1995.3,185.4,1964.1,1416.7,1769.4,19.0,128.0,213.7,221.4,10.0,8.2,6.5,6.3,26.4,25.6,0.9,1683.4,1619.3,64.0,1715.7,1650.4,65.3
Ferry-pax only,4,3,14.8,4.8,1976.0,1968.0,1977.4,1972.1,1077.8,1373.8,1045.7,1002.9,193.5,212.8,145.2,126.2,257.0,318.2,468.9,485.6,6.5,3.1,3.4,492.3,235.2,257.1,501.8,239.8,262.0
Other liquids tankers,2,2,51.8,73.3,2017.0,2017.0,2016.0,2016.0,1024.6,1024.6,1621.2,1669.6,93.0,93.0,161.6,162.1,30.0,30.0,51.2,51.4,5.8,4.7,1.0,446.0,366.0,80.1,454.6,373.0,81.6
