Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Taboguilla,1433,1132,151503.8,221977.0,2009.2,2009.4,2010.9,2010.6,1793.0,3243.7,3269.3,3097.7,182.0,291.8,478.2,471.5,43.0,62.9,88.8,83.9,17748.0,15384.7,2363.4,1351958.6,1169347.1,182611.5,1377916.2,1191798.6,186117.7
Cristobal,792,562,67319.5,86801.0,2005.9,2007.3,2010.0,2010.2,1480.9,2187.6,2380.9,2296.4,145.5,226.0,323.9,302.9,37.0,69.1,61.3,59.6,9021.1,8318.2,702.9,691381.5,637886.1,53495.4,704656.0,650133.5,54522.5
Manzanillo,637,471,41225.2,46970.6,2005.6,2005.8,2010.7,2010.8,1384.5,2102.7,2244.3,2221.0,118.0,243.5,337.0,332.2,38.0,65.5,64.9,66.0,5520.0,4979.8,540.2,419447.3,378182.5,41264.7,427500.7,385443.7,42057.0
Balboa,387,197,42614.3,48653.5,2006.1,2006.1,2008.2,2008.3,1358.5,2361.0,1970.8,1913.5,93.0,209.6,216.4,216.3,32.0,104.7,171.8,157.4,4737.4,4028.8,708.6,363640.0,311462.4,52177.6,370621.9,317442.5,53179.4
Puerto Colon,296,139,14995.2,16351.3,2006.7,2006.3,2009.5,2009.6,794.1,1313.1,1484.0,1453.4,60.0,104.2,221.1,228.7,34.0,54.1,41.9,43.8,1845.4,1659.1,186.2,142641.4,128362.6,14278.7,145380.1,130827.2,14552.9
Rodman,278,203,30409.7,35286.1,2005.3,2006.7,2012.3,2011.9,1447.9,4302.2,2602.3,2468.4,119.0,433.8,331.0,367.4,42.0,117.7,393.5,332.4,3819.2,2759.5,1059.6,285386.9,211999.0,73387.9,290866.3,216069.4,74796.9
Las Minas,146,92,5018.6,7873.4,2005.4,2007.2,2010.3,2010.6,1386.9,1397.1,1559.0,1621.4,121.0,142.5,237.8,244.0,61.5,78.2,84.4,86.9,759.8,584.7,175.0,58400.5,44974.3,13426.2,59521.8,45837.8,13684.0
Chriqui Grande,121,66,3953.1,7266.6,2008.7,2008.7,2008.8,2008.8,427.7,630.9,579.1,578.6,39.0,60.4,119.7,120.1,37.0,50.0,54.2,54.5,664.2,322.9,341.3,51438.4,25003.0,26435.4,52426.0,25483.1,26942.9
Ancon,101,87,4369.5,6015.7,2002.6,2003.3,2008.0,2008.2,949.1,2788.3,2886.8,2758.2,120.0,280.9,442.8,448.9,47.0,84.5,348.0,286.9,748.8,611.0,137.8,57369.5,46769.1,10600.4,58471.0,47667.1,10803.9
Puerto Armuelles,73,53,16845.5,32114.9,2009.7,2009.8,2010.9,2011.0,2785.2,2778.2,3018.0,3049.2,274.0,322.0,439.2,440.3,34.0,69.7,126.8,128.2,1429.4,1113.3,316.1,110185.1,85739.7,24445.4,112300.7,87385.9,24914.8
Almirante,44,9,2054.1,2356.2,1992.4,1998.2,1989.1,1988.5,4936.4,2856.9,3709.4,3742.9,289.5,185.1,297.4,296.6,31.0,31.2,53.9,54.4,646.5,593.9,52.7,49311.4,45353.8,3957.6,50258.2,46224.6,4033.6
