Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Balboa,268,59,284.9,356.2,2009.4,2004.8,2005.0,2002.0,498.4,622.5,197.4,204.4,185.5,274.8,460.3,476.4,54.5,87.2,288.7,375.9,371.8,273.1,98.7,28086.5,20612.6,7473.9,28625.7,21008.3,7617.4
Rodman,260,81,716.1,1043.8,2006.9,2003.1,2002.3,2001.6,280.8,1305.0,407.3,486.9,157.0,382.3,1000.0,1038.7,59.0,221.1,199.1,198.0,522.1,328.3,193.8,39448.8,24836.0,14612.8,40206.2,25312.8,14893.4
Manzanillo,158,68,255.4,363.0,1999.7,1998.3,2004.3,2005.2,88.4,257.8,337.8,347.2,91.0,172.6,683.0,736.3,60.0,222.5,139.5,133.9,340.7,196.7,143.9,25767.2,14877.5,10889.7,26261.9,15163.2,11098.8
Taboguilla,127,74,491.5,821.7,2003.5,2004.1,2005.9,2006.0,138.6,362.3,275.9,290.8,144.0,302.1,451.6,425.7,79.0,189.8,182.3,164.3,595.1,381.6,213.5,45185.7,28930.8,16254.9,46053.3,29486.3,16567.0
Cristobal,123,71,1118.8,1277.3,1997.3,2003.7,2007.3,2007.0,89.0,1211.1,862.4,731.7,105.0,394.5,1321.9,1290.0,80.0,234.7,123.0,94.4,446.1,292.5,153.6,33827.6,22250.3,11577.3,34477.1,22677.5,11799.6
Puerto Colon,94,20,21.4,27.1,1996.2,1995.4,2003.1,2000.4,64.3,145.7,63.1,56.1,111.5,128.8,206.8,175.9,67.0,98.5,195.3,132.5,138.6,78.7,59.9,10427.5,5912.8,4514.7,10627.7,6026.3,4601.4
Las Minas,74,19,26.3,33.3,2001.9,2004.2,1997.8,1996.0,89.9,210.5,81.9,68.7,113.0,386.8,309.8,194.2,54.0,105.2,71.4,58.8,114.4,73.9,40.6,8606.9,5552.4,3054.4,8772.1,5659.0,3113.1
Melones,69,20,97.0,154.7,1990.9,1992.6,1991.7,1991.7,122.2,739.6,281.3,276.3,189.0,484.4,443.0,493.9,86.0,192.9,739.0,695.7,428.6,331.7,96.9,32310.5,25002.3,7308.2,32930.9,25482.3,7448.5
Ancon,29,21,142.5,195.1,1997.5,1995.7,2002.0,2003.9,178.7,575.8,1013.8,974.2,51.0,249.8,332.7,327.2,89.0,158.0,470.6,392.7,48.7,28.3,20.4,3670.9,2129.0,1541.9,3741.4,2169.9,1571.5
Contadora,20,10,128.8,194.8,1996.6,1995.8,2000.8,2001.7,113.0,410.7,727.4,832.9,22.0,43.0,217.9,230.4,34.0,40.8,58.1,61.3,26.5,12.9,13.5,2012.8,990.0,1022.8,2051.4,1009.0,1042.4
Panama Canal,14,6,99.3,146.2,2010.4,2008.3,2004.2,2003.9,1108.9,1441.4,1981.9,2041.2,426.5,738.6,403.4,359.7,202.0,333.2,231.0,229.0,51.1,36.4,14.7,3868.2,2752.5,1115.7,3942.5,2805.3,1137.1
Puerto Armuelles,11,11,122.8,221.7,2008.2,2008.2,2008.9,2009.0,347.0,450.5,321.1,320.4,84.0,416.5,210.4,199.6,42.0,167.2,243.0,238.6,62.5,37.7,24.8,4823.9,2908.5,1915.5,4916.5,2964.3,1952.2
Boca Chica,11,4,78.7,104.6,1989.3,1993.5,2001.9,2008.3,412.4,470.4,496.1,548.3,76.0,212.9,452.9,622.4,33.0,26.1,46.9,57.0,17.4,12.5,5.0,1324.8,951.9,372.9,1350.3,970.2,380.0
Chriqui Grande,9,9,68.8,126.1,2007.8,2007.8,2007.1,2007.0,197.2,339.9,197.7,195.5,97.0,388.4,74.9,68.4,46.0,45.2,45.7,45.4,37.2,20.5,16.7,2871.9,1575.3,1296.7,2927.1,1605.5,1321.6
Charco Azul,7,7,91.6,163.7,2004.3,2004.3,2009.9,2009.9,370.1,447.8,435.4,435.0,170.0,282.0,215.1,212.6,83.0,156.6,81.7,79.9,47.1,27.3,19.8,3637.2,2106.6,1530.6,3707.1,2147.0,1560.0
Portobelo,6,6,1.3,1.7,1982.8,1982.8,2003.6,2007.5,150.3,195.0,144.3,147.0,85.5,351.8,124.4,130.7,94.0,125.3,113.3,110.6,12.5,4.8,7.7,940.0,362.3,577.8,958.1,369.2,588.9
Bocas Del Toro,6,3,89.9,98.0,1993.5,1992.0,2004.2,2005.7,558.7,1019.6,1476.1,1872.1,55.5,56.3,62.4,61.1,26.5,53.2,111.8,121.1,23.3,11.1,12.2,1793.3,853.2,940.1,1827.7,869.6,958.1
Panama,4,2,1.7,2.1,1981.5,1987.0,1996.8,1996.8,44.9,1863.8,534.0,554.8,228.5,942.5,1671.3,1675.0,220.0,452.5,702.9,704.2,11.1,7.8,3.2,829.8,586.7,243.1,845.7,598.0,247.7
Almirante,3,3,89.0,106.1,1993.0,1993.0,2005.9,2005.9,199.1,1953.0,2216.5,2221.6,13.0,11.7,8.3,8.3,48.0,137.0,321.3,321.4,24.9,1.9,23.0,1919.4,146.7,1772.8,1956.3,149.5,1806.8
Garachine,3,3,2.2,0.3,1997.3,1997.3,1990.8,1992.4,93.3,150.9,187.2,159.4,15.0,15.7,22.2,20.9,6.0,13.0,7.1,8.7,1.5,0.9,0.6,113.5,65.1,48.5,115.7,66.3,49.4
Santa Clara,2,2,0.2,0.0,1995.0,1995.0,1985.8,1989.3,207.6,207.6,177.3,185.6,159.0,159.0,62.6,99.7,51.5,51.5,34.8,41.3,0.9,0.4,0.5,69.4,32.0,37.4,70.7,32.6,38.1
La Palma,2,1,0.2,0.0,1982.0,1982.0,1982.0,1982.0,78.1,78.1,78.1,78.1,16.0,16.0,15.5,15.5,14.0,14.0,15.7,15.7,0.8,0.3,0.5,58.7,23.0,35.8,59.9,23.4,36.5
Canazas,2,1,0.0,0.0,2008.0,2008.0,2008.0,2008.0,162.1,162.1,162.1,162.1,229.0,229.0,214.8,214.8,20.5,20.5,23.6,23.6,0.4,0.4,0.0,31.0,29.0,2.0,31.6,29.6,2.0
Bayano,1,1,0.3,0.3,1982.0,1982.0,1982.0,1982.0,265.5,265.5,265.5,265.5,18.0,18.0,18.0,18.0,517.0,517.0,517.0,517.0,1.2,0.2,0.9,86.5,16.8,69.6,88.1,17.2,71.0
Pedregal,1,1,14.9,25.9,2017.0,2017.0,2017.0,2017.0,349.1,349.1,349.1,349.1,28.0,28.0,28.0,28.0,63.0,63.0,63.0,63.0,4.3,1.2,3.1,336.7,96.2,240.5,343.2,98.1,245.1
