Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,603,62,179.2,71.6,2010.3,2005.6,2011.6,2010.8,418.0,969.1,712.8,636.5,205.0,514.2,763.0,763.6,61.0,292.8,413.3,367.9,586.9,433.9,153.1,44073.6,32581.7,11492.0,44919.9,33207.2,11712.6
Oil tanker,305,59,1244.7,2116.5,1992.7,2000.6,2002.5,2002.8,75.0,1076.9,404.1,395.3,121.0,337.1,682.9,652.0,65.0,169.8,265.9,249.6,1772.9,1148.5,624.4,134321.2,86972.2,47349.0,136900.1,88642.1,48258.1
Chemical tanker,105,28,286.9,440.4,2006.4,2008.9,2008.3,2008.4,71.7,123.4,259.8,252.0,62.0,59.6,283.1,281.5,52.0,101.4,115.0,114.7,278.8,151.3,127.5,21157.7,11464.3,9693.4,21563.9,11684.4,9879.5
Offshore,66,13,29.3,39.9,1980.7,1982.6,1989.9,1987.4,180.2,435.8,196.7,255.7,327.5,311.2,698.6,694.9,162.0,205.6,428.5,464.4,178.2,115.1,63.1,13377.1,8639.4,4737.7,13634.0,8805.3,4828.7
Service - other,56,19,394.8,590.9,1996.9,1999.5,2000.9,2001.4,140.9,909.7,1802.6,2050.8,257.5,499.7,741.2,749.8,119.0,238.3,341.2,303.6,134.7,92.6,42.1,10232.6,7043.5,3189.1,10429.1,7178.8,3250.3
Cruise,44,9,72.2,24.8,1988.1,1990.1,1988.0,1988.6,283.5,234.8,351.9,361.4,37.5,39.7,64.9,64.4,12.5,57.7,15.7,14.5,44.0,23.5,20.5,3322.0,1781.2,1540.8,3385.8,1815.4,1570.4
Container,40,23,323.0,378.1,2013.8,2013.5,2011.0,2010.9,51.0,156.7,101.5,103.3,11.0,13.9,23.5,23.6,39.5,75.4,146.2,148.4,88.6,20.3,68.3,6824.9,1571.9,5253.0,6956.0,1602.1,5353.8
Bulk carrier,29,26,361.5,609.7,2009.5,2010.4,2004.2,2004.4,56.2,192.0,388.4,378.0,18.0,58.3,417.6,418.6,46.0,74.3,95.6,94.1,26.8,18.0,8.8,2068.6,1390.6,678.0,2108.3,1417.3,691.0
Ro-Ro,13,2,2.8,3.5,1995.4,1993.5,2001.2,1997.2,102.0,101.4,198.5,181.9,23.0,22.8,159.0,147.3,59.0,69.0,273.2,246.2,23.2,7.3,15.8,1738.3,549.4,1188.9,1771.7,560.0,1211.7
Miscellaneous - fishing,11,8,33.7,31.9,1996.4,1994.0,1983.9,1980.6,57.6,3684.2,3110.8,4169.6,18.0,492.4,1891.3,2071.8,37.0,104.1,43.4,39.9,16.2,14.5,1.7,1217.6,1091.2,126.4,1241.0,1112.2,128.8
Liquefied gas tanker,10,9,979.1,1112.8,2004.6,2005.2,2008.1,2008.1,48.8,2262.8,3696.8,3572.6,12.5,236.5,1407.8,1407.4,44.5,47.4,74.7,74.7,137.4,127.9,9.5,10632.3,9904.4,727.9,10836.5,10094.6,741.9
Refrigerated bulk,9,9,8.4,9.7,1992.3,1992.3,1989.9,1989.8,69.3,91.6,97.0,99.1,11.0,13.8,15.0,14.8,63.0,94.0,60.4,59.6,23.2,3.6,19.6,1743.9,272.7,1471.2,1777.4,278.0,1499.4
General cargo,9,8,26.1,33.2,2007.8,2010.2,1997.5,1997.4,139.7,154.4,164.6,175.6,58.0,62.7,110.1,112.3,65.0,140.7,116.2,122.7,9.1,3.6,5.5,687.9,274.4,413.6,701.2,279.6,421.5
Ferry-pax only,3,3,1.1,0.5,1968.0,1968.0,1970.6,1962.1,81.4,176.4,84.5,102.3,9.0,83.7,25.8,69.4,92.0,302.7,670.8,555.3,4.2,0.5,3.7,316.8,37.6,279.2,322.9,38.3,284.6
Vehicle,1,1,0.7,0.3,1996.0,1996.0,1996.0,1996.0,75.0,75.0,75.0,75.0,35.0,35.0,35.0,35.0,384.0,384.0,384.0,384.0,4.5,0.3,4.1,334.2,24.8,309.5,340.7,25.2,315.4
