Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Kenya,278,156,2471.2,2250.7,2003.9,2005.2,2004.8,2004.2,207.8,369.6,277.1,306.5,36.5,76.8,130.3,164.0,34.0,62.5,48.2,59.1,564.8,389.9,174.9,43416.6,30038.8,13377.9,44250.2,30615.5,13634.8
South Africa,165,137,10868.9,10552.2,2009.3,2009.1,2010.0,2009.6,1639.9,1774.7,1742.4,1790.9,141.0,187.5,171.6,199.9,47.0,64.2,53.8,65.2,915.0,844.2,70.8,70730.7,65298.6,5432.1,72088.7,66552.4,5536.4
Mozambique,105,68,2782.6,2970.4,2002.2,2005.3,2004.4,2003.3,688.4,971.1,991.4,907.6,78.0,104.6,114.7,122.8,61.0,96.2,75.3,103.9,372.8,306.0,66.9,28817.5,23672.2,5145.3,29370.8,24126.7,5244.1
United Arab Emirates,81,62,7854.5,12558.8,2008.9,2009.0,2010.1,2010.5,2651.0,2721.3,2700.9,2691.4,227.0,249.3,248.1,247.7,28.0,67.7,66.1,68.2,874.0,813.0,61.0,67695.9,62973.1,4722.7,68995.6,64182.2,4813.4
Malaysia,67,28,8823.9,10556.9,2007.9,2006.1,2008.9,2009.0,3999.6,3733.3,4014.2,4012.5,306.0,305.2,325.9,326.9,14.0,17.7,16.0,16.3,1098.8,1081.5,17.3,85102.3,83765.7,1336.6,86736.3,85374.0,1362.3
India,57,40,5135.9,6411.1,2006.8,2006.9,2008.1,2008.1,2643.9,2740.4,2717.3,2705.0,222.0,235.6,227.2,236.7,23.0,38.4,32.0,32.1,634.1,599.2,34.9,49077.7,46381.8,2695.9,50020.0,47272.3,2747.7
Sri Lanka,53,26,3808.5,4888.3,2006.7,2005.7,2007.0,2006.9,2631.5,2643.0,2647.6,2648.1,194.0,247.4,224.3,225.6,9.0,13.5,11.4,11.5,501.5,494.0,7.5,38832.7,38250.0,582.6,39578.3,38984.4,593.8
Singapore,49,36,6621.7,6472.8,2007.3,2007.6,2007.5,2007.5,4142.5,4192.3,4213.8,4243.8,312.0,341.5,320.4,339.9,14.0,27.4,22.5,26.8,785.1,765.4,19.8,60712.2,59192.2,1520.0,61877.9,60328.7,1549.2
Saudi Arabia,36,17,2906.2,4390.4,2003.4,2006.5,2006.8,2007.5,3094.2,3261.3,3241.4,3280.1,249.0,286.5,287.5,292.6,27.0,27.9,31.9,31.0,387.1,366.1,21.0,29852.1,28251.9,1600.2,30425.3,28794.4,1630.9
Somalia,17,9,346.4,453.8,1992.1,1991.6,1992.9,1992.9,716.9,970.2,825.3,824.1,80.0,67.9,104.1,104.6,46.0,927.0,314.1,292.2,67.4,56.5,11.0,5214.5,4373.2,841.3,5314.7,4457.2,857.5
