Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Nigeria,279,80,882.8,1231.5,1997.1,2003.6,2008.7,2009.2,135.1,875.9,501.7,482.9,19.0,211.1,567.2,348.2,36.0,138.6,70.7,58.5,275.2,190.0,85.2,20948.2,14496.8,6451.4,21350.4,14775.2,6575.3
Togo,201,77,2179.7,3058.3,2006.5,2005.1,2006.4,2006.3,684.8,840.9,738.0,744.0,63.0,137.7,197.2,210.4,47.0,80.9,75.5,78.0,635.5,442.4,193.1,48518.3,33943.6,14574.7,49449.8,34595.3,14854.6
Gabon,158,86,1024.2,1192.6,2007.1,2008.0,2008.2,2009.2,269.8,486.6,302.1,314.5,26.0,114.7,72.0,83.1,45.0,81.8,81.2,91.5,216.2,142.8,73.5,16610.4,10986.9,5623.5,16929.3,11197.9,5731.4
Côte d'Ivoire,118,73,3106.8,3944.7,2002.8,2005.8,2003.5,2002.9,998.8,1071.2,1003.1,1005.2,93.0,178.9,134.2,147.2,34.0,89.6,47.4,50.4,522.1,445.9,76.1,40206.2,34403.9,5802.3,40978.2,35064.5,5913.7
Equatorial Guinea,112,70,225.9,352.8,2004.3,2005.3,2004.7,2004.1,122.2,167.5,162.5,172.3,19.0,172.1,303.2,330.2,41.0,164.4,239.3,259.9,190.6,132.4,58.1,14581.9,10156.9,4425.0,14861.8,10351.9,4509.9
Congo,100,52,1379.3,1986.8,2007.2,2007.4,2008.7,2008.9,674.4,687.2,693.4,696.0,65.0,97.1,88.8,95.2,47.0,80.9,64.1,62.5,254.3,188.9,65.4,19570.0,14574.3,4995.7,19945.8,14854.1,5091.7
Ghana,89,42,918.8,1116.6,2007.7,2006.0,2008.9,2009.3,710.6,836.0,729.2,732.2,49.0,98.1,67.4,69.7,13.0,52.4,38.5,45.8,225.4,197.9,27.5,17272.5,15194.0,2078.5,17604.1,15485.7,2118.4
Spain,78,64,7808.9,10582.3,2004.7,2004.4,2007.3,2007.6,3493.4,3371.0,3560.1,3537.9,269.0,327.8,299.1,306.4,12.5,48.3,43.6,44.5,994.0,931.0,63.0,76706.3,71904.4,4801.9,78179.1,73285.0,4894.1
Brazil,71,69,6591.7,11070.4,2008.7,2008.8,2010.1,2010.1,3688.8,3633.4,3671.2,3671.0,333.0,404.6,403.5,404.0,102.0,118.8,120.6,119.3,605.0,576.2,28.7,46779.3,44575.9,2203.3,47677.4,45431.8,2245.6
Angola,60,42,3136.1,3685.9,2006.7,2005.5,2008.8,2009.3,826.7,1012.3,847.2,800.1,55.0,185.7,77.2,70.5,74.5,66.5,74.8,76.6,407.0,339.8,67.2,31444.0,26255.8,5188.2,32047.7,26759.9,5287.8
"Congo, Democratic Republic of the",42,9,256.7,352.3,2007.6,2006.0,2007.1,2007.0,724.6,925.9,763.5,764.5,71.0,109.9,88.2,87.6,20.0,180.8,128.0,153.4,54.6,44.5,10.1,4194.9,3426.0,768.9,4275.5,3491.8,783.7
Senegal,22,21,1407.3,1084.7,2002.5,2002.1,2003.9,2004.2,2071.9,2141.6,2065.5,2102.2,172.0,224.7,158.4,187.5,90.0,145.7,114.9,162.1,172.1,150.9,21.2,13282.3,11658.8,1623.5,13537.3,11882.6,1654.7
South Africa,19,18,2432.1,4046.2,2005.9,2005.8,2006.0,2005.8,3167.0,3018.9,2759.5,2694.6,268.0,340.9,288.1,287.0,15.0,38.1,17.6,16.8,262.1,255.7,6.5,19290.2,18802.8,487.5,19660.6,19163.8,496.8
United States of America,17,13,3230.5,6000.4,2006.9,2006.9,2007.2,2007.3,5813.1,5824.5,5295.3,5517.5,512.0,581.4,665.5,669.5,32.0,103.5,131.6,134.7,350.9,316.0,34.9,26960.8,24340.7,2620.0,27478.4,24808.1,2670.3
Uruguay,17,16,1639.0,2739.3,2006.2,2006.7,2008.3,2008.3,4469.9,4226.1,3946.8,3920.0,378.0,373.6,400.1,399.5,37.0,75.8,77.4,78.1,140.9,136.2,4.7,10889.1,10528.5,360.7,11098.2,10730.6,367.6
Belgium,17,12,3699.1,2200.7,2005.8,2006.2,2005.8,2007.3,4639.2,4668.3,4678.4,4653.3,307.0,319.1,323.1,306.7,50.0,60.0,67.2,57.1,319.3,306.5,12.8,24643.8,23672.9,970.9,25117.0,24127.4,989.6
Italy,15,14,3444.2,4009.4,2006.1,2005.7,2007.3,2006.6,4469.7,4511.0,4553.7,4482.4,370.0,357.5,358.8,362.9,13.0,37.7,54.8,49.7,348.6,328.6,20.0,25929.1,24387.9,1541.2,26426.9,24856.1,1570.8
Liberia,14,14,586.9,928.6,2009.2,2009.2,2009.8,2009.8,1374.6,1392.5,1383.8,1385.6,113.0,118.9,115.3,117.5,10.0,23.4,23.3,21.3,46.3,44.7,1.6,3582.3,3456.4,125.9,3651.1,3522.8,128.3
Morocco,13,11,1314.3,1606.2,2005.1,2004.7,2006.6,2006.8,3462.6,3404.3,3486.7,3500.6,265.0,279.8,273.3,280.2,17.0,46.0,31.4,38.5,159.5,153.2,6.2,12334.9,11859.5,475.4,12571.8,12087.2,484.6
China,13,12,12698.6,21991.3,2006.0,2006.9,2013.0,2013.9,10566.7,7733.0,9914.9,9908.6,866.0,813.8,1119.0,1090.7,42.0,75.1,97.6,105.4,899.7,880.1,19.6,64386.4,62870.0,1516.5,65622.7,64077.1,1545.6
Namibia,12,12,250.3,324.9,2000.2,2000.2,2004.8,2005.5,1801.4,2095.2,1929.2,1923.5,174.5,235.2,244.8,242.2,69.0,225.8,100.6,89.0,81.8,59.8,22.0,6229.3,4575.6,1653.7,6348.9,4663.5,1685.5
Guinea,12,12,574.8,918.6,2009.0,2009.0,2009.5,2009.7,1740.1,1670.4,1733.4,1737.6,150.5,240.3,228.2,227.7,42.0,57.2,62.8,68.0,54.7,51.7,3.1,4235.9,4000.1,235.8,4317.3,4076.9,240.3
Argentina,11,11,1213.4,1926.4,2011.4,2011.4,2012.0,2012.0,4806.6,4809.2,4812.9,4814.5,467.0,458.5,469.9,474.3,54.0,90.2,99.0,101.0,117.3,114.3,3.0,9069.6,8841.5,228.1,9243.7,9011.3,232.4
India,11,10,9227.0,14477.8,2007.4,2006.8,2007.2,2006.3,7504.1,6912.1,7500.7,7485.1,688.0,631.6,713.8,729.6,48.0,70.9,80.8,93.1,767.2,753.9,13.3,52822.5,51793.8,1028.8,53836.7,52788.2,1048.5
Netherlands,10,10,2891.4,5457.2,2010.2,2010.2,2010.6,2010.7,4789.8,4346.8,4422.0,4423.7,495.0,453.9,506.9,508.4,60.0,82.1,50.7,50.4,302.8,256.6,46.3,23392.7,19824.7,3568.0,23841.9,20205.4,3636.5
