Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Nigeria,298,99,1507.2,2004.9,1997.8,2004.2,2006.4,2007.1,176.1,644.7,600.3,642.7,59.5,203.1,380.1,459.4,37.0,164.3,266.0,330.7,530.7,251.8,279.0,40817.3,19320.4,21496.9,41601.0,19691.4,21909.7
Togo,221,87,2515.4,3521.0,2004.7,2005.3,2004.5,2004.9,683.9,905.3,746.4,767.3,79.0,226.6,295.8,329.7,117.0,152.8,140.7,148.4,855.4,506.1,349.3,65087.0,38781.4,26305.6,66336.7,39526.0,26810.7
Gabon,164,69,998.6,1330.8,2007.2,2007.1,2008.1,2008.2,266.5,333.6,301.2,307.6,26.0,79.7,92.3,89.5,81.0,188.9,113.8,119.7,336.3,184.4,151.9,25822.8,14206.4,11616.5,26318.6,14479.1,11839.5
Equatorial Guinea,151,74,241.3,245.7,2004.6,2005.4,2005.9,2004.6,87.4,125.8,98.6,97.6,11.0,70.5,44.7,54.4,47.0,79.3,64.5,73.5,175.3,100.9,74.4,13311.0,7649.6,5661.4,13566.6,7796.4,5770.1
Congo,146,77,3731.3,4361.3,2007.6,2007.5,2008.3,2008.8,669.7,775.4,683.2,691.4,63.5,120.9,103.2,114.9,60.0,122.7,67.9,76.5,589.1,474.7,114.4,45441.9,36678.9,8763.0,46314.4,37383.1,8931.3
Angola,96,57,3440.3,4383.5,2006.9,2006.6,2007.6,2008.4,879.9,924.1,865.3,853.2,78.0,176.7,105.9,113.9,46.5,171.5,113.5,132.6,496.7,382.7,114.0,38396.1,29595.8,8800.2,39133.3,30164.1,8969.2
Côte d'Ivoire,83,55,1541.5,2045.1,2007.8,2006.3,2008.5,2008.3,910.5,1105.3,990.3,1001.5,87.0,213.2,236.8,255.5,48.0,311.1,282.5,341.9,466.3,348.7,117.6,35823.5,26855.1,8968.3,36511.3,27370.8,9140.5
Ghana,81,63,1455.7,2050.3,2005.9,2006.4,2008.1,2008.0,750.3,874.1,833.6,835.5,95.0,171.2,186.1,199.0,70.0,152.4,246.1,250.8,325.4,231.5,94.0,25049.8,17847.9,7202.0,25530.8,18190.5,7340.2
Spain,64,61,6042.8,10056.4,2007.3,2006.9,2008.8,2009.2,3180.5,3371.9,3571.4,3577.2,280.5,297.3,332.1,335.3,119.0,131.2,142.4,124.1,638.3,570.9,67.4,49008.4,43842.1,5166.3,49949.3,44683.8,5265.5
"Congo, Democratic Republic of the",30,9,193.5,275.4,2007.0,2004.8,2006.3,2006.0,780.1,836.0,830.2,845.9,77.0,332.7,452.5,555.6,48.0,137.8,145.3,170.0,53.4,43.4,10.0,4106.7,3350.4,756.3,4185.5,3414.8,770.8
South Africa,29,28,2505.9,4413.2,2001.4,2002.1,2004.6,2004.8,3111.5,3014.6,3007.3,3013.2,291.0,382.5,435.8,435.9,153.0,215.3,195.2,192.5,358.2,251.1,107.0,27599.1,19366.1,8233.0,28129.0,19737.9,8391.1
Gibraltar,26,26,2692.3,4614.6,2008.0,2008.0,2008.1,2008.1,3626.3,3674.3,3698.0,3702.2,302.5,308.8,316.5,317.9,146.0,145.6,134.8,133.4,288.3,265.6,22.7,22282.0,20540.7,1741.3,22709.8,20935.1,1774.7
Benin,24,23,460.1,511.3,2006.4,2006.1,2007.2,2007.0,604.2,666.5,657.5,702.9,88.0,154.8,156.2,194.3,67.5,324.7,449.5,656.6,93.8,56.7,37.1,7226.7,4379.7,2847.0,7365.4,4463.8,2901.6
Indonesia,17,9,6383.9,12133.8,1988.1,2001.6,2010.7,2010.8,93.5,5689.1,8425.8,8473.8,18.0,560.2,851.0,852.2,1.0,14.9,19.5,19.3,291.5,283.9,7.6,22576.2,21988.0,588.2,23009.6,22410.2,599.4
