Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,353,98,8347.7,10180.6,2005.8,2005.9,2007.5,2007.3,661.2,646.7,663.4,663.5,62.0,106.7,126.5,127.7,50.0,66.7,57.4,58.4,1613.5,1267.0,346.5,124595.2,97942.5,26652.7,126987.5,99823.0,27164.4
General cargo,252,107,3109.1,4312.5,2003.2,2005.4,2009.4,2009.6,633.8,2127.1,1516.7,1559.3,64.5,246.0,375.0,388.7,81.0,151.8,170.3,176.3,652.6,540.6,112.0,50032.5,41621.5,8411.0,50993.1,42420.6,8572.5
Bulk carrier,220,200,11742.9,19820.8,2007.7,2007.9,2008.3,2008.2,1076.3,2091.0,2025.6,2012.0,211.0,317.3,406.7,407.8,170.0,300.5,296.5,295.9,1398.4,1171.1,227.3,108126.2,90626.6,17499.6,110202.3,92366.6,17835.6
Chemical tanker,149,51,1411.1,2248.0,2006.9,2006.8,2007.5,2007.4,727.6,1106.7,939.5,947.1,95.0,193.5,359.8,357.5,123.0,151.6,187.1,186.6,642.4,347.3,295.1,48790.6,26584.5,22206.1,49727.4,27094.9,22632.5
Service - tug,124,37,80.0,70.8,1998.0,2005.2,2007.0,2007.5,168.7,1031.4,533.5,514.6,70.5,281.0,602.5,557.0,24.0,210.3,189.2,175.0,90.3,80.8,9.5,6798.5,6085.8,712.7,6929.0,6202.7,726.3
Offshore,121,26,87.0,93.9,2007.0,2006.9,2008.1,2007.2,144.3,779.9,397.4,375.2,47.0,192.1,484.0,562.2,35.0,155.8,167.4,180.2,106.7,73.2,33.6,8025.1,5503.7,2521.4,8179.2,5609.4,2569.8
Oil tanker,90,78,39030.9,74410.4,2009.3,2009.0,2010.2,2010.2,3403.7,4434.5,4847.4,4882.0,344.0,423.0,647.8,648.7,33.5,76.6,49.0,48.7,2371.1,1973.9,397.2,183618.4,152855.6,30762.8,187143.9,155790.4,31353.5
Refrigerated bulk,84,42,916.5,1044.1,1998.3,1992.5,1999.1,1998.9,881.5,1748.6,1453.4,1464.4,102.0,174.2,191.5,193.2,48.0,144.6,88.5,89.8,552.6,414.6,138.0,42018.4,31657.2,10361.2,42825.2,32265.0,10560.2
Ro-Ro,74,26,1410.6,711.9,2006.1,2007.8,2004.9,2005.3,582.8,509.5,567.3,556.9,53.5,101.3,74.3,79.2,56.0,72.5,62.1,63.0,294.6,222.8,71.9,22589.8,17105.8,5484.0,23023.6,17434.3,5589.3
Liquefied gas tanker,50,15,8961.5,7521.5,2011.2,2010.5,2008.5,2008.4,720.5,3604.5,5713.3,5480.2,101.5,332.3,661.9,665.5,84.5,114.7,170.4,171.6,1050.9,954.7,96.2,66899.3,59546.1,7353.2,68183.7,60689.4,7494.4
Service - other,33,4,3.2,1.8,1994.2,1992.8,1994.1,1997.7,170.1,201.7,242.6,166.8,71.0,75.2,151.4,90.4,24.0,35.1,120.3,67.3,9.4,6.6,2.9,709.1,494.3,214.8,722.7,503.8,218.9
Vehicle,25,10,671.1,229.0,2004.8,2003.8,2004.5,2004.7,644.3,542.5,526.6,517.1,52.0,46.2,63.9,63.4,48.0,49.6,57.3,57.8,55.0,43.4,11.6,4257.4,3362.2,895.3,4339.2,3426.7,912.5
Ferry-RoPax,24,1,3.2,0.7,1974.0,1974.0,1974.0,1974.0,119.3,119.3,121.5,121.5,31.0,31.0,82.7,82.7,38.0,38.0,47.7,47.7,12.9,8.0,4.9,969.9,602.9,367.0,988.5,614.4,374.1
Miscellaneous - fishing,7,4,8.5,9.9,1993.7,1990.0,1982.5,1982.1,178.9,739.3,1116.3,1733.3,30.0,100.5,271.4,279.2,5.0,93.0,320.3,331.0,4.2,3.4,0.8,324.6,264.4,60.2,330.9,269.5,61.3
Ferry-pax only,1,1,0.1,0.0,1983.0,1983.0,1983.0,1983.0,207.8,207.8,207.8,207.8,34.0,34.0,34.0,34.0,103.0,103.0,103.0,103.0,0.2,0.1,0.2,17.8,4.7,13.2,18.2,4.7,13.4
