Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Offshore,479,15,87.8,92.8,2009.7,2004.4,2010.0,2009.7,92.1,820.8,109.6,107.0,15.0,589.5,126.4,84.9,19.0,235.5,75.9,55.7,161.8,102.1,59.7,12148.5,7667.8,4480.7,12381.7,7815.0,4566.7
Service - tug,421,17,83.0,69.7,2005.3,2005.5,2007.1,2007.6,101.4,252.7,125.2,122.1,23.0,379.7,248.7,182.6,16.0,47.6,93.4,87.5,79.5,62.6,16.9,5966.4,4697.3,1269.1,6080.9,4787.5,1293.5
Service - other,113,7,7.4,6.1,1996.7,1997.1,1999.7,2001.8,158.8,384.4,190.1,201.1,41.0,103.3,238.2,288.6,29.0,66.7,67.0,46.8,41.6,29.4,12.2,3123.7,2210.3,913.4,3183.7,2252.8,930.9
Chemical tanker,71,9,64.7,105.7,2005.0,2007.0,2005.3,2005.2,63.5,88.3,98.8,98.5,11.0,95.2,82.6,83.9,50.0,86.6,94.4,94.7,111.8,37.3,74.5,8415.9,2821.4,5594.5,8577.5,2875.6,5701.9
Container,23,14,131.2,163.0,2007.4,2006.7,2008.0,2007.9,119.6,206.9,162.7,159.8,57.0,102.8,96.6,96.3,61.0,61.5,68.9,68.5,63.9,38.8,25.1,4928.1,2995.6,1932.5,5022.7,3053.1,1969.6
Miscellaneous - fishing,16,1,0.4,0.0,1991.0,1991.0,1991.0,1991.0,297.8,297.8,439.7,439.7,25.5,25.5,280.0,280.0,27.5,27.5,90.9,90.9,6.1,3.9,2.2,456.8,289.1,167.7,465.6,294.7,170.9
Bulk carrier,16,14,77.7,135.7,2004.8,2004.9,2006.1,2006.0,131.5,175.6,172.4,171.3,102.0,293.3,350.0,350.7,110.5,168.5,207.4,206.2,28.1,18.4,9.7,2169.3,1416.3,753.1,2211.0,1443.5,767.5
General cargo,13,10,7.9,10.7,1999.3,1996.4,2007.2,2007.2,109.7,100.8,99.8,97.8,12.0,102.7,96.5,109.4,22.0,43.2,54.8,53.1,6.6,4.9,1.7,499.2,371.4,127.8,508.8,378.5,130.3
Oil tanker,3,3,39.4,72.1,2002.7,2002.7,2008.1,2008.2,139.9,144.5,144.3,144.0,8.0,10.3,12.0,12.1,93.0,339.0,354.2,349.2,58.9,1.6,57.2,4559.5,124.7,4434.7,4647.0,127.1,4519.9
Ferry-RoPax,2,1,0.2,0.0,1974.0,1974.0,1974.0,1974.0,86.2,86.2,86.2,86.2,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.1,0.1,0.0,7.5,6.9,0.7,7.7,7.0,0.7
Liquefied gas tanker,1,1,0.3,0.4,2014.0,2014.0,2014.0,2014.0,59.0,59.0,59.0,59.0,38.0,38.0,38.0,38.0,52.0,52.0,52.0,52.0,1.3,0.6,0.7,99.5,43.3,56.2,101.4,44.1,57.3
