Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,354,99,16039.6,19646.1,2005.9,2005.9,2006.9,2006.8,802.1,1074.6,1271.6,1276.8,61.0,91.8,180.4,180.9,32.5,42.8,41.4,41.1,2177.8,1939.7,238.1,168410.5,150088.7,18321.8,171644.0,152970.4,18673.6
General cargo,258,110,2418.7,3309.0,2002.8,2005.7,2009.5,2009.6,672.4,1477.8,1171.7,1191.8,63.0,164.8,248.1,248.7,43.0,91.1,77.5,82.5,479.0,410.2,68.9,36742.7,31571.4,5171.3,37448.2,32177.6,5270.6
Bulk carrier,237,217,14310.6,24270.6,2007.8,2008.0,2008.5,2008.5,1812.7,2314.5,2290.7,2286.0,268.0,309.6,426.5,427.3,88.0,129.2,94.3,93.8,1321.2,1224.2,97.0,102180.3,94718.7,7461.6,104142.2,96537.3,7604.8
Chemical tanker,142,51,1741.2,2804.8,2006.8,2006.6,2006.7,2006.6,720.3,1557.1,1243.7,1270.1,84.0,212.9,373.2,375.0,60.0,80.6,83.4,83.4,585.2,404.0,181.2,44566.7,30947.4,13619.2,45422.3,31541.6,13880.7
Service - tug,119,33,45.6,39.6,1997.8,2005.6,2007.5,2008.4,140.0,536.8,312.3,301.1,21.0,261.2,291.7,265.5,23.0,116.8,166.5,168.3,48.5,42.2,6.3,3655.5,3183.6,471.9,3725.7,3244.7,480.9
Offshore,117,27,115.7,86.6,2006.6,2005.7,2012.0,2010.2,126.5,2082.2,503.1,345.3,20.0,376.5,3083.1,2336.7,33.0,295.5,243.3,294.6,119.7,77.3,42.4,9033.5,5848.4,3185.1,9206.9,5960.7,3246.3
Oil tanker,90,77,43246.5,82472.1,2009.0,2008.8,2010.7,2010.7,4372.4,4710.0,5256.1,5288.5,422.0,504.9,723.6,724.8,42.0,64.3,92.4,92.5,3213.3,2936.6,276.7,248599.2,227252.9,21346.3,253372.3,231616.1,21756.2
Refrigerated bulk,84,43,1040.6,1198.4,1998.3,1992.5,1995.4,1995.2,912.7,2592.6,1648.4,1679.5,71.5,261.2,267.8,271.8,13.0,118.7,92.2,90.1,556.4,452.9,103.5,42297.6,34525.6,7771.9,43109.7,35188.5,7921.2
Ro-Ro,74,26,4097.7,2163.5,2006.3,2007.8,2007.4,2007.8,730.0,1367.6,1685.6,1728.7,72.0,95.8,193.8,197.5,44.5,50.9,51.9,51.1,476.0,423.9,52.1,36749.0,32756.8,3992.2,37454.6,33385.8,4068.9
Liquefied gas tanker,47,14,7495.5,6257.4,2011.6,2010.9,2008.7,2008.6,685.6,3771.1,5857.1,5548.1,54.0,360.3,821.2,824.2,24.0,37.7,35.6,33.1,1013.6,988.8,24.8,62795.2,60909.1,1886.1,64000.9,62078.5,1922.3
Service - other,34,6,77.9,57.6,1994.4,1992.8,1990.4,1996.8,112.8,1551.5,2403.6,3596.2,17.5,312.4,785.6,1186.5,8.5,152.0,180.5,256.3,24.2,21.9,2.3,1858.6,1683.7,174.9,1894.3,1716.1,178.2
Ferry-RoPax,24,1,2.9,0.7,1974.0,1974.0,1974.0,1974.0,118.6,118.6,112.3,112.3,17.0,17.0,17.5,17.5,74.0,74.0,64.4,64.4,8.5,1.4,7.1,636.3,102.5,533.8,648.5,104.4,544.0
Vehicle,24,10,4053.1,1373.3,2004.7,2003.8,2004.9,2005.3,4443.2,3660.6,3293.6,3211.0,296.5,269.2,315.1,305.9,47.5,60.2,51.8,49.4,244.6,230.7,13.9,18898.4,17837.8,1060.6,19261.2,18180.3,1080.9
Miscellaneous - fishing,6,4,8.3,9.7,1994.2,1990.0,1983.2,1982.4,135.8,695.9,1098.8,1699.2,31.5,115.2,322.1,331.3,3.5,35.1,99.6,101.2,3.5,3.2,0.3,268.0,244.3,23.7,273.1,249.0,24.1
Ferry-pax only,1,1,0.2,0.0,1983.0,1983.0,1983.0,1983.0,448.7,448.7,448.7,448.7,31.0,31.0,31.0,31.0,37.0,37.0,37.0,37.0,0.1,0.1,0.1,9.4,4.3,5.1,9.6,4.4,5.2
