Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Croatia,135,33,242.0,116.5,1981.9,1996.9,1998.6,1995.4,163.7,362.6,166.9,314.7,19.0,38.5,30.9,58.9,22.0,46.8,17.5,32.2,75.8,50.0,25.8,5815.8,3841.1,1974.7,5927.5,3914.9,2012.6
Italy,91,34,1200.7,241.9,1993.0,2001.4,2003.1,2004.2,328.5,441.8,408.3,404.9,22.0,43.3,32.8,42.0,12.0,54.9,16.7,31.1,293.2,242.2,51.0,22668.6,18738.2,3930.4,23103.8,19098.0,4005.8
Greece,72,35,1109.4,242.3,2001.8,2000.6,2003.1,2001.2,209.4,653.2,265.5,416.6,15.0,47.9,24.4,53.9,8.0,65.4,31.1,108.8,256.1,197.0,59.1,19779.4,15242.4,4536.9,20159.1,15535.1,4624.0
Albania,26,8,15.9,15.4,1997.6,1987.0,1989.5,1986.6,101.6,392.5,133.1,107.2,11.5,38.2,35.6,30.3,24.5,30.8,50.6,67.1,7.8,3.9,3.9,593.5,298.8,294.8,604.9,304.5,300.4
Turkey,9,9,82.9,124.5,1996.8,1996.8,2008.1,2008.2,1051.8,1016.4,1108.5,1110.9,124.0,105.1,109.3,109.3,25.0,40.2,18.2,18.3,13.3,12.6,0.7,1026.6,972.2,54.4,1046.3,990.8,55.5
Spain,8,3,540.1,98.6,2002.8,2010.7,1999.6,2010.4,1036.8,1312.0,1076.1,1382.3,60.5,98.3,65.9,106.7,10.0,65.0,18.5,78.0,123.6,116.5,7.0,9567.2,9022.5,544.6,9750.9,9195.8,555.1
Malta,4,4,58.2,23.0,2000.2,2000.2,2011.1,2009.6,543.3,687.7,607.0,422.8,36.5,228.8,48.4,56.5,12.5,120.5,18.5,25.0,12.9,9.3,3.6,994.5,718.3,276.3,1013.6,732.0,281.6
Libya,2,2,10.6,13.6,1990.5,1990.5,1990.8,1990.0,805.6,805.6,796.8,809.8,81.5,81.5,79.9,83.9,64.5,64.5,68.4,58.8,4.2,2.3,1.9,320.6,178.6,142.0,326.8,182.0,144.8
Egypt,2,2,17.9,11.8,2007.0,2007.0,2011.2,2006.6,1100.0,1100.0,1184.1,1035.4,148.0,148.0,170.1,146.1,138.0,138.0,82.2,142.8,6.5,5.6,0.9,498.1,432.5,65.6,507.7,440.8,66.8
France,2,2,11.6,13.0,2012.5,2012.5,2013.9,2013.8,1434.7,1434.7,836.2,822.0,133.5,133.5,163.0,160.8,10.0,10.0,9.2,9.3,2.9,2.7,0.2,222.1,203.1,19.0,226.4,207.0,19.4
Singapore,2,2,592.8,1100.5,2015.0,2015.0,2014.9,2014.9,5993.9,5993.9,5991.9,5990.9,492.5,492.5,492.1,491.9,11.5,11.5,11.3,11.1,41.5,41.4,0.2,3217.9,3206.0,11.9,3279.7,3267.5,12.1
Gibraltar,2,2,63.8,102.4,2014.5,2014.5,2014.5,2014.5,1379.3,1379.3,1380.6,1380.8,121.0,121.0,121.6,121.6,8.5,8.5,8.4,8.4,5.6,5.5,0.0,430.4,427.0,3.4,438.7,435.2,3.5
Slovenia,1,1,0.9,0.9,1982.0,1982.0,1982.0,1982.0,325.5,325.5,325.5,325.5,41.0,41.0,41.0,41.0,9.0,9.0,9.0,9.0,0.2,0.2,0.0,14.1,13.6,0.5,14.4,13.8,0.6
Israel,1,1,2.2,3.0,1982.0,1982.0,1982.0,1982.0,956.2,956.2,956.2,956.2,114.0,114.0,114.0,114.0,13.0,13.0,13.0,13.0,0.6,0.6,0.0,46.5,46.0,0.4,47.4,46.9,0.4
Saudi Arabia,1,1,10.4,12.8,2001.0,2001.0,2001.0,2001.0,1670.0,1670.0,1670.0,1670.0,160.0,160.0,160.0,160.0,7.0,7.0,7.0,7.0,1.9,1.9,0.0,148.6,147.3,1.3,151.4,150.1,1.4
Bulgaria,1,1,6.2,7.6,2001.0,2001.0,2001.0,2001.0,998.1,998.1,998.1,998.1,96.0,96.0,96.0,96.0,47.0,47.0,47.0,47.0,1.3,1.2,0.1,99.2,90.3,8.9,101.1,92.0,9.1
Cyprus,1,1,17.8,12.3,2006.0,2006.0,2006.0,2006.0,7721.3,7721.3,7721.3,7721.3,70.0,70.0,70.0,70.0,1553.0,1553.0,1553.0,1553.0,9.1,1.7,7.4,683.0,130.7,552.3,696.1,133.2,562.9
United Arab Emirates,1,1,1.9,1.9,2016.0,2016.0,2016.0,2016.0,636.2,636.2,636.2,636.2,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,44.9,44.9,0.0,45.8,45.8,0.0
"Korea, Republic of",1,1,2.0,0.2,2018.0,2018.0,2018.0,2018.0,46.8,46.8,46.8,46.8,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,39.0,39.0,0.0,39.8,39.8,0.0
