Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bar,189,55,1214.1,1645.6,1983.1,2000.1,2008.0,2011.8,166.8,854.0,662.6,1349.3,19.0,86.9,272.4,356.5,22.0,44.6,20.5,19.4,172.6,136.6,36.0,13261.6,10517.6,2744.0,13516.2,10719.5,2796.7
Kotor,100,26,2030.5,193.1,2004.6,2006.8,2003.2,2003.9,206.1,236.9,329.1,311.7,15.0,17.9,31.7,29.0,9.0,13.9,10.6,11.4,495.3,420.3,74.9,38360.1,32559.0,5801.1,39096.6,33184.1,5912.5
Ulcinj,28,21,172.8,192.4,1992.2,1992.3,1999.1,2003.6,570.5,984.7,841.4,883.8,58.0,70.0,90.5,98.3,20.0,112.1,82.6,87.8,40.7,24.3,16.4,3097.7,1862.4,1235.3,3157.2,1898.2,1259.0
Tivat,12,8,226.0,35.4,2000.2,1996.4,2003.2,2004.2,294.9,791.0,406.4,597.2,32.5,32.6,32.5,44.8,14.0,114.6,134.8,551.3,62.0,46.7,15.2,4770.8,3611.6,1159.2,4862.4,3680.9,1181.5
Petrovac,11,1,0.5,0.4,2007.0,2007.0,2007.0,2007.0,96.2,96.2,127.7,127.7,9.0,9.0,11.8,11.8,23.0,23.0,45.4,45.4,1.1,0.4,0.7,80.7,29.5,51.2,82.2,30.1,52.2
Zelenika,8,7,154.5,17.2,1996.9,1995.6,2004.2,2004.0,283.8,294.0,370.1,334.5,21.5,31.3,26.8,25.6,11.0,103.4,10.7,17.0,34.0,29.0,5.0,2629.6,2241.7,388.0,2680.1,2284.7,395.4
Bijela,6,5,102.3,13.1,1996.5,1995.6,2001.6,1999.2,434.5,431.2,328.0,362.3,23.0,52.9,21.7,35.5,6.0,10.2,14.5,14.6,25.6,20.3,5.3,1982.0,1570.2,411.8,2020.0,1600.3,419.7
Budva,3,2,15.5,13.7,1993.7,1986.0,2008.0,2008.8,660.6,646.0,632.1,631.6,91.0,96.5,80.9,80.3,189.0,406.5,890.5,905.0,9.2,5.1,4.1,690.2,382.9,307.3,703.5,390.2,313.3
Hercegnovi,3,3,55.4,15.5,2006.3,2006.3,2010.2,2004.3,464.9,500.1,646.1,525.4,39.0,43.0,40.0,47.0,12.0,30.3,20.8,53.0,13.0,9.2,3.8,1002.0,712.9,289.1,1021.3,726.6,294.7
Igalo,2,2,15.6,16.1,1995.5,1995.5,1973.1,1973.0,1478.0,1478.0,2640.3,2836.7,135.5,135.5,219.6,219.9,20.5,20.5,21.0,21.0,4.3,3.9,0.4,335.3,304.7,30.6,341.8,310.6,31.2
