Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,124,31,2604.1,270.8,2002.4,2003.7,2004.1,2004.4,229.3,254.1,324.5,331.5,19.0,21.5,29.2,30.2,8.0,10.1,7.2,7.4,551.0,477.7,73.3,42674.3,36999.5,5674.7,43493.6,37709.9,5783.7
Bulk carrier,89,11,545.2,952.2,1972.5,2000.4,2012.0,2012.5,170.3,1562.8,1516.7,1612.2,22.0,135.8,304.9,306.4,24.0,78.1,43.2,42.7,59.8,49.4,10.4,4601.8,3808.9,792.9,4690.2,3882.0,808.2
General cargo,43,36,185.2,256.6,1994.7,1994.3,2003.2,2003.2,732.8,869.3,930.9,913.6,70.0,83.7,107.3,107.0,38.0,248.2,116.6,124.8,46.7,32.4,14.3,3553.6,2479.3,1074.3,3621.8,2526.9,1094.9
Ferry-RoPax,41,3,66.1,10.5,1979.2,1984.7,1981.0,1981.4,117.8,289.3,158.2,175.7,11.0,18.7,20.9,24.4,12.0,12.0,11.1,11.5,26.9,22.7,4.2,2068.1,1751.9,316.2,2107.8,1785.5,322.3
Miscellaneous - fishing,15,1,0.5,0.4,2007.0,2007.0,2007.0,2007.0,66.3,66.3,89.6,89.6,11.0,11.0,26.1,26.1,5.0,5.0,6.3,6.3,1.0,0.9,0.2,78.5,66.2,12.2,80.0,67.5,12.5
Container,14,7,90.2,117.4,1997.9,1999.7,1995.5,1994.6,404.3,447.5,418.9,415.9,36.5,36.8,42.6,43.0,13.0,14.1,15.6,15.7,16.9,14.5,2.4,1294.5,1113.8,180.7,1319.3,1135.1,184.2
Ferry-pax only,8,2,0.4,0.1,2011.1,1990.5,2004.4,2001.0,80.9,124.6,92.1,96.0,20.0,20.0,34.1,33.7,87.0,47.5,68.1,63.2,1.3,0.4,0.9,98.6,28.1,70.5,100.5,28.6,71.8
Service - other,7,5,59.5,31.5,2010.0,2010.2,2013.9,2014.5,1455.8,2221.7,2756.1,2562.5,143.0,165.7,78.9,103.7,189.0,297.6,555.3,469.6,16.3,7.9,8.4,1240.4,603.3,637.1,1264.3,614.9,649.4
Vehicle,6,4,253.2,84.9,2001.8,2001.2,2001.6,2001.5,927.3,1026.7,972.5,976.2,61.0,77.0,70.5,70.7,6.5,28.2,20.9,20.8,12.5,11.3,1.2,966.7,873.5,93.2,985.2,890.3,94.9
Chemical tanker,5,5,44.3,69.4,2013.8,2013.8,2014.1,2014.2,984.8,989.0,920.0,939.6,86.0,86.8,81.5,83.0,27.0,22.4,19.9,20.3,9.8,8.0,1.8,747.2,612.1,135.2,761.6,623.8,137.8
Refrigerated bulk,2,2,11.9,11.8,1993.0,1993.0,1993.2,1993.2,765.6,765.6,765.6,765.5,51.5,51.5,52.9,52.9,45.5,45.5,36.9,36.9,5.1,3.6,1.6,392.1,272.9,119.2,399.7,278.2,121.5
Offshore,2,2,7.8,6.7,2007.5,2007.5,2008.4,2008.5,590.0,590.0,543.0,538.6,55.0,55.0,52.0,51.6,143.5,143.5,76.9,68.6,4.2,3.5,0.7,315.0,260.6,54.5,321.1,265.6,55.5
Service - tug,1,1,1.0,1.0,1982.0,1982.0,1982.0,1982.0,2469.5,2469.5,2469.5,2469.5,262.0,262.0,262.0,262.0,915.0,915.0,915.0,915.0,1.7,1.0,0.7,128.0,77.0,51.1,130.5,78.5,52.0
Oil tanker,1,1,1.1,1.8,1989.0,1989.0,1989.0,1989.0,563.1,563.1,563.1,563.1,78.0,78.0,78.0,78.0,43.0,43.0,43.0,43.0,0.8,0.6,0.2,58.2,46.0,12.2,59.3,46.9,12.4
