Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,929,732,169406.1,288739.3,2011.4,2011.5,2011.3,2011.5,2792.0,4023.6,5076.8,5087.8,273.0,386.7,705.0,706.1,118.0,143.6,182.7,185.7,11380.6,10802.0,578.7,881241.4,836480.2,44761.2,898161.2,852540.7,45620.6
Container,802,224,83278.4,95074.1,2009.3,2008.8,2010.3,2010.3,1337.9,1719.5,1547.5,1559.5,81.0,110.4,151.4,153.4,25.0,27.8,29.3,29.2,9111.2,8728.7,382.6,705588.2,676004.7,29583.5,719135.5,688984.0,30151.5
Chemical tanker,395,205,28439.2,47294.8,2008.6,2010.7,2010.8,2010.8,2701.7,4052.7,3783.4,3772.6,238.0,356.8,500.7,499.9,48.0,85.8,97.2,97.0,4627.6,3956.9,670.8,356624.4,305018.0,51606.4,363471.6,310874.3,52597.3
General cargo,293,167,15855.8,23931.0,2008.2,2008.4,2010.6,2010.8,1051.7,3346.2,3426.0,3519.5,109.0,324.4,646.9,660.4,55.0,113.0,119.5,119.8,1868.5,1728.1,140.4,143761.8,133192.9,10568.9,146522.0,135750.2,10771.8
Vehicle,227,148,30708.0,10237.2,2007.4,2007.5,2007.6,2007.4,1341.5,2321.3,2280.9,2269.9,82.0,158.7,374.2,374.4,17.0,24.3,30.2,30.4,1751.3,1695.0,56.3,135656.1,131298.2,4357.9,138260.7,133819.1,4441.6
Cruise,189,47,2539.5,321.8,1994.9,1995.3,1998.7,1996.2,570.3,677.6,705.4,741.5,46.0,53.2,89.2,98.8,5.0,8.1,16.3,17.3,815.3,746.0,69.3,62635.9,57341.4,5294.5,63838.5,58442.4,5396.1
Oil tanker,145,102,27168.6,49943.4,2009.0,2008.8,2009.4,2009.4,3673.9,3674.9,3660.5,3666.1,377.0,403.4,519.8,522.9,52.0,153.4,88.1,87.8,3853.1,2922.1,931.0,298207.6,226196.1,72011.5,303933.2,230539.1,73394.1
Liquefied gas tanker,96,57,36648.3,31747.7,2010.7,2011.2,2008.7,2009.1,4427.4,5299.6,5900.7,5744.8,390.0,411.1,447.5,443.7,34.0,52.1,38.1,41.0,5163.9,5032.6,131.3,322467.4,312416.8,10050.6,328658.8,318415.2,10243.6
Refrigerated bulk,75,44,3408.1,3624.5,1992.3,1992.9,1992.3,1992.3,4416.7,4047.3,3802.4,3802.2,276.0,328.3,389.4,382.8,65.0,81.9,83.0,80.9,1377.9,1218.9,159.0,105005.9,93067.8,11938.1,107022.0,94854.7,12167.3
Miscellaneous - fishing,61,37,682.3,401.5,1991.0,1991.2,1989.4,1989.8,1107.8,4729.7,4891.4,4416.5,210.0,1027.9,1647.6,1809.6,33.0,228.4,703.6,590.4,223.6,191.7,31.9,16824.7,14415.1,2409.6,17147.7,14691.9,2455.8
Service - other,34,14,520.1,258.3,2000.8,2002.9,1998.3,2002.0,1085.9,2605.7,2611.8,2466.0,136.0,315.8,927.2,993.2,91.5,98.1,118.6,113.0,193.5,183.7,9.8,14670.0,13931.2,738.9,14951.7,14198.6,753.0
Ferry-pax only,33,3,76.9,10.2,2011.4,1999.3,2013.6,2014.3,593.8,492.1,548.4,530.8,88.0,74.3,207.7,209.9,8.0,10.3,18.6,18.3,37.1,34.6,2.5,2787.3,2597.2,190.1,2840.8,2647.1,193.7
Offshore,26,8,752.2,943.5,2000.4,2000.9,2012.8,2011.0,295.7,1623.8,3217.5,3408.4,42.0,191.6,323.0,319.2,45.0,131.0,146.6,209.5,77.3,67.8,9.5,5396.5,4685.7,710.8,5500.1,4775.6,724.4
Ferry-RoPax,25,7,167.5,13.6,2005.8,2007.3,2004.0,2004.6,589.9,805.1,681.9,663.6,45.0,330.0,93.5,141.4,10.0,199.0,16.4,51.3,50.7,42.5,8.2,3864.6,3247.1,617.5,3938.8,3309.5,629.4
Service - tug,25,17,47.6,76.7,2005.9,2002.9,1976.8,1974.3,304.2,3607.6,4142.2,9982.8,44.0,393.9,3713.5,3994.2,75.0,114.0,271.1,282.3,99.7,91.5,8.2,7487.8,6870.7,617.1,7631.6,7002.6,629.0
Yacht,3,1,0.4,0.4,1911.0,1911.0,1911.0,1911.0,597.9,597.9,429.4,429.4,104.0,104.0,100.9,100.9,17.0,17.0,16.9,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miscellaneous - other,2,1,7.0,1.9,1989.0,1989.0,1989.0,1989.0,539.8,539.8,539.8,539.8,86.5,86.5,160.1,160.1,1.5,1.5,1.0,1.0,2.5,2.4,0.0,184.0,183.4,0.6,187.5,186.9,0.6
Other liquids tankers,2,2,109.7,153.1,2015.0,2015.0,2014.5,2014.5,1953.2,1953.2,1964.3,1953.2,203.0,203.0,259.3,258.3,124.5,124.5,66.0,67.0,12.8,8.5,4.3,988.4,655.9,332.5,1007.4,668.5,338.9
Ro-Ro,1,1,2.4,2.2,2014.0,2014.0,2014.0,2014.0,4855.4,4855.4,4855.4,4855.4,833.0,833.0,833.0,833.0,167.0,167.0,167.0,167.0,7.1,5.6,1.6,536.5,418.2,118.3,546.8,426.2,120.6
