Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
San Antonio,601,336,82903.4,82302.1,2009.5,2009.5,2010.1,2010.8,1426.0,2961.5,2241.0,2138.2,116.0,239.1,278.4,271.3,27.0,76.1,50.7,63.5,7429.1,7120.4,308.7,575195.2,551370.2,23824.9,586238.9,561956.5,24282.4
Puerto Angamos,389,243,31769.3,49960.2,2009.8,2011.2,2012.3,2012.2,827.9,3453.3,2474.1,2802.9,110.0,306.2,495.3,532.9,52.0,92.5,102.0,111.1,3896.9,3463.1,433.9,297862.3,264568.7,33293.5,303581.2,269648.4,33932.8
Arica,283,120,9788.1,12539.5,2009.0,2008.7,2010.4,2010.6,638.5,1350.6,1191.2,1327.2,69.0,126.7,240.9,284.8,29.0,91.2,90.9,110.0,1435.1,1226.0,209.1,110962.2,94828.1,16134.1,113092.7,96648.8,16443.8
Iquique,280,182,17140.4,17096.8,2008.0,2008.0,2009.2,2009.2,673.9,1487.7,1030.3,1151.4,49.0,122.6,195.4,204.7,25.0,33.5,35.1,45.7,1670.7,1514.4,156.2,129240.4,117157.3,12083.2,131721.9,119406.7,12315.2
Quintero,223,184,52545.9,65153.7,2010.1,2010.3,2009.1,2009.8,4244.4,4529.8,5229.0,4809.1,378.0,399.7,504.1,519.9,71.0,133.1,100.3,128.8,6945.3,6397.0,548.2,468322.2,425921.4,42400.8,477314.0,434099.1,43214.9
Valparaiso,196,147,25867.0,32288.3,2005.3,2006.4,2007.3,2007.7,3775.1,3669.1,4129.9,4071.2,290.0,313.3,388.2,406.0,41.0,61.5,51.5,54.3,3683.1,3524.5,158.6,283945.5,271935.4,12010.1,289397.2,277156.5,12240.7
Punta Arenas,171,93,7348.3,9692.7,2007.3,2005.7,2010.8,2011.9,1070.0,3059.9,2136.5,3459.6,115.0,428.5,516.8,531.0,11.0,48.5,35.7,30.6,1111.0,1043.1,67.8,84030.6,78875.7,5154.9,85644.0,80390.1,5253.9
Arturo Prat,146,43,1083.6,453.6,1987.9,1989.4,1990.5,1989.0,568.7,1476.0,875.9,1393.1,45.0,183.5,582.2,807.8,3.0,82.6,296.9,339.9,354.3,310.2,44.1,27014.8,23681.2,3333.6,27533.5,24135.9,3397.6
Coronel,111,87,25151.0,35167.5,2009.2,2009.8,2009.1,2009.5,4549.8,5429.9,6699.3,6401.3,471.0,491.7,701.6,685.0,143.0,151.6,152.3,154.4,1713.5,1632.1,81.3,132618.9,126357.4,6261.5,135165.2,128783.4,6381.7
San Vicente,105,96,24819.3,41283.9,2008.9,2009.4,2009.0,2009.3,4522.8,5681.2,5351.3,5210.2,488.0,564.1,695.6,690.2,54.0,96.4,95.7,86.0,2649.9,2435.4,214.5,205116.2,188541.4,16574.8,209054.4,192161.4,16893.0
Lirquen,86,73,10890.8,16943.8,2010.2,2010.6,2010.2,2010.5,2176.2,3277.8,2728.0,2990.5,241.0,334.3,396.9,435.6,48.0,99.6,96.7,107.9,1334.5,1092.0,242.4,103270.9,84518.8,18752.1,105253.7,86141.5,19112.1
Antofagasta,81,73,4692.5,7221.5,2009.4,2010.1,2010.9,2011.3,1501.6,2335.0,2326.9,2325.5,129.0,225.5,455.3,455.3,72.0,97.2,106.4,108.6,611.5,551.2,60.3,46849.3,42263.8,4585.4,47748.8,43075.3,4673.5
Patillos,67,55,1431.4,2400.5,2010.1,2011.1,2010.2,2010.1,708.0,876.3,885.5,895.4,72.0,98.2,125.2,127.3,50.0,81.5,92.5,94.0,143.8,124.0,19.8,11110.4,9587.9,1522.5,11323.7,9772.0,1551.8
