Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Puerto Montt,2134,143,3753.9,2099.1,1995.7,1997.7,1997.2,1998.7,156.3,632.2,492.9,445.6,21.5,154.4,108.1,165.4,12.0,129.0,46.2,75.2,1467.2,1069.4,397.8,111659.0,81700.1,29958.9,113802.8,83268.7,30534.1
Quellon Viejo,1549,69,587.3,677.5,2002.3,1996.4,2006.7,2007.6,128.3,298.2,318.4,351.6,16.0,42.4,113.2,101.1,5.0,10.0,63.4,64.6,400.9,300.5,100.3,30134.7,22599.2,7535.5,30713.3,23033.1,7680.1
Puerto Chacabuco,749,86,1633.8,1143.0,1993.8,1993.5,1992.7,1994.8,279.5,1511.8,444.2,562.8,29.0,269.6,287.6,358.3,11.0,138.8,135.7,105.9,677.1,509.5,167.6,51454.5,38848.0,12606.5,52442.4,39593.9,12848.6
Calbuco,726,54,519.8,793.6,2000.2,1999.7,2008.9,2009.8,101.3,195.1,340.5,366.7,12.0,59.7,131.5,126.1,9.0,31.0,96.8,101.4,357.8,204.6,153.2,27416.6,15631.9,11784.7,27943.0,15932.0,12011.0
San Antonio,719,285,15540.4,13242.6,2008.7,2008.6,2009.3,2010.3,291.2,535.7,499.4,441.7,46.0,58.2,60.8,62.2,20.0,42.0,33.0,37.5,1744.3,1456.4,287.9,134805.9,112630.2,22175.8,137394.2,114792.7,22601.5
Puerto Cisnes,684,47,165.0,154.9,1997.5,1993.6,1996.5,1994.1,154.7,204.6,199.0,218.1,19.5,35.5,63.4,76.8,3.0,6.9,11.4,11.6,112.5,100.0,12.5,8446.6,7509.6,937.0,8608.8,7653.8,955.0
Melinka,630,68,211.2,231.4,1996.5,1993.2,1999.8,2000.0,156.0,330.4,289.2,304.4,19.0,46.9,241.9,260.7,5.0,23.3,39.5,41.3,145.9,120.6,25.3,10957.9,9062.0,1895.9,11168.3,9236.0,1932.3
San Vicente,539,148,7360.4,10303.8,2008.3,2007.8,2006.3,2006.8,279.0,407.7,429.5,420.4,54.0,92.2,93.3,99.3,35.0,52.3,78.3,85.4,1787.6,1194.5,593.2,138123.5,92317.1,45806.4,140775.5,94089.6,46685.9
Valparaiso,522,218,9793.3,11400.8,2008.4,2008.2,2012.2,2012.3,396.8,580.1,533.2,527.7,48.0,91.1,56.8,59.5,33.5,54.7,44.1,42.5,1232.1,972.6,259.5,94769.2,74956.4,19812.8,96588.8,76395.6,20193.2
Quintero,506,190,5669.4,9457.3,2009.3,2010.0,2010.2,2010.0,303.3,493.9,485.1,476.5,49.0,100.1,124.7,123.9,66.5,109.4,126.7,133.5,1760.7,803.3,957.4,135483.9,61592.9,73891.0,138085.2,62775.5,75309.7
Puerto Angamos,449,213,7819.8,10184.7,2008.2,2009.8,2010.4,2010.1,414.2,556.7,520.4,520.0,47.0,70.7,75.1,75.3,36.0,77.3,53.3,62.8,1137.3,797.5,339.8,87854.7,61658.1,26196.6,89541.5,62842.0,26699.5
Coronel,390,118,4516.8,5460.0,2009.8,2010.9,2012.4,2012.3,244.9,442.8,330.7,339.5,38.0,55.6,45.5,48.5,34.0,79.2,54.6,57.3,681.8,485.2,196.6,52421.3,37408.8,15012.5,53427.8,38127.1,15300.7
Lirquen,327,121,2842.8,3677.4,2009.0,2009.8,2010.3,2010.5,235.5,319.6,262.8,270.6,39.0,74.1,66.7,73.0,33.0,78.2,62.9,70.9,496.5,340.6,155.9,38244.0,26263.3,11980.7,38978.3,26767.6,12210.7
Puerto Quemchi,323,28,93.4,81.7,2000.8,1997.5,2007.7,2006.4,75.6,142.1,197.3,185.8,11.0,29.9,85.1,89.4,3.0,5.5,20.9,27.8,57.9,47.5,10.4,4349.5,3569.3,780.2,4433.0,3637.8,795.2
Hualaihue,319,50,57.9,55.2,2001.5,1999.4,2007.1,2007.2,73.3,210.7,160.8,148.8,9.0,58.2,303.1,215.7,3.0,7.7,19.3,11.2,62.2,52.9,9.2,4669.2,3975.5,693.7,4758.8,4051.8,707.0
Iquique,302,112,4186.4,2399.7,2004.9,2007.4,2007.7,2008.1,192.0,608.5,576.9,428.8,18.0,130.9,73.8,66.6,20.0,21.0,17.0,26.0,434.8,347.1,87.7,33501.6,26768.1,6733.5,34144.8,27282.1,6862.8
Chaiten,298,23,45.8,36.0,1998.4,1998.5,1998.0,1996.7,95.9,208.5,144.9,160.8,11.0,40.7,541.9,939.2,1.0,7.8,12.6,14.1,46.5,40.8,5.8,3494.4,3061.6,432.8,3561.5,3120.4,441.1
Puqueldon,274,34,35.4,40.2,2000.0,1997.0,2003.9,2006.0,78.1,192.3,160.3,179.7,10.0,69.0,177.7,212.3,2.0,128.2,109.3,97.0,42.6,36.3,6.3,3200.4,2728.1,472.4,3261.9,2780.4,481.4
Antofagasta,265,129,2624.1,3410.2,2009.1,2008.9,2009.3,2009.6,257.0,345.3,292.7,299.2,27.0,74.5,49.6,51.0,33.0,51.6,40.2,42.9,431.1,294.6,136.5,33240.1,22736.2,10503.9,33878.3,23172.7,10705.6
Quinchao,232,42,30.8,38.0,2000.2,1993.1,1995.1,1995.6,67.3,355.0,141.6,157.1,9.0,215.3,651.8,449.9,2.0,5.5,8.6,9.5,38.9,35.1,3.8,2923.8,2636.3,287.5,2979.9,2686.9,293.1
Pargua,231,40,184.3,205.6,1984.0,1994.6,2000.6,2000.9,262.0,462.2,434.1,433.6,55.0,167.4,145.1,139.8,19.0,31.6,30.2,35.0,83.4,67.4,16.0,6285.2,5081.4,1203.9,6405.9,5178.9,1227.0
Chonchi,231,31,64.2,73.5,2005.1,1998.7,2002.8,2004.1,109.2,1154.2,234.1,226.5,16.0,352.4,1550.3,1265.1,1.0,23.1,12.9,12.2,80.0,74.6,5.5,6009.6,5598.1,411.5,6124.9,5705.6,419.4
Puerto Eden,224,48,461.1,289.4,1994.5,1994.8,1991.0,1995.0,444.7,786.6,476.4,572.7,54.0,159.9,199.4,203.4,4.0,17.4,14.9,28.9,193.3,186.7,6.5,14635.8,14142.1,493.7,14916.8,14413.6,503.2
Tres Puentes,223,39,475.7,390.5,2003.8,2000.2,2000.4,1999.9,317.0,1851.1,1084.9,1277.4,49.0,406.4,380.5,343.7,36.0,279.8,113.3,100.9,368.6,216.2,152.4,27850.6,16405.3,11445.3,28385.3,16720.3,11665.0
Puerto Natales,218,32,673.8,400.5,1992.4,1991.7,1986.7,1988.3,638.1,640.4,637.3,702.5,62.0,112.3,80.1,111.4,23.0,35.2,36.7,67.2,232.4,194.0,38.4,17733.7,14820.3,2913.4,18074.2,15104.8,2969.4
Talcahuano,217,65,1175.8,1830.0,2009.3,2006.7,1998.3,1998.0,214.2,792.1,626.8,603.3,67.0,126.5,583.8,593.8,34.0,138.3,333.8,335.7,444.0,226.0,218.0,34062.5,17358.6,16703.8,34716.5,17691.9,17024.5
