Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Peru,1331,692,65425.9,72331.4,2008.5,2009.6,2009.6,2009.8,787.8,1024.4,1032.0,1033.9,70.0,107.3,93.7,98.7,31.0,71.9,42.6,51.4,7200.5,6354.0,846.5,556819.6,491692.5,65127.1,567510.5,501132.9,66377.6
Argentina,323,185,15028.1,15288.4,2003.7,2006.3,2009.9,2011.6,1372.7,2268.5,2035.8,2553.6,130.0,220.9,227.9,250.2,12.0,93.0,111.9,148.8,1717.7,1579.3,138.4,132511.1,121883.7,10627.4,135055.3,124223.9,10831.4
United States of America,263,203,36568.7,54795.5,2008.9,2009.1,2010.3,2010.2,4344.2,4477.3,4480.7,4495.6,386.0,408.4,419.0,429.5,65.0,94.5,92.3,94.2,4947.6,4438.2,509.4,376026.1,336801.4,39224.7,383245.8,343268.0,39977.8
Ecuador,215,149,13241.7,19946.8,2009.7,2008.7,2010.8,2011.0,1523.3,1964.5,1802.5,1885.7,123.0,180.2,226.5,254.9,44.0,125.4,95.8,102.6,1721.2,1409.3,311.8,133065.4,109040.1,24025.3,135620.2,111133.6,24486.6
Brazil,174,110,23467.7,35061.7,2010.9,2009.9,2010.6,2010.8,3173.5,3481.0,3440.2,3503.8,252.0,347.6,348.2,372.7,27.0,76.8,68.7,78.5,2695.3,2436.8,258.4,207704.6,187744.8,19959.9,211692.5,191349.5,20343.1
Colombia,149,124,25383.2,39256.8,2011.2,2011.2,2012.2,2012.0,2521.9,3616.0,3374.8,3657.5,274.0,355.4,413.1,464.7,100.0,133.9,118.1,135.2,2106.7,1998.3,108.4,162592.6,154215.6,8377.1,165714.4,157176.5,8537.9
Japan,96,73,43768.3,53494.7,2007.9,2008.5,2007.8,2008.1,9531.7,9672.0,9643.0,9675.6,756.5,775.1,768.6,795.1,132.0,121.6,134.5,159.3,2937.9,2804.7,133.2,226766.6,216453.7,10313.0,231120.6,220609.6,10511.0
Panama,96,88,6693.3,10041.6,2008.9,2008.6,2010.6,2010.7,2364.3,2474.9,2460.7,2442.7,197.5,236.9,216.9,222.7,75.0,117.7,117.3,126.7,958.1,820.7,137.4,72100.6,61540.3,10560.3,73484.9,62721.9,10763.1
Costa Rica,92,39,594.2,790.4,2003.7,2005.1,2009.8,2011.9,261.7,904.1,1329.8,1454.7,33.0,259.4,236.8,237.3,21.0,120.3,98.9,117.1,127.1,101.9,25.1,9672.7,7780.0,1892.7,9858.4,7929.4,1929.0
Antarctica,88,44,581.8,338.0,1993.6,1991.8,1997.0,1991.7,625.7,2090.8,846.3,1408.9,77.0,341.8,795.1,1489.9,5.0,90.5,105.8,167.1,282.6,252.7,29.9,21330.5,19083.8,2246.6,21740.0,19450.2,2289.8
