Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Puerto Montt,2151,155,3763.7,2335.7,1995.9,1999.4,1997.9,2001.3,164.4,429.0,465.0,450.4,23.0,99.5,64.0,85.8,6.0,51.4,33.1,55.1,1281.5,1074.7,206.8,97746.8,82097.6,15649.2,99623.6,83673.9,15949.7
Quellon Viejo,1542,67,491.3,541.1,2002.3,1995.9,2006.4,2006.8,123.8,221.6,279.5,298.9,15.0,34.9,195.1,202.8,3.0,11.3,36.1,41.9,356.4,296.1,60.3,26764.4,22238.1,4526.3,27278.3,22665.1,4613.2
San Antonio,783,339,15991.4,15502.1,2009.1,2009.3,2009.9,2010.7,266.4,551.9,453.5,415.6,50.0,98.6,72.5,76.3,31.0,71.0,35.9,46.9,2064.3,1658.2,406.1,159291.7,128137.2,31154.5,162350.1,130597.4,31752.6
Puerto Chacabuco,748,81,1583.4,876.0,1993.7,1993.0,1994.3,1994.9,281.9,661.5,431.6,437.3,28.0,199.8,114.2,175.9,10.0,57.3,40.8,70.4,602.7,489.6,113.1,45921.1,37396.4,8524.8,46802.8,38114.4,8688.4
Calbuco,738,61,815.3,1244.6,2000.3,2001.0,2009.5,2010.3,105.8,394.4,450.3,480.3,17.0,127.4,115.6,102.3,2.0,39.4,57.1,58.9,320.6,238.6,82.0,24442.5,18146.0,6296.5,24911.8,18494.4,6417.4
Puerto Cisnes,682,47,179.2,168.3,1997.7,1993.6,1996.5,1993.9,174.1,217.7,216.7,238.3,20.0,39.9,73.8,89.3,11.0,15.5,36.2,43.1,129.2,101.2,28.0,9698.7,7599.8,2098.8,9884.9,7745.7,2139.1
Melinka,628,68,183.2,201.5,1996.6,1993.2,1994.6,1994.5,136.7,323.1,251.8,266.3,16.0,57.6,228.1,269.4,11.0,64.3,118.7,82.8,149.5,91.0,58.5,11228.2,6833.2,4395.0,11443.8,6964.4,4479.4
Quintero,491,177,5217.1,8481.1,2009.4,2010.1,2009.7,2009.9,303.6,499.0,462.4,443.5,61.0,111.9,120.9,119.3,37.0,78.8,81.2,85.8,1697.0,1093.4,603.6,129980.7,83374.6,46606.2,132476.4,84975.4,47501.0
Valparaiso,486,213,5075.0,6695.4,2006.8,2007.1,2006.4,2006.1,276.7,657.7,456.0,485.5,46.0,103.6,219.6,244.2,29.0,103.9,130.8,145.1,891.4,668.9,222.5,68390.6,51448.6,16942.0,69703.7,52436.5,17267.3
Puerto Angamos,481,237,8704.7,11699.6,2009.0,2010.2,2011.9,2011.4,567.9,469.2,541.8,532.1,47.0,73.7,62.2,66.9,40.0,67.1,56.1,60.8,1177.4,782.1,395.3,90968.6,60465.1,30503.4,92715.2,61626.1,31089.1
Iquique,463,209,9670.6,7756.9,2006.3,2008.1,2008.0,2008.4,245.7,646.0,522.5,437.4,40.0,81.2,64.9,60.2,22.0,45.1,34.1,36.6,1066.1,822.5,243.5,82403.9,63602.9,18801.0,83986.1,64824.1,19162.0
San Vicente,407,138,4613.6,7227.5,2008.9,2008.5,2009.0,2009.2,282.6,486.9,424.4,425.2,47.0,64.8,147.3,152.8,42.0,64.9,92.7,102.4,1206.2,699.9,506.4,93175.5,54066.2,39109.3,94964.5,55104.3,39860.2
Coronel,384,133,4119.0,5432.7,2010.1,2011.1,2013.4,2013.2,268.3,527.9,318.5,345.5,41.5,94.9,142.1,131.2,25.0,69.0,53.9,61.8,701.6,513.6,188.0,53900.7,39413.1,14487.6,54935.6,40169.8,14765.8
Puerto Quemchi,324,28,98.8,78.7,2000.7,1997.1,2006.7,2007.0,76.9,144.3,208.3,178.6,13.0,33.1,74.9,90.0,7.0,17.7,16.2,18.7,76.3,55.8,20.5,5729.5,4188.5,1541.0,5839.5,4268.9,1570.6
Hualaihue,318,50,73.8,63.5,2001.4,1999.0,2005.1,2004.5,74.3,284.1,206.6,172.1,9.0,33.2,473.1,366.1,4.0,68.0,107.4,103.4,180.6,54.4,126.2,13561.7,4085.8,9475.9,13822.1,4164.3,9657.8
Lirquen,310,106,2996.5,3643.8,2009.2,2010.4,2010.8,2010.9,216.7,329.0,290.7,285.8,31.5,44.6,39.7,40.4,21.5,44.3,32.1,36.3,466.8,296.9,169.9,36010.7,22905.7,13105.0,36702.1,23345.5,13356.7
Chaiten,298,23,39.6,30.1,1998.4,1998.5,2001.8,2002.1,95.6,235.2,125.4,134.4,10.0,47.6,78.7,96.1,3.0,15.8,15.0,17.0,45.6,35.9,9.7,3422.2,2694.1,728.1,3487.9,2745.8,742.1
Puqueldon,272,32,27.1,27.1,2000.1,1997.2,2001.0,2002.7,80.7,146.1,123.6,122.3,10.0,20.7,37.1,34.8,7.0,41.8,43.2,51.1,34.1,22.9,11.2,2557.9,1715.8,842.1,2607.0,1748.7,858.3
