Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,465,251,1398.0,1957.5,1996.1,1995.3,2002.8,2002.8,560.3,494.0,534.2,535.5,57.0,82.0,69.1,70.3,55.0,80.9,71.4,71.8,375.1,270.1,105.0,28562.1,20675.9,7886.1,29110.5,21072.9,8037.5
Container,273,30,2495.2,3152.9,2001.8,2001.0,2001.4,2001.2,597.4,585.9,594.5,594.1,50.0,54.5,57.4,57.3,34.0,33.4,37.4,36.8,581.2,469.4,111.9,44544.7,36123.7,8421.0,45399.9,36817.2,8582.7
Chemical tanker,246,110,1159.9,1777.2,2009.3,2008.2,2008.2,2008.0,593.2,599.0,600.7,605.3,64.5,80.0,95.1,94.9,39.0,51.8,62.8,63.6,455.0,288.4,166.7,34603.3,21972.9,12630.4,35267.7,22394.8,12872.9
Ferry-RoPax,152,4,1895.3,702.4,1989.9,1989.5,1989.4,1989.8,574.5,581.6,580.8,585.1,49.0,47.8,50.7,51.0,22.0,22.6,23.7,23.4,412.6,344.3,68.4,31541.9,26409.9,5132.0,32147.5,26917.0,5230.5
Oil tanker,111,70,2051.8,3695.2,2009.0,2008.7,2007.9,2007.9,569.1,549.2,585.9,587.4,70.0,89.4,113.6,114.1,39.0,46.1,48.9,49.2,386.4,204.7,181.7,29782.8,15769.7,14013.1,30354.6,16072.5,14282.1
Ro-Ro,67,7,607.3,412.7,1980.1,1987.6,1978.8,1978.8,567.7,482.2,573.5,564.7,62.0,62.3,117.7,121.8,27.0,40.7,29.3,29.7,165.6,137.0,28.6,12807.5,10597.0,2210.4,13053.4,10800.5,2252.9
Bulk carrier,56,49,594.5,969.8,2004.7,2004.8,2008.2,2008.4,589.3,617.6,591.6,588.8,56.0,124.8,124.0,121.1,168.5,199.9,219.5,221.3,98.4,69.9,28.5,7585.4,5404.2,2181.2,7731.0,5507.9,2223.1
Vehicle,20,2,103.6,35.9,1987.0,1995.5,1989.4,1988.6,629.8,651.3,621.5,618.9,74.5,67.5,81.9,83.1,7.0,13.0,12.9,12.6,19.3,17.1,2.2,1473.1,1304.3,168.8,1501.4,1329.3,172.1
Liquefied gas tanker,17,10,69.0,78.6,2003.8,2002.3,2004.5,2004.1,617.0,777.0,788.6,774.5,78.0,87.5,123.0,121.8,71.0,98.0,115.8,113.4,54.1,28.0,26.1,4096.0,2133.0,1963.1,4174.7,2173.9,2000.8
Ferry-pax only,13,2,0.6,0.1,1981.5,1984.0,1981.8,1982.0,186.5,288.4,368.7,370.3,7.0,28.5,20.2,21.3,135.0,326.5,239.3,249.7,4.4,0.4,4.0,327.3,29.8,297.5,333.6,30.4,303.2
Service - tug,6,5,0.5,0.5,1992.7,1994.8,1995.6,1997.7,309.6,360.1,251.1,229.1,55.5,52.1,50.0,43.6,53.0,48.4,43.5,49.2,2.0,1.7,0.3,147.8,125.2,22.6,150.7,127.6,23.0
Miscellaneous - fishing,4,3,2.1,2.2,1992.0,1993.3,1989.2,1988.8,257.8,580.3,364.3,287.2,29.5,393.2,531.9,304.0,52.0,67.3,40.0,47.6,3.3,2.7,0.5,245.9,205.9,39.9,250.6,209.9,40.7
Service - other,2,2,7.0,2.3,2011.5,2011.5,2011.3,2011.4,2408.2,2408.2,697.7,882.8,301.0,301.0,185.2,275.6,272.0,272.0,161.0,247.7,11.6,10.6,1.0,870.6,795.2,75.5,887.3,810.4,76.9
