Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guayaquil,1089,114,6287.7,7507.9,2002.3,2002.1,1998.8,1998.9,130.2,383.7,563.3,524.1,13.0,105.1,131.6,129.7,21.0,54.4,37.9,41.0,1654.6,1117.8,536.8,126530.7,86061.2,40469.5,128960.1,87713.6,41246.5
La Libertad,885,90,1487.0,2371.5,2000.3,2005.3,2003.2,2003.2,136.2,244.5,204.7,202.5,16.0,114.1,61.6,57.8,24.0,85.0,78.1,76.8,1179.3,671.4,507.9,90052.0,51157.8,38894.2,91781.0,52140.0,39641.0
Baltra,627,38,235.2,186.3,1994.1,1995.3,1993.5,1996.4,147.5,214.0,234.1,303.9,26.0,55.0,79.3,100.5,17.0,50.1,34.4,37.7,554.3,327.6,226.7,41685.7,24663.4,17022.3,42486.0,25136.9,17349.2
Baquerizo Moreno,522,38,230.4,170.2,1996.6,1995.3,1991.6,1996.8,194.6,316.3,266.5,316.2,38.0,79.1,72.5,75.9,20.0,60.6,95.6,107.2,523.3,301.6,221.6,39348.1,22697.9,16650.2,40103.6,23133.7,16969.9
Puerto Bolivar,432,74,1167.9,1643.3,2001.6,1999.7,2004.0,2004.2,110.6,534.0,214.6,228.2,11.0,61.2,571.6,607.3,24.5,69.6,446.8,465.3,537.1,199.5,337.6,41153.5,15334.5,25819.0,41943.7,15629.0,26314.7
Caleta Tagus,389,27,221.6,208.7,1995.3,1995.3,1995.7,1997.7,183.4,306.4,327.3,576.4,45.0,60.0,288.3,446.2,16.0,34.4,92.9,133.8,330.0,215.2,114.8,24829.9,16200.9,8629.0,25306.6,16511.9,8794.7
Puerto Ayora,353,30,98.2,75.5,1996.7,1997.5,1997.2,1997.6,107.9,175.2,188.4,234.0,18.0,38.4,73.3,96.6,19.0,22.9,27.6,32.5,233.4,123.4,110.0,17537.0,9276.8,8260.2,17873.7,9454.9,8418.8
Posorja,278,154,883.9,1200.2,2005.4,2005.6,2006.0,2006.8,74.7,398.1,184.7,190.0,8.0,60.1,433.8,448.0,35.5,83.6,46.3,44.5,343.4,166.9,176.5,26084.2,12732.9,13351.3,26585.0,12977.4,13607.6
Esmeraldas,229,66,2189.1,3490.9,2000.2,2006.4,2003.3,2003.0,265.1,736.7,466.3,508.6,27.0,257.1,849.2,983.4,54.0,51.4,67.6,69.9,828.6,354.0,474.6,63862.3,27218.4,36644.0,65088.5,27741.0,37347.5
Puerto Villamil,223,26,98.3,60.5,1998.6,1995.3,1990.1,1989.4,110.5,894.4,291.5,256.2,21.0,80.9,95.2,94.7,18.0,142.8,822.5,1067.9,220.0,120.7,99.2,16539.4,9087.1,7452.3,16857.0,9261.6,7595.4
Seymour,134,15,27.0,6.1,1995.9,1992.9,1987.5,1987.5,111.9,174.0,137.7,133.3,13.0,40.6,35.1,40.8,10.0,23.2,19.1,18.4,91.0,67.1,24.0,6836.5,5035.8,1800.7,6967.7,5132.5,1835.2
Manta,132,72,861.2,772.1,1996.9,1999.1,1999.6,2000.5,174.2,3067.8,562.8,652.4,16.0,380.4,2018.9,2223.1,41.5,100.7,124.8,142.5,393.6,305.9,87.8,29650.5,23032.1,6618.4,30219.7,23474.3,6745.5
Duran,57,31,123.3,122.2,1996.6,1999.8,1995.0,2000.5,631.2,1497.8,421.8,280.5,56.0,182.0,543.6,121.5,51.0,188.9,1012.3,225.0,110.9,60.9,50.0,8365.7,4607.9,3757.8,8526.3,4696.3,3830.0
Monteverde,8,4,1.2,1.3,2000.1,1997.0,2003.5,2004.5,142.4,182.3,238.8,265.4,17.5,20.8,31.6,33.4,20.5,104.9,47.4,30.0,2.7,1.7,1.0,202.9,129.8,73.1,206.8,132.3,74.5
Puna,3,2,3.2,4.4,1992.3,1989.0,1998.8,1998.9,201.4,289.2,411.0,413.7,53.0,78.8,93.1,93.4,32.0,43.0,71.2,71.4,2.1,1.7,0.4,162.1,132.7,29.4,165.2,135.3,30.0
La Puntilla,1,1,67.0,69.2,1980.0,1980.0,1980.0,1980.0,42951.6,42951.6,42951.6,42951.6,2286.0,2286.0,2286.0,2286.0,2996.0,2996.0,2996.0,2996.0,21.5,13.9,7.6,1617.5,1046.7,570.8,1648.6,1066.8,581.8
