Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Peru,717,388,15913.2,19485.0,2006.9,2008.0,2008.4,2009.0,726.8,1124.7,746.1,750.0,54.0,118.6,221.4,195.7,19.0,57.8,45.0,46.2,2749.2,2282.4,466.8,211656.3,175923.4,35732.9,215720.1,179301.1,36419.0
Colombia,517,242,13751.9,15339.2,2007.6,2007.7,2007.6,2007.8,632.6,761.4,755.5,791.5,67.0,91.4,86.5,90.1,28.0,47.9,34.2,37.6,2009.8,1729.5,280.3,155193.7,133662.9,21530.8,158173.4,136229.2,21944.2
Panama,432,256,8066.6,11500.0,2002.4,2002.6,2004.5,2005.1,669.8,1140.7,722.9,711.3,59.0,151.5,295.0,318.9,67.5,118.2,89.9,91.3,2421.1,1376.0,1045.2,185931.4,105695.8,80235.6,189501.3,107725.2,81776.1
United States of America,393,179,30534.1,47621.1,2006.1,2005.8,2009.2,2009.2,2598.7,2843.5,3040.8,3144.2,202.0,275.2,334.4,355.4,35.0,80.7,73.1,73.7,4680.3,3966.1,714.2,360224.5,305353.2,54871.2,367140.8,311216.0,55924.8
Chile,190,141,12110.6,17780.2,2008.1,2009.4,2008.3,2008.9,1677.7,1806.4,1917.2,1911.3,139.0,166.9,205.9,220.8,18.0,29.9,35.4,36.3,1528.5,1384.1,144.4,118162.7,107059.1,11103.6,120431.5,109114.6,11316.8
Costa Rica,89,52,1931.4,1957.7,2006.1,2005.3,2007.2,2009.3,1031.5,1107.0,947.6,1005.5,90.0,146.8,117.8,125.9,11.0,32.0,19.4,22.6,366.0,342.3,23.7,28165.7,26371.2,1794.5,28706.5,26877.5,1829.0
Mexico,77,68,3464.6,4466.3,2004.5,2004.5,2007.2,2008.2,1871.2,1896.4,1724.3,1734.8,150.0,186.5,235.5,256.5,22.0,146.7,52.1,53.1,520.9,443.4,77.6,40066.4,34184.5,5881.9,40835.7,34840.9,5994.8
Guatemala,49,29,1644.7,1957.0,2008.4,2008.4,2008.3,2008.9,1231.0,1258.6,1261.6,1249.6,88.0,108.8,104.5,112.0,25.0,43.7,47.9,52.6,301.4,258.3,43.1,23227.9,19926.5,3301.4,23673.9,20309.1,3364.8
Bahamas,31,9,2928.1,3413.3,2002.1,2002.3,2002.1,2002.1,2084.1,2097.4,2101.3,2101.2,151.0,151.3,155.9,155.8,27.0,25.9,26.2,26.2,439.2,425.3,13.8,34017.1,32945.7,1071.4,34670.2,33578.2,1092.0
Argentina,27,26,3159.7,4799.6,2012.0,2011.8,2012.2,2012.1,4838.0,4881.6,4862.7,4867.9,412.0,468.1,480.9,477.0,65.0,71.7,80.5,78.8,351.3,336.8,14.4,27178.2,26063.9,1114.3,27700.0,26564.3,1135.7
Russian Federation,26,18,4306.3,5310.9,2006.8,2003.9,2008.8,2008.5,7248.0,7653.9,7757.2,7876.6,497.0,595.2,628.0,656.8,73.0,96.1,94.0,99.0,885.8,832.9,52.9,67712.3,63724.2,3988.1,69012.4,64947.7,4064.7
Suriname,22,8,641.4,734.5,1998.5,1998.6,1998.5,1998.5,2482.8,2495.1,2489.1,2489.8,151.0,152.4,154.0,154.0,48.0,47.9,44.9,44.7,237.5,210.8,26.7,18148.2,16142.7,2005.5,18496.7,16452.6,2044.1
Jamaica,22,10,735.5,935.8,2007.5,2006.1,2006.4,2006.7,1403.3,1371.0,1403.5,1403.8,135.0,123.2,130.4,131.4,9.0,18.4,16.5,16.2,110.2,106.7,3.5,8510.8,8243.4,267.4,8674.2,8401.7,272.5
China,22,20,5144.6,7765.9,2008.2,2009.2,2011.9,2011.4,9213.0,8376.6,8811.3,8882.1,712.0,807.8,921.1,968.6,16.0,53.0,37.1,40.1,497.0,488.4,8.7,38406.1,37737.4,668.7,39143.5,38462.0,681.5
Guyana,20,9,519.4,595.4,1999.5,1999.6,1999.4,1999.5,2324.2,2363.5,2337.9,2339.0,144.0,166.7,154.5,155.4,34.0,58.4,43.1,42.7,219.8,195.1,24.8,16793.5,14932.7,1860.7,17115.9,15219.5,1896.4
