Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,976,159,41209.8,48602.8,2007.1,2007.6,2007.6,2007.6,760.9,1651.2,1307.7,1320.9,58.0,124.5,220.9,222.4,20.0,24.9,25.2,25.3,6821.4,6464.3,357.1,527382.4,499959.6,27422.7,537508.1,509558.9,27949.3
Bulk carrier,405,354,55151.7,96581.9,2012.0,2011.9,2011.6,2011.6,1629.9,3953.0,4479.3,4594.7,169.0,365.1,750.8,757.4,71.0,98.2,86.6,86.4,4862.8,4688.7,174.1,376543.6,363101.9,13441.8,383773.3,370073.4,13699.8
Refrigerated bulk,360,119,13769.8,14858.5,1997.3,1994.9,1996.4,1996.0,4304.0,4636.8,3512.9,3574.9,339.0,388.1,465.0,468.4,33.0,83.9,112.6,113.3,6036.6,5337.5,699.1,459677.8,407172.8,52505.0,468503.6,414990.5,53513.1
Chemical tanker,295,139,8381.6,13888.2,2008.1,2009.4,2009.5,2009.6,785.0,1515.1,1366.0,1381.5,83.0,184.9,320.7,322.5,43.0,64.1,73.0,72.4,1600.6,1230.2,370.4,123479.4,95052.7,28426.7,125850.2,96877.7,28972.5
Oil tanker,270,105,36855.3,67828.0,2007.4,2008.1,2009.0,2009.1,2158.5,2817.5,2983.7,3049.8,214.5,333.5,650.5,660.4,46.0,73.2,70.2,70.3,4607.7,3535.1,1072.7,355242.2,272868.7,82373.5,362062.8,278107.8,83955.0
Vehicle,164,123,23940.9,7770.7,2007.9,2008.0,2007.5,2007.2,991.7,2425.7,2448.4,2420.2,84.0,165.9,399.8,396.1,24.0,41.1,39.7,37.8,1330.1,1254.7,75.4,103014.4,97176.3,5838.1,104992.3,99042.1,5950.2
General cargo,153,92,5039.0,7477.2,2006.6,2008.7,2010.9,2011.1,911.4,2196.6,2237.1,2258.4,76.0,177.3,492.0,501.8,53.0,123.7,114.7,116.4,665.7,599.3,66.3,51219.2,46212.8,5006.3,52202.6,47100.1,5102.5
Miscellaneous - fishing,92,45,971.8,1015.7,1983.4,1984.1,1985.5,1986.3,844.8,7629.6,6346.1,6664.7,146.0,1165.9,2341.5,2478.8,60.0,269.2,374.6,301.7,516.6,433.6,83.0,38805.9,32574.6,6231.4,39551.0,33200.0,6351.0
Cruise,89,25,1059.8,119.3,2000.9,1998.4,2000.1,1998.8,128.9,746.7,752.9,754.3,22.0,56.8,71.0,72.8,8.0,21.0,14.1,14.3,312.2,274.1,38.1,24074.8,21165.1,2909.6,24537.0,21571.5,2965.5
Liquefied gas tanker,27,9,2389.5,2819.8,2011.9,2012.2,2012.4,2012.3,2366.1,2069.9,1974.7,1958.8,196.0,249.9,248.3,247.3,58.0,77.8,98.2,97.4,317.4,259.0,58.3,24485.4,20014.1,4471.3,24955.6,20398.4,4557.2
Service - tug,13,7,5.0,3.8,1971.0,1979.6,1991.4,1991.6,399.3,694.5,757.6,740.4,72.0,268.7,325.5,276.4,23.0,22.3,148.2,158.2,8.3,6.1,2.2,625.7,460.9,164.8,637.7,469.8,168.0
Service - other,13,11,224.0,187.2,2005.0,2003.5,2002.0,2001.3,821.4,1958.4,1937.2,1668.7,302.0,687.4,628.6,496.1,37.0,161.7,92.0,88.2,66.4,63.1,3.3,5042.7,4798.5,244.2,5139.5,4890.6,248.9
Offshore,4,2,29.2,20.8,1979.0,1979.0,1980.0,1980.0,533.0,824.4,1412.0,1298.7,49.0,50.8,77.5,77.0,118.0,173.8,375.3,371.7,7.4,1.5,5.8,563.3,115.7,447.6,574.1,117.9,456.2
Ferry-RoPax,2,1,18.3,1.5,2007.0,2007.0,2007.0,2007.0,784.7,784.7,784.7,784.7,80.5,80.5,80.9,80.9,1.5,1.5,1.5,1.5,6.2,6.1,0.0,473.1,470.0,3.1,482.2,479.0,3.2
